@relation prueba

@attribute score5 NUMERIC
@attribute score2 NUMERIC
@attribute score NUMERIC
@attribute ghost0-living {True, False}
@attribute ghost1-living {True, False}
@attribute ghost2-living {True, False}
@attribute ghost3-living {True, False}
@attribute ghost4-living {True, False}
@attribute distance-ghost1 NUMERIC 
@attribute distance-ghost2 NUMERIC 
@attribute distance-ghost3 NUMERIC 
@attribute distance-ghost4 NUMERIC 
@attribute posX NUMERIC
@attribute posY NUMERIC
@attribute direction {North, South, East, West, Stop}
@attribute wall-east {True, False}
@attribute wall-south {True, False}
@attribute wall-west {True, False}
@attribute wall-north {True, False}
@attribute move {North, South, East, West, Stop}

@data
348,350,353,False,False,False,True,True,0,0,11,15,10,11,North,False,False,False,False,North
347,349,352,False,False,False,True,True,0,0,12,16,10,12,North,False,False,False,False,East
346,348,351,False,False,False,True,True,0,0,12,16,11,12,East,False,False,False,True,East
345,347,350,False,False,False,True,True,0,0,15,13,12,12,East,False,True,False,True,East
344,346,349,False,False,False,True,True,0,0,12,11,13,12,East,False,False,False,True,South
343,345,348,False,False,False,True,True,0,0,8,11,13,11,South,True,False,False,False,South
342,344,347,False,False,False,True,True,0,0,11,10,13,10,South,True,False,False,False,South
341,343,346,False,False,False,True,True,0,0,8,14,13,9,South,True,False,False,False,South
340,342,345,False,False,False,True,True,0,0,8,6,13,8,South,True,False,False,False,East
339,341,344,False,False,False,True,True,0,0,6,8,14,8,East,False,False,False,False,East
338,340,343,False,False,False,True,True,0,0,8,10,15,8,East,False,True,False,True,East
537,339,342,False,False,False,True,True,0,0,5,3,16,8,East,False,True,False,True,East
536,338,341,False,False,False,True,True,0,0,8,5,17,8,East,False,True,False,True,East
535,537,340,False,False,False,True,True,0,0,7,4,18,8,East,False,True,False,True,East
534,536,339,False,False,False,True,True,0,0,2,1,19,8,East,False,True,False,True,East
533,535,338,False,False,False,True,True,0,0,1,4,20,8,East,False,True,False,True,East
532,534,537,False,False,False,True,False,0,0,3,0,21,8,East,False,True,False,True,East
531,533,536,False,False,False,True,False,0,0,1,0,22,8,East,False,True,False,True,East
530,532,535,False,False,False,True,False,0,0,7,0,23,8,East,False,False,False,False,South
529,531,534,False,False,False,True,False,0,0,5,0,23,7,South,True,False,False,False,South
528,530,533,False,False,False,True,False,0,0,7,0,23,6,South,False,False,False,False,West
527,529,532,False,False,False,True,False,0,0,5,0,22,6,West,False,True,False,True,West
