Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Area_under_ROC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_area_under_ROC,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Summary,measureTreeSize,measureNumLeaves,measureNumRules
manual-filter-data,4,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,88.0,26.0,0.0,77.19298245614036,22.80701754385965,0.0,0.6634113104701339,0.11849528281306093,0.28146723890709735,42.8028461977832,75.7452016462061,212.1455173111278,12943.595128586594,-12731.449611275466,1.8609255904484896,113.54030814549644,-111.67938255504795,135.8540148281764,1.1917018844576877,7224.326381072193,0.6190476190476191,13.0,0.053763440860215055,5.0,0.946236559139785,88.0,0.38095238095238093,8.0,0.7222222222222222,0.6190476190476191,0.6666666666666666,0.8717357910906298,0.7719298245614035,0.11248455470127293,0.887515445298727,0.22807017543859648,0.7701267056530213,0.7719298245614035,0.7668298653610771,0.8558718083567798,0.02,0.001,0.020757,8.1E-5,63564.0,164753.0,21255.0,'Number of leaves: 126\nSize of the tree: 245\n',245.0,126.0,126.0
manual-filter-data,4,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,76.0,38.0,0.0,66.66666666666667,33.333333333333336,0.0,0.5175946547884186,0.15382276063743774,0.3516835534916338,55.563831816577185,94.64100254904093,212.1455173111278,22626.269145254857,-22414.12362794373,1.8609255904484896,198.47604513381452,-196.61511954336603,113.2974382841118,0.9938371779308053,6024.832415435172,0.5714285714285714,12.0,0.0967741935483871,9.0,0.9032258064516129,84.0,0.42857142857142855,9.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.756784434203789,0.6666666666666666,0.15143870388957045,0.8485612961104294,0.3333333333333333,0.6712519936204147,0.6666666666666666,0.6662558908979558,0.7766829153543859,0.021,0.0,0.020994,8.1E-5,64284.0,164753.0,21255.0,'Number of leaves: 126\nSize of the tree: 248\n',248.0,126.0,126.0
manual-filter-data,4,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,80.0,34.0,0.0,70.17543859649123,29.82456140350877,0.0,0.5666368515205724,0.13229605916389506,0.3078470367624573,47.78796031820493,82.84422715162171,212.1455173111278,21519.96029970148,-21307.814782390353,1.8609255904484896,188.77158157632877,-186.91065598588028,120.01684522957329,1.052779344119064,6382.151180895677,0.5238095238095238,11.0,0.0967741935483871,9.0,0.9032258064516129,84.0,0.47619047619047616,10.0,0.55,0.5238095238095238,0.5365853658536585,0.7250384024577573,0.7017543859649122,0.12741041295409264,0.8725895870459074,0.2982456140350877,0.6990938291978547,0.7017543859649122,0.699399858089187,0.8266709359190076,0.021,0.0,0.020869,8.1E-5,62360.0,164753.0,21255.0,'Number of leaves: 122\nSize of the tree: 240\n',240.0,122.0,122.0
manual-filter-data,4,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,74.0,40.0,0.0,64.91228070175438,35.08771929824562,0.0,0.4926568758344459,0.15044566167978146,0.34313347503526215,54.33662318968039,92.32611079405542,212.19252471161022,18339.501504120562,-18127.308979408954,1.8613379360667563,160.87282021158387,-159.01148227551712,112.18619735643631,0.9840894504950554,5965.88029761599,0.42857142857142855,9.0,0.11827956989247312,11.0,0.8817204301075269,82.0,0.5714285714285714,12.0,0.45,0.42857142857142855,0.4390243902439024,0.7767537122375832,0.6491228070175439,0.15655087119869818,0.8434491288013017,0.3508771929824561,0.6720740688619946,0.6491228070175439,0.6540326951656613,0.8059322368200675,0.022,0.0,0.022514,8.7E-5,66208.0,164753.0,21255.0,'Number of leaves: 130\nSize of the tree: 256\n',256.0,130.0,130.0
manual-filter-data,5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1027.0,115.0,88.0,27.0,0.0,76.52173913043478,23.47826086956522,0.0,0.6552298467688208,0.11601914049796241,0.2875080602753189,41.71863363601105,76.97709576785392,219.27269895521437,14025.14346234485,-13805.870763389636,1.9067191213496901,121.9577692377813,-120.05105011643161,137.60074311498386,1.1965282009998597,7336.9861214125085,0.6,12.0,0.031578947368421054,3.0,0.968421052631579,92.0,0.4,8.0,0.8,0.6,0.6857142857142857,0.8060526315789474,0.7652173913043478,0.11691435388424204,0.883085646115758,0.23478260869565218,0.7622484059346691,0.7652173913043478,0.7579689371749864,0.8575926895157953,0.027,0.0,0.026416000000000002,1.0E-4,61159.0,164596.0,21412.0,'Number of leaves: 121\nSize of the tree: 235\n',235.0,121.0,121.0
manual-filter-data,5,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1027.0,115.0,76.0,39.0,0.0,66.08695652173913,33.91304347826087,0.0,0.5096216925431882,0.15258881068360847,0.33295398013129185,54.941749144227785,89.2782544785715,217.73936522312374,14054.329538920014,-13836.59017369689,1.8933857845489022,122.21156120800012,-120.31817542345122,116.45834011904635,1.01268121842649,6204.766653417201,0.5714285714285714,12.0,0.11702127659574468,11.0,0.8829787234042553,83.0,0.42857142857142855,9.0,0.5217391304347826,0.5714285714285714,0.5454545454545454,0.7826747720364742,0.6608695652173913,0.15927222319451736,0.8407277768054826,0.3391304347826087,0.6832686183347809,0.6608695652173913,0.6653757161255941,0.8054901339822709,0.024,0.0,0.023747,1.55E-4,62844.0,164596.0,21412.0,'Number of leaves: 126\nSize of the tree: 242\n',242.0,126.0,126.0
manual-filter-data,5,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,74.0,40.0,0.0,64.91228070175438,35.08771929824562,0.0,0.49010399194901044,0.14717434721343325,0.33214406092370946,53.16229303384029,89.3827607360018,212.14551731112783,16187.753104482477,-15975.60758717135,1.8609255904484898,141.99783424984628,-140.1369086593978,110.31282425055319,0.967656353075028,5866.11921194813,0.6190476190476191,13.0,0.10752688172043011,10.0,0.8924731182795699,83.0,0.38095238095238093,8.0,0.5652173913043478,0.6190476190476191,0.5909090909090909,0.7734254992319508,0.6491228070175439,0.15911791636001138,0.8408820836399885,0.3508771929824561,0.6550259611653084,0.6491228070175439,0.6482279660569039,0.8252222428935919,0.021,0.0,0.020974,8.2E-5,63322.0,164753.0,21255.0,'Number of leaves: 124\nSize of the tree: 244\n',244.0,124.0,124.0
manual-filter-data,5,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,69.0,45.0,0.0,60.526315789473685,39.473684210526315,0.0,0.4248878923766816,0.17271457577286084,0.36205239442445725,62.38793011350397,97.43134486505512,212.14551731112783,22630.850427792426,-22418.704910481298,1.8609255904484898,198.51623182274056,-196.65530623229208,98.5370228631869,0.8643598496770781,5239.91591034815,0.5714285714285714,12.0,0.0967741935483871,9.0,0.9032258064516129,84.0,0.42857142857142855,9.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7342549923195084,0.6052631578947368,0.1867600520044486,0.8132399479955513,0.39473684210526316,0.6067964027716348,0.6052631578947368,0.6002757730446517,0.7656822475745866,0.02,0.0,0.019579999999999997,7.8E-5,60917.0,164753.0,21255.0,'Number of leaves: 119\nSize of the tree: 234\n',234.0,119.0,119.0
manual-filter-data,5,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,74.0,40.0,0.0,64.91228070175438,35.08771929824562,0.0,0.5000548185505975,0.1489619534784323,0.33708630497262415,53.8080118692783,90.71276018291208,212.14551731112783,17260.617911744066,-17048.472394432938,1.8609255904484898,151.40892905038655,-149.54800345993806,117.86328806735527,1.033888491818906,6267.631195307942,0.6190476190476191,13.0,0.10752688172043011,10.0,0.8924731182795699,83.0,0.38095238095238093,8.0,0.5652173913043478,0.6190476190476191,0.5909090909090909,0.8397337429595494,0.6491228070175439,0.15402467286369873,0.8459753271363012,0.3508771929824561,0.6490003406479379,0.6491228070175439,0.6469473852600788,0.812722116730608,0.022,0.0,0.022466999999999997,8.999999999999999E-5,63083.0,164753.0,21255.0,'Number of leaves: 125\nSize of the tree: 243\n',243.0,125.0,125.0
manual-filter-data,5,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,72.0,42.0,0.0,63.1578947368421,36.8421052631579,0.0,0.46882627024628354,0.16366443904785727,0.356051353932419,59.11884124251188,95.81641438887806,212.14551731112783,21561.37207120105,-21349.226553889923,1.8609255904484898,189.1348427298338,-187.27391713938528,100.0706403228793,0.8778126344112219,5321.469282815953,0.5238095238095238,11.0,0.07526881720430108,7.0,0.9247311827956989,86.0,0.47619047619047616,10.0,0.6111111111111112,0.5238095238095238,0.5641025641025642,0.8287250384024577,0.631578947368421,0.16042914596052404,0.839570854039476,0.3684210526315789,0.6371345029239767,0.631578947368421,0.632809399063269,0.7811474006897053,0.02,0.0,0.019739999999999997,7.9E-5,59955.0,164753.0,21255.0,'Number of leaves: 117\nSize of the tree: 230\n',230.0,117.0,117.0
manual-filter-data,5,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,75.0,39.0,0.0,65.78947368421052,34.21052631578947,0.0,0.5125534480868327,0.14689661971271778,0.33535272633588026,53.054811844005556,90.23256318432131,212.19252471161025,20470.462332301333,-20258.269807589724,1.8613379360667566,179.56545905527486,-177.7041211192081,117.00678997838308,1.0263753506875708,6222.231606634266,0.47619047619047616,10.0,0.08602150537634409,8.0,0.9139784946236559,85.0,0.5238095238095238,11.0,0.5555555555555556,0.47619047619047616,0.5128205128205129,0.7962109575012801,0.6578947368421053,0.14267013629944622,0.8573298637005536,0.34210526315789475,0.6609693178101057,0.6578947368421053,0.6519186676147678,0.8101558014387458,0.02,0.0,0.019649,7.9E-5,59955.0,164753.0,21255.0,'Number of leaves: 117\nSize of the tree: 230\n',230.0,117.0,117.0
manual-filter-data,5,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,86.0,28.0,0.0,75.43859649122807,24.56140350877193,0.0,0.6425531914893617,0.11929451597946111,0.2787935252961252,43.08573003034234,75.014313023555,212.19252471161025,8659.748369059082,-8447.555844347471,1.8613379360667566,75.96270499174634,-74.10136705567957,133.54075051750735,1.1714100922588364,7101.480852497601,0.6190476190476191,13.0,0.0967741935483871,9.0,0.9032258064516129,84.0,0.38095238095238093,8.0,0.5909090909090909,0.6190476190476191,0.6046511627906977,0.8684075780849975,0.7543859649122807,0.10554563539287369,0.8944543646071264,0.24561403508771928,0.7687054758107389,0.7543859649122807,0.7534606347655148,0.8801539091254751,0.022,0.0,0.021699000000000003,8.3E-5,59474.0,164753.0,21255.0,'Number of leaves: 116\nSize of the tree: 228\n',228.0,116.0,116.0
manual-filter-data,5,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,80.0,34.0,0.0,70.17543859649123,29.82456140350877,0.0,0.5690939410783769,0.1409346383746955,0.3287878155174404,50.90151656243374,88.46615819129612,212.19252471161025,19394.675732303036,-19182.483207591427,1.8613379360667566,170.12873449388627,-168.26739655781955,123.87605794791332,1.0866320872623976,6587.528152948785,0.6666666666666666,14.0,0.08602150537634409,8.0,0.9139784946236559,85.0,0.3333333333333333,7.0,0.6363636363636364,0.6666666666666666,0.6511627906976744,0.8527905785970302,0.7017543859649122,0.14434390795600197,0.8556560920439978,0.2982456140350877,0.7091124006017623,0.7017543859649122,0.7030076447374592,0.7917917679671326,0.021,0.0,0.02091,7.9E-5,62121.0,164753.0,21255.0,'Number of leaves: 123\nSize of the tree: 239\n',239.0,123.0,123.0
manual-filter-data,5,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,75.0,39.0,0.0,65.78947368421052,34.21052631578947,0.0,0.5062194580186584,0.15456725335884897,0.33575884418353175,55.53770287189019,89.81953669521536,217.84813484871154,19405.716981789632,-19187.86884694092,1.9109485513044873,170.22558755955816,-168.3146390082537,109.26931258828103,0.9585027420024651,5827.68537904629,0.6,12.0,0.06382978723404255,6.0,0.9361702127659575,88.0,0.4,8.0,0.6666666666666666,0.6,0.631578947368421,0.8763297872340425,0.6578947368421053,0.1581538456179015,0.8418461543820986,0.34210526315789475,0.6602284844903586,0.6578947368421053,0.6579998621900689,0.7918543664955966,0.021,0.0,0.021003,7.9E-5,59474.0,164753.0,21255.0,'Number of leaves: 116\nSize of the tree: 228\n',228.0,116.0,116.0
manual-filter-data,6,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1027.0,115.0,76.0,39.0,0.0,66.08695652173913,33.91304347826087,0.0,0.5102642498362088,0.1508671488166208,0.3312049143529452,54.24219072730193,88.66323094999612,219.31970635569638,17258.476066342962,-17039.156359987264,1.9071278813538817,150.07370492472143,-148.1665770433675,119.70617445484368,1.0409232561290755,6382.983687963664,0.5,10.0,0.05263157894736842,5.0,0.9473684210526315,90.0,0.5,10.0,0.6666666666666666,0.5,0.5714285714285715,0.7473684210526316,0.6608695652173913,0.1566559441720754,0.8433440558279244,0.3391304347826087,0.6605134188780767,0.6608695652173913,0.6562850999223359,0.8103004592834748,0.026,0.0,0.025437,8.3E-5,55626.0,164596.0,21412.0,'Number of leaves: 108\nSize of the tree: 212\n',212.0,108.0,108.0
manual-filter-data,6,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1027.0,115.0,80.0,35.0,0.0,69.56521739130434,30.434782608695652,0.0,0.5649119014160631,0.14009979309628,0.3165787200006136,50.37093732858265,84.7478130573788,219.31970635569638,16177.09771378508,-15957.778007429384,1.9071278813538817,140.67041490247897,-138.76328702112508,128.58505512921138,1.1181309141670555,6856.424183159204,0.7,14.0,0.07368421052631578,7.0,0.9263157894736842,88.0,0.3,6.0,0.6666666666666666,0.7,0.6829268292682926,0.85,0.6956521739130435,0.135069462333172,0.8649305376668279,0.30434782608695654,0.696118253165776,0.6956521739130435,0.694985370606355,0.8321902650029303,0.024,0.0,0.024147,8.8E-5,63803.0,164596.0,21412.0,'Number of leaves: 125\nSize of the tree: 246\n',246.0,125.0,125.0
manual-filter-data,6,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,78.0,36.0,0.0,68.42105263157895,31.57894736842105,0.0,0.5516714004806642,0.14879017077126988,0.33411236387054905,53.73870773844459,89.89882179582172,212.19252471160993,20469.10121529641,-20256.9086905848,1.861337936066754,179.55351943242465,-177.6921814963579,116.77652538217176,1.0243554858085242,6209.98650830536,0.6190476190476191,13.0,0.13978494623655913,13.0,0.8602150537634409,80.0,0.38095238095238093,8.0,0.5,0.6190476190476191,0.5531914893617021,0.7580645161290323,0.6842105263157895,0.124850316047379,0.875149683952621,0.3157894736842105,0.6950588746641377,0.6842105263157895,0.6865863550268031,0.7962045507951369,0.022,0.0,0.02161,1.54E-4,61401.0,164753.0,21255.0,'Number of leaves: 123\nSize of the tree: 236\n',236.0,123.0,123.0
manual-filter-data,6,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,81.0,33.0,0.0,71.05263157894737,28.94736842105263,0.0,0.5709887102292166,0.14269139480203172,0.3150015387507055,51.54296171514199,84.7695638191581,212.14551731112823,18317.728457250105,-18105.582939938977,1.8609255904484931,160.68182857236934,-158.82090298192085,113.36910568425749,0.9944658393355921,6028.643481970011,0.5714285714285714,12.0,0.06451612903225806,6.0,0.9354838709677419,87.0,0.42857142857142855,9.0,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.7780337941628265,0.7105263157894737,0.14479726873383839,0.8552027312661615,0.2894736842105263,0.7141657334826428,0.7105263157894737,0.7062584521749675,0.8105663737161344,0.022,0.0,0.021225,8.0E-5,58034.0,164753.0,21255.0,'Number of leaves: 116\nSize of the tree: 222\n',222.0,116.0,116.0
manual-filter-data,6,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,74.0,40.0,0.0,64.91228070175438,35.08771929824562,0.0,0.4921483461409957,0.1624720302080257,0.3463144527664983,58.68811952123705,93.19613237991123,212.14551731112823,22621.63981715355,-22409.494299842423,1.8609255904484931,198.435436992575,-196.57451140212652,107.15214154879433,0.9399310662174941,5698.043182296784,0.6666666666666666,14.0,0.07526881720430108,7.0,0.9247311827956989,86.0,0.3333333333333333,7.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.810547875064004,0.6491228070175439,0.16798708831352596,0.8320129116864741,0.3508771929824561,0.6499582289055974,0.6491228070175439,0.6486637189386265,0.7549504713333421,0.021,0.001,0.021618,8.3E-5,57792.0,164753.0,21255.0,'Number of leaves: 114\nSize of the tree: 221\n',221.0,114.0,114.0
manual-filter-data,6,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,72.0,42.0,0.0,63.1578947368421,36.8421052631579,0.0,0.46008119079837617,0.15752710660420713,0.34202728125163734,56.9019150458408,92.04241846227764,212.14551731112823,12988.98201890835,-12776.836501597221,1.8609255904484931,113.93843876235394,-112.07751317190545,107.40611556340063,0.9421589084508828,5711.548791064753,0.42857142857142855,9.0,0.0967741935483871,9.0,0.9032258064516129,84.0,0.5714285714285714,12.0,0.5,0.42857142857142855,0.4615384615384615,0.7700972862263185,0.631578947368421,0.17710454062217126,0.8228954593778287,0.3684210526315789,0.624561403508772,0.631578947368421,0.6264545504311586,0.811188319997459,0.021,0.0,0.020835,7.9E-5,59955.0,164753.0,21255.0,'Number of leaves: 117\nSize of the tree: 230\n',230.0,117.0,117.0
manual-filter-data,6,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,79.0,35.0,0.0,69.29824561403508,30.70175438596491,0.0,0.5536912751677853,0.14261984398993688,0.31810596328844487,51.51711614278909,85.60499057617443,212.14551731112823,17249.5991294663,-17037.453612155172,1.8609255904484931,151.31227306549386,-149.45134747504537,119.29732788349885,1.0464677884517444,6343.889314645651,0.38095238095238093,8.0,0.11827956989247312,11.0,0.8817204301075269,82.0,0.6190476190476191,13.0,0.42105263157894735,0.38095238095238093,0.4,0.7211981566820277,0.6929824561403509,0.12890002661344252,0.8710999733865575,0.30701754385964913,0.6962441924721644,0.6929824561403509,0.692499124752013,0.820648076016238,0.022,0.0,0.021797,7.9E-5,58515.0,164753.0,21255.0,'Number of leaves: 117\nSize of the tree: 224\n',224.0,117.0,117.0
manual-filter-data,6,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,74.0,40.0,0.0,64.91228070175438,35.08771929824562,0.0,0.4867176947321027,0.14625897951475045,0.3308134700386116,52.8316440671388,89.02468753610945,212.14551731112823,15113.295666378164,-14901.150149067036,1.8609255904484931,132.57276900331723,-130.71184341286875,115.8538038361914,1.0162614371595737,6160.772594464187,0.38095238095238093,8.0,0.07526881720430108,7.0,0.9247311827956989,86.0,0.6190476190476191,13.0,0.5333333333333333,0.38095238095238093,0.4444444444444444,0.8018433179723502,0.6491228070175439,0.16763255746694347,0.8323674425330565,0.3508771929824561,0.6448586744639376,0.6491228070175439,0.6439595379788686,0.8183406719163531,0.02,0.0,0.019774,7.8E-5,59955.0,164753.0,21255.0,'Number of leaves: 117\nSize of the tree: 230\n',230.0,117.0,117.0
manual-filter-data,6,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,72.0,42.0,0.0,63.1578947368421,36.8421052631579,0.0,0.4681181959564541,0.1579718232826828,0.336387962611542,57.06255552990474,90.5248303792034,212.14551731112823,14054.242525027163,-13842.097007716035,1.8609255904484931,123.28282916690493,-121.42190357645644,107.21439548442164,0.9404771533721197,5701.353667820872,0.5714285714285714,12.0,0.08602150537634409,8.0,0.9139784946236559,85.0,0.42857142857142855,9.0,0.6,0.5714285714285714,0.5853658536585366,0.8581669226830517,0.631578947368421,0.16499989871002024,0.8350001012899796,0.3684210526315789,0.6359848484848485,0.631578947368421,0.6314678175718651,0.810498696407587,0.02,0.0,0.020137000000000002,8.0E-5,60436.0,164753.0,21255.0,'Number of leaves: 118\nSize of the tree: 232\n',232.0,118.0,118.0
manual-filter-data,6,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,87.0,27.0,0.0,76.3157894736842,23.68421052631579,0.0,0.6585690515806989,0.1073334147186393,0.27608360710909147,38.61791357299759,73.96686551691343,216.31480111662086,11866.716246861424,-11650.401445744803,1.8974982554089548,104.09400216545109,-102.19650391004213,147.9463462828193,1.2977749673931518,7884.248814293467,0.8095238095238095,17.0,0.07526881720430108,7.0,0.9247311827956989,86.0,0.19047619047619047,4.0,0.7083333333333334,0.8095238095238095,0.7555555555555556,0.9068100358422939,0.7631578947368421,0.10866098731240484,0.8913390126875951,0.23684210526315788,0.7782549425856061,0.7631578947368421,0.7644194013465074,0.8777208812604131,0.023,0.0,0.022300999999999998,8.5E-5,71018.0,164753.0,21255.0,'Number of leaves: 140\nSize of the tree: 276\n',276.0,140.0,140.0
manual-filter-data,7,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1027.0,115.0,72.0,43.0,0.0,62.608695652173914,37.391304347826086,0.0,0.4594446873633582,0.16336336451651637,0.351256395499164,58.84127303767006,94.22190634265436,216.1762779859496,24763.609411979905,-24547.433133993956,1.8797937216169531,215.33573401721657,-213.45594029559962,102.75479299572777,0.893519939093285,5470.247455081184,0.5238095238095238,11.0,0.10638297872340426,10.0,0.8936170212765957,84.0,0.47619047619047616,10.0,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.7626646403242148,0.6260869565217392,0.16711338678783957,0.8328866132121603,0.3739130434782609,0.6244306418219462,0.6260869565217392,0.620958751393534,0.7775229399086254,0.026,0.0,0.025122,8.2E-5,59955.0,164596.0,21412.0,'Number of leaves: 117\nSize of the tree: 230\n',230.0,117.0,117.0
manual-filter-data,7,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1027.0,115.0,73.0,42.0,0.0,63.47826086956522,36.52173913043478,0.0,0.4687053129468705,0.15690196197708334,0.35418439161471005,56.51396328768853,95.00731944631782,216.1762779859496,25839.18559083677,-25623.00931285082,1.8797937216169531,224.68857035510234,-222.8087766334854,108.9988386590823,0.947815988339846,5802.65506258613,0.5714285714285714,12.0,0.06382978723404255,6.0,0.9361702127659575,88.0,0.42857142857142855,9.0,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.7768490374873354,0.6347826086956522,0.17870457362781278,0.8212954263721872,0.3652173913043478,0.6323028243290754,0.6347826086956522,0.6274955860310552,0.7423508925184495,0.022,0.0,0.021929999999999998,8.400000000000001E-5,62844.0,164596.0,21412.0,'Number of leaves: 126\nSize of the tree: 242\n',242.0,126.0,126.0
manual-filter-data,7,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,73.0,41.0,0.0,64.03508771929825,35.96491228070175,0.0,0.4803779877709839,0.16022398162717189,0.343438708359919,57.86826963582631,92.40823920122241,212.1925247116105,19409.168823365817,-19196.97629865421,1.8613379360667588,170.25586687162996,-168.39452893556324,106.2310967806612,0.9318517261461509,5649.197692870406,0.47619047619047616,10.0,0.12903225806451613,12.0,0.8709677419354839,81.0,0.5238095238095238,11.0,0.45454545454545453,0.47619047619047616,0.46511627906976744,0.7081413210445469,0.6403508771929824,0.15398853504981427,0.8460114649501858,0.35964912280701755,0.6405966024999074,0.6403508771929824,0.6402540584553372,0.782389116025249,0.025,0.0,0.024607,8.599999999999999E-5,63806.0,164753.0,21255.0,'Number of leaves: 128\nSize of the tree: 246\n',246.0,128.0,128.0
manual-filter-data,7,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,74.0,40.0,0.0,64.91228070175438,35.08771929824562,0.0,0.4891328702666368,0.15752894058984288,0.33887425342357913,56.677960250229305,90.78940467559872,216.31480111662142,14059.893781447125,-13843.578980330503,1.8974982554089599,123.33240159164144,-121.43490333623248,109.65756618069865,0.9619084752692865,5843.791062509539,0.47619047619047616,10.0,0.12903225806451613,12.0,0.8709677419354839,81.0,0.5238095238095238,11.0,0.45454545454545453,0.47619047619047616,0.46511627906976744,0.7711213517665131,0.6491228070175439,0.16059827195555748,0.8394017280444424,0.3508771929824561,0.652829196946844,0.6491228070175439,0.6410880491679471,0.7939561130944335,0.025,0.0,0.024844,8.0E-5,63083.0,164753.0,21255.0,'Number of leaves: 125\nSize of the tree: 243\n',243.0,125.0,125.0
manual-filter-data,7,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,71.0,43.0,0.0,62.280701754385966,37.719298245614034,0.0,0.4562999112688554,0.16435470421161522,0.34737037766558243,59.25984261674002,93.28838257351664,215.28894568087495,12996.478154241486,-12781.18920856061,1.8884995235164468,114.00419433545163,-112.11569481193519,105.46931570820377,0.9251694360368752,5617.613446580376,0.4,8.0,0.0851063829787234,8.0,0.9148936170212766,86.0,0.6,12.0,0.5,0.4,0.4444444444444445,0.8204787234042553,0.6228070175438597,0.17105264479028287,0.828947355209717,0.37719298245614036,0.6152708629682313,0.6228070175438597,0.6153077515306618,0.7905966909182596,0.025,0.0,0.025113,9.4E-5,54183.0,164753.0,21255.0,'Number of leaves: 105\nSize of the tree: 206\n',206.0,105.0,105.0
manual-filter-data,7,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01603161658E7,1028.0,114.0,82.0,32.0,0.0,71.9298245614035,28.07017543859649,0.0,0.5952063914780292,0.13246921402925405,0.31224754895339923,47.76318884568967,83.85593786137537,215.28894568087495,23661.871318146885,-23446.58237246601,1.8884995235164468,207.5602747205867,-205.67177519707027,128.80354983211464,1.1298557002817073,6860.465042800038,0.5,10.0,0.0851063829787234,8.0,0.9148936170212766,86.0,0.5,10.0,0.5555555555555556,0.5,0.5263157894736842,0.7154255319148937,0.7192982456140351,0.12165675226810978,0.8783432477318902,0.2807017543859649,0.7308476239397294,0.7192982456140351,0.7213138614820118,0.8049378346595262,0.022,0.0,0.021473,8.599999999999999E-5,61398.0,164753.0,21255.0,'Number of leaves: 120\nSize of the tree: 236\n',236.0,120.0,120.0
