Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Area_under_ROC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_area_under_ROC,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Summary,measureTreeSize,measureNumLeaves,measureNumRules
more-data,6,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1027.0,115.0,78.0,37.0,0.0,67.82608695652173,32.17391304347826,0.0,0.5310261214592747,0.14278125528675337,0.28158280331666735,51.33501986546745,75.3794404614667,219.31970635569638,161.5277747534447,57.79193160225168,1.9071278813538817,1.404589345682128,0.5025385356717538,128.05152868426924,1.1134915537762542,6827.975436796104,0.5,10.0,0.06315789473684211,6.0,0.9368421052631579,89.0,0.5,10.0,0.625,0.5,0.5555555555555556,0.8460526315789474,0.6782608695652174,0.15695340409575703,0.843046595904243,0.3217391304347826,0.6803267861368673,0.6782608695652174,0.6743958040420582,0.8769410714761777,0.0,0.016,7.8E-5,0.015115,217121.0,214831.0,27871.0,?,?,?,?
more-data,6,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,84.0,30.0,0.0,73.6842105263158,26.31578947368421,0.0,0.6261069203017382,0.1251018703220635,0.27576043898594915,45.183178511871716,74.19820767943936,212.19252471160993,179.62231665060054,32.570208061009396,1.861337936066754,1.5756343565842152,0.28570357948253855,134.74242225611317,1.1819510724220454,7165.383809532262,0.8571428571428571,18.0,0.11827956989247312,11.0,0.8817204301075269,82.0,0.14285714285714285,3.0,0.6206896551724138,0.8571428571428571,0.7200000000000001,0.894521249359959,0.7368421052631579,0.10496405759147139,0.8950359424085287,0.2631578947368421,0.7485499489044839,0.7368421052631579,0.7346288798920377,0.8816153150017375,0.0,0.014,7.8E-5,0.013118000000000001,217326.0,215036.0,27666.0,?,?,?,?
more-data,6,4,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,89.0,25.0,0.0,78.0701754385965,21.92982456140351,0.0,0.6829105473965287,0.12510187032206355,0.26275446478325104,45.18927663051316,70.70943672068853,212.14551731112823,158.16712070740837,53.97839660371986,1.8609255904484931,1.387430883398319,0.4734947070501742,133.79989733771527,1.1736833099799584,7115.094311670867,0.7619047619047619,16.0,0.0967741935483871,9.0,0.9032258064516129,84.0,0.23809523809523808,5.0,0.64,0.7619047619047619,0.6956521739130435,0.8965693804403482,0.7807017543859649,0.09461645581327321,0.9053835441867267,0.21929824561403508,0.7872571673085151,0.7807017543859649,0.7816552250190695,0.9022848941885503,0.0,0.013,8.999999999999999E-5,0.01278,217326.0,215036.0,27666.0,?,?,?,?
more-data,6,5,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,79.0,35.0,0.0,69.29824561403508,30.70175438596491,0.0,0.558969824251133,0.13211259441119788,0.2815536039334514,47.72168921098454,75.76844320128647,212.14551731112823,128.84705999728305,83.29845731384518,1.8609255904484931,1.1302373683972198,0.7306882220512735,131.6847414512609,1.1551293109759728,7002.616395652567,0.7619047619047619,16.0,0.10752688172043011,10.0,0.8924731182795699,83.0,0.23809523809523808,5.0,0.6153846153846154,0.7619047619047619,0.6808510638297872,0.9493087557603687,0.6929824561403509,0.12707590986997094,0.8729240901300291,0.30701754385964913,0.7021207350154719,0.6929824561403509,0.6934778288539111,0.8939502177114195,0.0,0.011,8.2E-5,0.011607,217326.0,215036.0,27666.0,?,?,?,?
more-data,6,6,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,75.0,39.0,0.0,65.78947368421052,34.21052631578947,0.0,0.5070406918727132,0.1440308253627264,0.2991817578201543,52.02679059778596,80.51232769734104,212.14551731112823,194.15069121013062,17.994826100997614,1.8609255904484931,1.7030762386853562,0.15784935176313697,117.04905779631987,1.0267461210203497,6224.332767692473,0.5714285714285714,12.0,0.11827956989247312,11.0,0.8817204301075269,82.0,0.42857142857142855,9.0,0.5217391304347826,0.5714285714285714,0.5454545454545454,0.9034818228366616,0.6578947368421053,0.14576615368106333,0.8542338463189367,0.34210526315789475,0.6596645599506011,0.6578947368421053,0.6577436221743066,0.8599226722770055,0.0,0.014,8.2E-5,0.014148999999999998,217326.0,215036.0,27666.0,?,?,?,?
more-data,6,7,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,77.0,37.0,0.0,67.54385964912281,32.45614035087719,0.0,0.5326833591845779,0.14473189777163983,0.30197904588520313,52.280031855833094,81.26510144597465,212.14551731112823,222.5859539228577,-10.440436611729467,1.8609255904484931,1.9525083677443658,-0.09158277729587253,118.214243661784,1.0369670496647718,6286.294005992066,0.47619047619047616,10.0,0.15053763440860216,14.0,0.8494623655913979,79.0,0.5238095238095238,11.0,0.4166666666666667,0.47619047619047616,0.4444444444444445,0.8100358422939068,0.6754385964912281,0.13145910896453133,0.8685408910354686,0.32456140350877194,0.6793968617195163,0.6754385964912281,0.6752708698614267,0.8536753895245008,0.0,0.014,8.8E-5,0.013800000000000002,217326.0,215036.0,27666.0,?,?,?,?
more-data,6,8,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,79.0,35.0,0.0,69.29824561403508,30.70175438596491,0.0,0.550473186119874,0.1454329701805532,0.3026751726270317,52.53327311388021,81.45243500790484,212.14551731112823,196.71555831036878,15.429959000759453,1.8609255904484931,1.7255750728979717,0.13535051755052152,117.14034504107555,1.0275468863252242,6229.187161222012,0.5714285714285714,12.0,0.08602150537634409,8.0,0.9139784946236559,85.0,0.42857142857142855,9.0,0.6,0.5714285714285714,0.5853658536585366,0.830005120327701,0.6929824561403509,0.1491446623340688,0.8508553376659311,0.30701754385964913,0.6918533034714445,0.6929824561403509,0.6905682604584331,0.8564184549752796,0.001,0.011,8.5E-5,0.011149,217326.0,215036.0,27666.0,?,?,?,?
more-data,6,9,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,78.0,36.0,0.0,68.42105263157895,31.57894736842105,0.0,0.5436957971981321,0.14052546331815918,0.2908669454897758,50.760584307550246,78.27474175639692,212.14551731112823,143.38557932851853,68.7599379826097,1.8609255904484931,1.2577682397238468,0.6031573507246465,123.17845081185521,1.0805127264197827,6550.276286683034,0.6666666666666666,14.0,0.0967741935483871,9.0,0.9032258064516129,84.0,0.3333333333333333,7.0,0.6086956521739131,0.6666666666666666,0.6363636363636365,0.8865847414234511,0.6842105263157895,0.1443946313881147,0.8556053686118852,0.3157894736842105,0.7015202313164104,0.6842105263157895,0.6870654182004848,0.8776592422545384,0.0,0.011,7.7E-5,0.011045,217326.0,215036.0,27666.0,?,?,?,?
more-data,6,10,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,88.0,26.0,0.0,77.19298245614036,22.80701754385965,0.0,0.6759239011589765,0.12440034363004047,0.25872389483899855,44.75849139198063,69.31594286221593,216.31480111662086,100.1407363797804,116.17406473684045,1.8974982554089548,0.8784275121033369,1.019070743305618,140.02882289247202,1.228323007828702,7462.313930662378,0.8095238095238095,17.0,0.08602150537634409,8.0,0.9139784946236559,85.0,0.19047619047619047,4.0,0.68,0.8095238095238095,0.7391304347826089,0.9459805427547363,0.7719298245614035,0.09159936153098466,0.9084006384690153,0.22807017543859648,0.7896356275303643,0.7719298245614035,0.7736133027546211,0.9240530673389281,0.0,0.011,7.6E-5,0.011147,217326.0,215036.0,27666.0,?,?,?,?
more-data,7,1,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1027.0,115.0,87.0,28.0,0.0,75.65217391304348,24.347826086956523,0.0,0.6506455462731908,0.12262651590177252,0.265034671090103,44.168411474562184,71.09357232206558,216.1762779859496,122.55750077182368,93.61877721412593,1.8797937216169531,1.065717398015858,0.814076323601095,137.09516585856298,1.1921318770309823,7298.38930406796,0.7619047619047619,16.0,0.0851063829787234,8.0,0.9148936170212766,86.0,0.23809523809523808,5.0,0.6666666666666666,0.7619047619047619,0.7111111111111111,0.8812056737588653,0.7565217391304347,0.10689505335995833,0.8931049466400417,0.24347826086956523,0.7635001826817683,0.7565217391304347,0.7549046529366895,0.9155956737403109,0.0,0.012,8.5E-5,0.012105000000000001,217121.0,214831.0,27871.0,?,?,?,?
more-data,7,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1027.0,115.0,75.0,40.0,0.0,65.21739130434783,34.78260869565217,0.0,0.5002172968274663,0.13583150059211618,0.2840259028829626,48.9246682517309,76.18782850144586,216.1762779859496,160.38562782054726,55.790650165402354,1.8797937216169531,1.39465763322215,0.4851360883948031,126.83976812199651,1.1029545054086654,6752.433619337707,0.6666666666666666,14.0,0.11702127659574468,11.0,0.8829787234042553,83.0,0.3333333333333333,7.0,0.56,0.6666666666666666,0.6086956521739131,0.867274569402229,0.6521739130434783,0.16210262786736274,0.8378973721326373,0.34782608695652173,0.6613456535489372,0.6521739130434783,0.6475454746476953,0.8748581041158422,0.0,0.014,9.4E-5,0.013581,217121.0,214831.0,27871.0,?,?,?,?
more-data,7,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,82.0,32.0,0.0,71.9298245614035,28.07017543859649,0.0,0.5892354464587322,0.13351473922902476,0.2765361280882253,48.22166352126134,74.406920507563,212.1925247116105,163.6918095404982,48.50071517111229,1.8613379360667588,1.4358930661447211,0.4254448699220376,127.73565519383169,1.120488203454664,6792.7752841355195,0.5714285714285714,12.0,0.06451612903225806,6.0,0.9354838709677419,87.0,0.42857142857142855,9.0,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.8993855606758833,0.7192982456140351,0.13542207380072127,0.8645779261992788,0.2807017543859649,0.7190262477900177,0.7192982456140351,0.7163542861418383,0.8844366570695152,0.0,0.011,7.9E-5,0.01097,217326.0,215036.0,27666.0,?,?,?,?
more-data,7,4,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,78.0,36.0,0.0,68.42105263157895,31.57894736842105,0.0,0.5505421092979959,0.1426286805448994,0.3024391784288241,51.31693678759937,81.02791133502959,216.31480111662142,205.2486780654915,11.066123051129921,1.8974982554089599,1.800427000574487,0.09707125483447299,122.37938995800324,1.073503420684239,6521.75321941285,0.7142857142857143,15.0,0.1827956989247312,17.0,0.8172043010752689,76.0,0.2857142857142857,6.0,0.46875,0.7142857142857143,0.5660377358490566,0.8783922171018945,0.6842105263157895,0.1250202083697259,0.8749797916302741,0.3157894736842105,0.708632260600756,0.6842105263157895,0.6792609571416351,0.8593305645049188,0.0,0.011,8.1E-5,0.011045999999999999,217326.0,215036.0,27666.0,?,?,?,?
more-data,7,5,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,76.0,38.0,0.0,66.66666666666667,33.333333333333336,0.0,0.5294373234846839,0.15665012872316827,0.3038479097313859,56.48187570022087,81.60016475116197,215.28894568087495,172.0313802371469,43.257565443728055,1.8884995235164468,1.509047195062692,0.3794523284537549,119.95824156970505,1.0522652769272374,6389.337281133944,0.65,13.0,0.09574468085106383,9.0,0.9042553191489362,85.0,0.35,7.0,0.5909090909090909,0.65,0.6190476190476191,0.8638297872340426,0.6666666666666666,0.13596805149866467,0.8640319485013352,0.3333333333333333,0.6772787141208193,0.6666666666666666,0.6682539682539683,0.8595616072188335,0.0,0.012,7.8E-5,0.011268,217326.0,215036.0,27666.0,?,?,?,?
more-data,7,6,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,83.0,31.0,0.0,72.80701754385964,27.19298245614035,0.0,0.613136288998358,0.13842224609141882,0.28081725206937125,49.909618087179915,75.41514455072883,215.28894568087495,148.19222896698375,67.0967167138912,1.8884995235164468,1.299931833043717,0.5885676904727298,129.55193840316414,1.1364205123084574,6900.326472370949,0.65,13.0,0.14893617021276595,14.0,0.851063829787234,80.0,0.35,7.0,0.48148148148148145,0.65,0.553191489361702,0.8734042553191489,0.7280701754385965,0.10635106756795393,0.8936489324320461,0.2719298245614035,0.7557885332238978,0.7280701754385965,0.7365124460744716,0.8854297760779913,0.0,0.011,7.5E-5,0.011015,217326.0,215036.0,27666.0,?,?,?,?
more-data,7,7,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,74.0,40.0,0.0,64.91228070175438,35.08771929824562,0.0,0.4910146221676527,0.14963940463403394,0.2980180927931951,54.0527206621631,80.19917565002675,212.1455173111277,178.1420367638158,34.00348054731188,1.8609255904484885,1.56264944529663,0.29827614515185863,118.56942075746763,1.0400826382234003,6305.181303990179,0.5714285714285714,12.0,0.0967741935483871,9.0,0.9032258064516129,84.0,0.42857142857142855,9.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.9032258064516129,0.6491228070175439,0.15939406604676884,0.8406059339532311,0.3508771929824561,0.6677360066833752,0.6491228070175439,0.6517993702204228,0.8642304854695084,0.0,0.011,7.6E-5,0.011456,217326.0,215036.0,27666.0,?,?,?,?
more-data,7,8,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,80.0,34.0,0.0,70.17543859649123,29.82456140350877,0.0,0.5662974152400133,0.14893833222512048,0.29088099929367117,53.79947940411595,78.27852375324349,212.1455173111277,173.83048748530237,38.31502982582532,1.8609255904484885,1.5248288375903716,0.33609675285811685,118.90785098502164,1.0430513244300144,6323.178051632586,0.6666666666666666,14.0,0.08602150537634409,8.0,0.9139784946236559,85.0,0.3333333333333333,7.0,0.6363636363636364,0.6666666666666666,0.6511627906976744,0.9288274449564772,0.7017543859649122,0.13790439569216015,0.8620956043078398,0.2982456140350877,0.7093472571161358,0.7017543859649122,0.7007075229276292,0.8746051270856412,0.001,0.011,7.7E-5,0.011212,217326.0,215036.0,27666.0,?,?,?,?
more-data,7,9,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,77.0,37.0,0.0,67.54385964912281,32.45614035087719,0.0,0.5290308173291648,0.14403082536272638,0.302672921643504,52.026790597785954,81.45182924930266,212.1455173111277,203.02913951879802,9.116377792329672,1.8609255904484885,1.7809573641999825,0.0799682262485059,120.24522470543486,1.0547826728546918,6394.295745592192,0.5714285714285714,12.0,0.08602150537634409,8.0,0.9139784946236559,85.0,0.42857142857142855,9.0,0.6,0.5714285714285714,0.5853658536585366,0.9009216589861752,0.6754385964912281,0.13959464333736132,0.8604053566626386,0.32456140350877194,0.6770500252849418,0.6754385964912281,0.6757110375172748,0.8578646184101831,0.0,0.011,7.7E-5,0.01092,217326.0,215036.0,27666.0,?,?,?,?
more-data,7,10,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,85.0,29.0,0.0,74.56140350877193,25.43859649122807,0.0,0.6351396093146452,0.11739007382401562,0.2616717436610215,42.40362279199458,70.41806735902388,212.1455173111277,154.213904829352,57.93161248177569,1.8609255904484885,1.3527535511346667,0.5081720393138218,139.94272580813873,1.227567770246831,7441.752289570226,0.7619047619047619,16.0,0.07526881720430108,7.0,0.9247311827956989,86.0,0.23809523809523808,5.0,0.6956521739130435,0.7619047619047619,0.7272727272727272,0.8973374295954941,0.7456140350877193,0.10193800602841906,0.8980619939715809,0.2543859649122807,0.7528001927014332,0.7456140350877193,0.7454287329370607,0.9054859486571433,0.0,0.011,7.8E-5,0.010917,217326.0,215036.0,27666.0,?,?,?,?
more-data,8,1,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1027.0,115.0,83.0,32.0,0.0,72.17391304347827,27.82608695652174,0.0,0.600997506234414,0.13166164777533398,0.2859677189975864,47.50059083274558,76.85042286745649,216.7605171878605,187.83338909219566,28.92712809566484,1.8848740625031348,1.6333338181930057,0.25154024431012906,133.38259708976696,1.1598486703457997,7102.868173150532,0.65,13.0,0.08421052631578947,8.0,0.9157894736842105,87.0,0.35,7.0,0.6190476190476191,0.65,0.6341463414634146,0.8936842105263157,0.7217391304347827,0.12225936175890723,0.8777406382410928,0.2782608695652174,0.7285624520407129,0.7217391304347827,0.7226852791589283,0.8784641879000991,0.0,0.014,8.5E-5,0.013469,217121.0,214831.0,27871.0,?,?,?,?
more-data,8,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1027.0,115.0,76.0,39.0,0.0,66.08695652173913,33.91304347826087,0.0,0.5046388336646785,0.14417120622568094,0.30227642511651986,51.91087217198547,81.05237724980488,217.73936522312383,169.59069894077263,48.1486662823512,1.8933857845489028,1.474701729919762,0.4186840546291409,122.34675951210572,1.0638848653226585,6518.494878068538,0.5238095238095238,11.0,0.0851063829787234,8.0,0.9148936170212766,86.0,0.47619047619047616,10.0,0.5789473684210527,0.5238095238095238,0.5500000000000002,0.8606889564336373,0.6608695652173913,0.1605601752803418,0.8394398247196584,0.3391304347826087,0.6588433534428958,0.6608695652173913,0.6540738034344171,0.8614960523494288,0.0,0.011,9.2E-5,0.011363,217121.0,214831.0,27871.0,?,?,?,?
more-data,8,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,86.0,28.0,0.0,75.43859649122807,24.56140350877193,0.0,0.6437499999999999,0.13281366682011142,0.2711639840139779,47.97493046903177,72.97250908517526,212.1455173111279,126.02647558369878,86.1190417274291,1.8609255904484903,1.105495399857007,0.7554301905914834,131.51816434835374,1.1536681083188924,6993.7583036739325,0.7142857142857143,15.0,0.07526881720430108,7.0,0.9247311827956989,86.0,0.2857142857142857,6.0,0.6818181818181818,0.7142857142857143,0.6976744186046512,0.8520225294418843,0.7543859649122807,0.11567431758570171,0.8843256824142983,0.24561403508771928,0.7569681780208096,0.7543859649122807,0.7552468885160875,0.8980071415130411,0.0,0.011,8.0E-5,0.011174,217326.0,215036.0,27666.0,?,?,?,?
more-data,8,4,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,81.0,33.0,0.0,71.05263157894737,28.94736842105263,0.0,0.5796648044692737,0.14122653572707264,0.28893534837651147,51.013825565597436,77.75493272493891,212.1455173111279,160.74026300538713,51.405254305740755,1.8609255904484903,1.4100023070647993,0.4509232833836908,124.64888206714174,1.0934112462029977,6628.469598250271,0.7619047619047619,16.0,0.0967741935483871,9.0,0.9032258064516129,84.0,0.23809523809523808,5.0,0.64,0.7619047619047619,0.6956521739130435,0.9055299539170507,0.7105263157894737,0.139540524772937,0.860459475227063,0.2894736842105263,0.7198684210526316,0.7105263157894737,0.7105986554244881,0.8645975299581902,0.0,0.01,8.1E-5,0.01085,217326.0,215036.0,27666.0,?,?,?,?
more-data,8,5,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,77.0,37.0,0.0,67.54385964912281,32.45614035087719,0.0,0.5301325609891946,0.14262868054489955,0.3054348923988739,51.52030808169173,82.19509881281815,212.1455173111279,204.9858073102295,7.1597100008984,1.8609255904484903,1.798121116756399,0.06280447369209123,117.90716938375552,1.0342734156469782,6269.96467770158,0.5238095238095238,11.0,0.03225806451612903,3.0,0.967741935483871,90.0,0.47619047619047616,10.0,0.7857142857142857,0.5238095238095238,0.6285714285714286,0.9316436251920123,0.6754385964912281,0.14206894579790813,0.8579310542020918,0.32456140350877194,0.6946022709655013,0.6754385964912281,0.6779346100206568,0.8617982784245625,0.0,0.011,8.1E-5,0.011249,217326.0,215036.0,27666.0,?,?,?,?
more-data,8,6,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,75.0,39.0,0.0,65.78947368421052,34.21052631578947,0.0,0.5131406044678056,0.1363190288646786,0.300337511559476,49.24113675926746,80.82335075060357,212.1455173111279,190.86290949414655,21.28260781698134,1.8609255904484903,1.674236048194268,0.18668954225422227,125.59022247883684,1.1016686182354107,6678.527378128027,0.6666666666666666,14.0,0.15053763440860216,14.0,0.8494623655913979,79.0,0.3333333333333333,7.0,0.5,0.6666666666666666,0.5714285714285715,0.879416282642089,0.6578947368421053,0.13970630985094282,0.860293690149057,0.34210526315789475,0.6790326017472832,0.6578947368421053,0.6623998267273121,0.8695797738198923,0.0,0.012,7.9E-5,0.01231,217326.0,215036.0,27666.0,?,?,?,?
more-data,8,7,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,82.0,32.0,0.0,71.9298245614035,28.07017543859649,0.0,0.6042954767328345,0.14052546331815924,0.27425962027002215,50.58432150364082,73.51750696418246,214.7047064789641,148.25191708466082,66.4527893943033,1.8833746182365274,1.3004554130233406,0.5829192052131869,128.53899088862863,1.127535007794988,6844.331038676513,0.8095238095238095,17.0,0.17204301075268819,16.0,0.8279569892473119,77.0,0.19047619047619047,4.0,0.5151515151515151,0.8095238095238095,0.6296296296296297,0.9019457245263697,0.7192982456140351,0.10739622319708425,0.8926037768029158,0.2807017543859649,0.7471084986564864,0.7192982456140351,0.7236145920356446,0.8928647063272432,0.0,0.011,7.6E-5,0.011388,217326.0,215036.0,27666.0,?,?,?,?
more-data,8,8,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,85.0,29.0,0.0,74.56140350877193,25.43859649122807,0.0,0.6362235915492958,0.1419276081359861,0.28231578940046465,51.08904529237536,75.67702818560332,214.7047064789641,177.9753517401664,36.729354738797724,1.8833746182365274,1.5611872959663717,0.32218732227015545,125.51474013711719,1.1010064924308525,6683.298396797094,0.6190476190476191,13.0,0.10752688172043011,10.0,0.8924731182795699,83.0,0.38095238095238093,8.0,0.5652173913043478,0.6190476190476191,0.5909090909090909,0.8481822836661547,0.7456140350877193,0.10144730622012166,0.8985526937798785,0.2543859649122807,0.7496109281006306,0.7456140350877193,0.7464247740563529,0.8780442436406147,0.0,0.012,7.7E-5,0.012142,217326.0,215036.0,27666.0,?,?,?,?
more-data,8,9,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01603161659E7,1028.0,114.0,78.0,36.0,0.0,68.42105263157895,31.57894736842105,0.0,0.5501972818939063,0.15034047704294737,0.29447290480200494,54.29863354004087,79.23312650216748,212.1925247116103,195.41155142216516,16.780973289445143,1.861337936066757,1.714136415983905,0.14720152008285214,116.66110585681993,1.0233430338317537,6203.848684861101,0.6666666666666666,14.0,0.12903225806451613,12.0,0.8709677419354839,81.0,0.3333333333333333,7.0,0.5384615384615384,0.6666666666666666,0.5957446808510638,0.8773681515616999,0.6842105263157895,0.12302619930390744,0.8769738006960925,0.3157894736842105,0.6942195231668915,0.6842105263157895,0.6848661479120605,0.8658516998014583,0.0,0.011,8.5E-5,0.011536,217326.0,215036.0,27666.0,?,?,?,?
