@relation manual-filter-data

@attribute score5 numeric
@attribute score2 numeric
@attribute score numeric
@attribute ghost1-living {True,False}
@attribute ghost2-living {True,False}
@attribute ghost3-living {True,False}
@attribute ghost4-living {True,False}
@attribute distance-ghost1 numeric
@attribute distance-ghost2 numeric
@attribute distance-ghost3 numeric
@attribute distance-ghost4 numeric
@attribute posX numeric
@attribute posY numeric
@attribute direction {North,South,East,West,Stop}
@attribute distancia-media numeric
@attribute move {North,South,East,West,Stop}

@data
573,575,578,False,False,False,True,0,0,0,7,6,5,East,1.75,East
572,574,577,False,False,False,True,0,0,0,5,7,5,East,1.25,East
571,573,576,False,False,False,True,0,0,0,6,8,5,East,1.5,East
570,572,575,False,False,False,True,0,0,0,6,9,5,East,1.5,East
569,571,574,False,False,False,True,0,0,0,7,10,5,East,1.75,East
568,570,573,False,False,False,True,0,0,0,11,11,5,East,2.75,East
-5,-3,0,True,True,True,True,14,22,28,31,1,18,Stop,23.75,Stop
-6,-4,-1,True,True,True,True,11,29,26,34,1,18,Stop,25,Stop
-7,-5,-2,True,True,True,True,14,29,24,33,1,18,Stop,25,Stop
-8,-6,-3,True,True,True,True,14,23,24,36,1,18,Stop,24.25,Stop
-9,-7,-4,True,True,True,True,13,23,28,34,1,18,Stop,24.5,Stop
-10,-8,-5,True,True,True,True,6,24,30,32,1,18,Stop,23,South
-11,-9,-6,True,True,True,True,12,27,27,31,1,17,South,24.25,South
-12,-10,-7,True,True,True,True,14,22,25,30,1,16,South,22.75,South
-13,-11,-8,True,True,True,True,10,19,26,27,1,15,South,20.5,South
-14,-12,-9,True,True,True,True,9,20,24,26,1,14,South,19.75,South
-15,-13,-10,True,True,True,True,10,19,23,27,1,13,South,19.75,South
-16,-14,-11,True,True,True,True,9,16,25,26,1,12,South,19,South
-17,-15,-12,True,True,True,True,8,16,23,23,1,11,South,17.5,South
-18,-16,-13,True,True,True,True,6,15,20,26,1,10,South,16.75,South
-19,-17,-14,True,True,True,True,5,15,24,24,1,9,South,17,South
-20,-18,-15,True,True,True,True,4,10,22,25,1,8,South,15.25,South
-21,-19,-16,True,True,True,True,7,11,22,20,1,7,South,15,South
-22,-20,-17,True,True,True,True,5,7,20,25,1,6,South,14.25,East
-23,-21,-18,True,True,True,True,8,9,18,19,2,6,East,13.5,East
176,-22,-19,True,True,True,True,6,7,21,26,3,6,East,15,North
175,-23,-20,True,True,True,True,7,7,19,20,3,7,North,13.25,North
174,176,-21,True,True,True,True,8,5,21,19,3,8,North,13.25,East
173,175,-22,True,True,True,True,4,8,21,21,4,8,East,13.5,North
172,174,-23,True,True,True,True,1,6,20,23,4,9,North,12.5,East
171,173,176,False,True,True,True,0,8,20,21,5,9,East,12.25,South
170,172,175,False,True,True,True,0,5,19,21,5,8,South,11.25,South
169,171,174,False,True,True,True,0,7,17,18,5,7,South,10.5,South
168,170,173,False,True,True,True,0,6,15,18,5,6,South,9.75,East
167,169,172,False,True,True,True,0,7,13,20,6,6,East,10,East
166,168,171,False,True,True,True,0,5,10,17,7,6,East,8,East
365,167,170,False,True,True,True,0,6,9,16,8,6,East,7.75,East
364,166,169,False,True,True,True,0,3,14,15,9,6,East,8,East
363,365,168,False,True,True,True,0,2,6,13,10,6,East,5.25,North
362,364,167,False,True,True,True,0,2,7,17,10,7,North,6.5,North
361,363,166,False,True,True,True,0,6,13,8,10,8,North,6.75,East
360,362,365,False,False,True,True,0,0,9,16,11,8,East,6.25,North
359,361,364,False,False,True,True,0,0,13,11,11,9,North,6,North
358,360,363,False,False,True,True,0,0,14,19,11,10,North,8.25,North
357,359,362,False,False,True,True,0,0,14,14,11,11,North,7,North
356,358,361,False,False,True,True,0,0,17,18,11,12,North,8.75,East
355,357,360,False,False,True,True,0,0,13,17,12,12,East,7.5,East
354,356,359,False,False,True,True,0,0,12,19,13,12,East,7.75,South
353,355,358,False,False,True,True,0,0,12,17,13,11,South,7.25,South
352,354,357,False,False,True,True,0,0,10,14,13,10,South,6,South
351,353,356,False,False,True,True,0,0,8,12,13,9,South,5,South
350,352,355,False,False,True,True,0,0,8,13,13,8,South,5.25,South
349,351,354,False,False,True,True,0,0,6,12,13,7,South,4.5,East
548,350,353,False,False,True,True,0,0,6,11,14,7,East,4.25,South
547,349,352,False,False,True,True,0,0,5,12,14,6,South,4.25,East
546,548,351,False,False,True,True,0,0,8,11,15,6,East,4.75,East
545,547,350,False,False,True,True,0,0,3,10,16,6,East,3.25,East
544,546,349,False,False,True,True,0,0,2,8,17,6,East,2.5,East
-5,-3,0,True,True,True,True,13,25,30,35,1,18,Stop,25.75,Stop
-6,-4,-1,True,True,True,True,13,26,29,34,1,18,Stop,25.5,Stop
-7,-5,-2,True,True,True,True,14,23,30,37,1,18,Stop,26,Stop
-8,-6,-3,True,True,True,True,10,24,24,37,1,18,Stop,23.75,Stop
-9,-7,-4,True,True,True,True,16,27,26,39,1,18,Stop,27,South
-10,-8,-5,True,True,True,True,13,25,27,37,1,17,South,25.5,South
-11,-9,-6,True,True,True,True,7,26,21,38,1,16,South,23,South
-12,-10,-7,True,True,True,True,11,25,24,36,1,15,South,24,South
-13,-11,-8,True,True,True,True,14,20,20,33,1,14,South,21.75,South
-14,-12,-9,True,True,True,True,8,19,23,26,1,13,South,19,South
-15,-13,-10,True,True,True,True,9,16,20,29,1,12,South,18.5,South
-16,-14,-11,True,True,True,True,8,16,19,27,1,11,South,17.5,South
-17,-15,-12,True,True,True,True,14,13,18,26,1,10,South,17.75,South
-18,-16,-13,True,True,True,True,6,14,18,26,1,9,South,16,South
-19,-17,-14,True,True,True,True,4,14,18,26,1,8,South,15.5,South
-20,-18,-15,True,True,True,True,7,15,18,27,1,7,South,16.75,South
-21,-19,-16,True,True,True,True,6,13,16,34,1,6,South,17.25,East
-22,-20,-17,True,True,True,True,8,12,12,27,2,6,East,14.75,East
177,-21,-18,True,True,True,True,2,7,12,28,3,6,East,12.25,East
176,-22,-19,True,True,True,True,4,7,12,24,4,6,East,11.75,North
175,177,-20,True,True,True,True,5,10,12,27,4,7,North,13.5,North
174,176,-21,True,True,True,True,3,14,15,24,4,8,North,14,North
173,175,-22,True,True,True,True,1,12,17,26,4,9,North,14,North
172,174,177,False,True,True,True,0,13,16,30,4,10,North,14.75,South
171,173,176,False,True,True,True,0,11,15,27,4,9,South,13.25,South
170,172,175,False,True,True,True,0,7,11,28,4,8,South,11.5,South
169,171,174,False,True,True,True,0,6,13,23,4,7,South,10.5,South
168,170,173,False,True,True,True,0,5,13,24,4,6,South,10.5,South
367,169,172,False,True,True,True,0,3,10,17,4,5,South,7.5,South
366,168,171,False,True,True,True,0,1,10,24,4,4,South,8.75,South
365,367,170,False,True,True,True,0,3,11,25,4,3,South,9.75,East
364,366,169,False,True,True,True,0,0,12,23,5,3,East,8.75,East
363,365,168,False,True,True,True,0,1,11,19,6,3,East,7.75,East
362,364,367,False,False,True,True,0,0,9,21,7,3,East,7.5,East
361,363,366,False,False,True,True,0,0,5,18,8,3,East,5.75,North
360,362,365,False,False,True,True,0,0,6,17,8,4,North,5.75,North
359,361,364,False,False,True,True,0,0,8,21,8,5,North,7.25,North
358,360,363,False,False,True,True,0,0,4,24,8,6,North,7,East
357,359,362,False,False,True,True,0,0,7,22,9,6,East,7.25,East
356,358,361,False,False,True,True,0,0,7,20,10,6,East,6.75,North
355,357,360,False,False,True,True,0,0,10,22,10,7,North,8,North
354,356,359,False,False,True,True,0,0,10,24,10,8,North,8.5,North
353,355,358,False,False,True,True,0,0,10,23,10,9,North,8.25,North
352,354,357,False,False,True,True,0,0,11,26,10,10,North,9.25,North
351,353,356,False,False,True,True,0,0,9,26,10,11,North,8.75,East
350,352,355,False,False,True,True,0,0,10,22,11,11,East,8,North
349,351,354,False,False,True,True,0,0,11,26,11,12,North,9.25,East
348,350,353,False,False,True,True,0,0,10,24,12,12,East,8.5,East
347,349,352,False,False,True,True,0,0,8,25,13,12,East,8.25,South
346,348,351,False,False,True,True,0,0,7,23,13,11,South,7.5,South
345,347,350,False,False,True,True,0,0,10,23,13,10,South,8.25,South
344,346,349,False,False,True,True,0,0,4,23,13,9,South,6.75,South
343,345,348,False,False,True,True,0,0,9,19,13,8,South,7,South
542,344,347,False,False,True,True,0,0,3,23,13,7,South,6.5,South
541,343,346,False,False,True,True,0,0,3,19,13,6,South,5.5,South
540,542,345,False,False,True,True,0,0,1,17,13,5,South,4.5,South
539,541,344,False,False,True,True,0,0,3,12,13,4,South,3.75,East
538,540,343,False,False,True,True,0,0,2,14,14,4,East,4,North
537,539,542,False,False,False,True,0,0,0,15,14,5,North,3.75,North
536,538,541,False,False,False,True,0,0,0,16,14,6,North,4,East
535,537,540,False,False,False,True,0,0,0,17,15,6,East,4.25,East
534,536,539,False,False,False,True,0,0,0,15,16,6,East,3.75,East
533,535,538,False,False,False,True,0,0,0,13,17,6,East,3.25,East
532,534,537,False,False,False,True,0,0,0,13,18,6,East,3.25,South
531,533,536,False,False,False,True,0,0,0,15,18,5,South,3.75,South
530,532,535,False,False,False,True,0,0,0,11,18,4,South,2.75,East
529,531,534,False,False,False,True,0,0,0,7,19,4,East,1.75,East
528,530,533,False,False,False,True,0,0,0,9,20,4,East,2.25,East
527,529,532,False,False,False,True,0,0,0,8,21,4,East,2,East
-5,-3,0,True,True,True,True,14,26,27,35,1,18,Stop,25.5,Stop
-6,-4,-1,True,True,True,True,13,26,28,37,1,18,Stop,26,Stop
-7,-5,-2,True,True,True,True,12,22,32,35,1,18,Stop,25.25,Stop
-8,-6,-3,True,True,True,True,11,24,30,32,1,18,Stop,24.25,Stop
-9,-7,-4,True,True,True,True,12,25,30,36,1,18,Stop,25.75,South
-10,-8,-5,True,True,True,True,11,18,27,38,1,17,South,23.5,South
-11,-9,-6,True,True,True,True,15,22,25,38,1,16,South,25,South
-12,-10,-7,True,True,True,True,6,22,23,36,1,15,South,21.75,South
-13,-11,-8,True,True,True,True,9,18,21,36,1,14,South,21,South
-14,-12,-9,True,True,True,True,9,16,21,35,1,13,South,20.25,South
-15,-13,-10,True,True,True,True,7,18,22,36,1,12,South,20.75,South
-16,-14,-11,True,True,True,True,6,16,22,35,1,11,South,19.75,South
-17,-15,-12,True,True,True,True,5,13,23,33,1,10,South,18.5,South
-18,-16,-13,True,True,True,True,5,14,19,29,1,9,South,16.75,South
-19,-17,-14,True,True,True,True,4,12,21,29,1,8,South,16.5,South
-20,-18,-15,True,True,True,True,5,9,23,28,1,7,South,16.25,South
179,-19,-16,True,True,True,True,3,6,20,27,1,6,South,14,East
178,-20,-17,True,True,True,True,0,9,20,32,2,6,East,15.25,East
177,179,-18,True,True,True,True,3,9,20,25,3,6,East,14.25,North
176,178,-19,True,True,True,True,0,8,16,27,3,7,North,12.75,East
175,177,-20,True,True,True,True,1,6,12,26,4,7,East,11.25,East
174,176,179,False,True,True,True,0,6,21,25,5,7,East,13,South
173,175,178,False,True,True,True,0,3,15,27,5,6,South,11.25,South
172,174,177,False,True,True,True,0,8,14,21,5,5,South,10.75,South
171,173,176,False,True,True,True,0,9,17,21,5,4,South,11.75,South
170,172,175,False,True,True,True,0,11,19,25,5,3,South,13.75,East
169,171,174,False,True,True,True,0,10,16,18,6,3,East,11,East
168,170,173,False,True,True,True,0,9,17,21,7,3,East,11.75,East
167,169,172,False,True,True,True,0,10,15,19,8,3,East,11,East
166,168,171,False,True,True,True,0,9,13,17,9,3,East,9.75,North
165,167,170,False,True,True,True,0,6,13,15,9,4,North,8.5,North
364,166,169,False,True,True,True,0,6,13,17,9,5,North,9,North
363,165,168,False,True,True,True,0,4,13,19,9,6,North,9,North
362,364,167,False,True,True,True,0,4,15,21,9,7,North,10,North
361,363,166,False,True,True,True,0,3,13,18,9,8,North,8.5,North
360,362,165,False,True,True,True,0,6,15,22,9,9,North,10.75,East
359,361,364,False,False,True,True,0,0,16,27,10,9,East,10.75,North
358,360,363,False,False,True,True,0,0,17,24,10,10,North,10.25,North
357,359,362,False,False,True,True,0,0,18,24,10,11,North,10.5,North
356,358,361,False,False,True,True,0,0,17,21,10,12,North,9.5,East
355,357,360,False,False,True,True,0,0,21,18,11,12,East,9.75,East
354,356,359,False,False,True,True,0,0,18,16,12,12,East,8.5,East
353,355,358,False,False,True,True,0,0,18,14,13,12,East,8,South
352,354,357,False,False,True,True,0,0,17,15,13,11,South,8,South
351,353,356,False,False,True,True,0,0,17,14,13,10,South,7.75,South
350,352,355,False,False,True,True,0,0,17,15,13,9,South,8,South
349,351,354,False,False,True,True,0,0,13,13,13,8,South,6.5,South
348,350,353,False,False,True,True,0,0,12,12,13,7,South,6,East
347,349,352,False,False,True,True,0,0,14,11,14,7,East,6.25,South
346,348,351,False,False,True,True,0,0,13,11,14,6,South,6,South
345,347,350,False,False,True,True,0,0,14,10,14,5,South,6,South
344,346,349,False,False,True,True,0,0,16,10,14,4,South,6.5,East
343,345,348,False,False,True,True,0,0,15,9,15,4,East,6,East
342,344,347,False,False,True,True,0,0,16,6,16,4,East,5.5,East
341,343,346,False,False,True,True,0,0,9,6,17,4,East,3.75,East
340,342,345,False,False,True,True,0,0,11,9,18,4,East,5,East
339,341,344,False,False,True,True,0,0,11,8,19,4,East,4.75,East
338,340,343,False,False,True,True,0,0,7,8,20,4,East,3.75,East
337,339,342,False,False,True,True,0,0,5,5,21,4,East,2.5,East
536,338,341,False,False,True,True,0,0,6,9,22,4,East,3.75,East
535,337,340,False,False,True,True,0,0,3,7,23,4,East,2.5,North
534,536,339,False,False,True,True,0,0,4,4,23,5,North,2,North
533,535,338,False,False,True,True,0,0,2,5,23,6,North,1.75,North
532,534,337,False,False,True,True,0,0,0,5,23,7,North,1.25,North
531,533,536,False,False,False,True,0,0,0,2,23,8,North,0.5,North
530,532,535,False,False,False,True,0,0,0,5,23,9,North,1.25,South
529,531,534,False,False,False,True,0,0,0,3,23,8,South,0.75,West
-5,-3,0,True,True,True,True,13,25,26,34,1,18,Stop,24.5,Stop
-6,-4,-1,True,True,True,True,12,22,29,37,1,18,Stop,25,Stop
-7,-5,-2,True,True,True,True,12,25,25,35,1,18,Stop,24.25,Stop
-8,-6,-3,True,True,True,True,14,25,27,30,1,18,Stop,24,South
-9,-7,-4,True,True,True,True,12,27,27,34,1,17,South,25,South
-10,-8,-5,True,True,True,True,8,20,25,35,1,16,South,22,South
-11,-9,-6,True,True,True,True,10,18,23,34,1,15,South,21.25,South
-12,-10,-7,True,True,True,True,9,17,23,30,1,14,South,19.75,South
-13,-11,-8,True,True,True,True,8,21,22,33,1,13,South,21,South
-14,-12,-9,True,True,True,True,6,14,22,28,1,12,South,17.5,South
-15,-13,-10,True,True,True,True,7,10,18,28,1,11,South,15.75,South
-16,-14,-11,True,True,True,True,8,9,24,29,1,10,South,17.5,South
-17,-15,-12,True,True,True,True,7,10,19,27,1,9,South,15.75,South
-18,-16,-13,True,True,True,True,6,7,18,28,1,8,South,14.75,South
-19,-17,-14,True,True,True,True,5,5,17,28,1,7,South,13.75,South
-20,-18,-15,True,True,True,True,7,10,16,28,1,6,South,15.25,South
-21,-19,-16,True,True,True,True,4,5,20,29,1,5,South,14.5,South
178,-20,-17,True,True,True,True,9,3,20,26,1,4,South,14.5,East
177,-21,-18,True,True,True,True,9,4,19,26,2,4,East,14.5,East
176,178,-19,True,True,True,True,9,2,17,28,3,4,East,14,East
175,177,-20,True,True,True,True,6,8,16,27,4,4,East,14.25,South
174,176,-21,True,True,True,True,2,2,15,26,4,3,South,11.25,East
173,175,178,True,False,True,True,7,0,12,26,5,3,East,11.25,North
372,174,177,True,False,True,True,5,0,11,27,5,4,North,10.75,North
371,173,176,True,False,True,True,1,0,14,26,5,5,North,10.25,North
370,372,175,True,False,True,True,4,0,19,21,5,6,North,11,North
369,371,174,True,False,True,True,0,0,13,22,5,7,North,8.75,North
368,370,173,True,False,True,True,2,0,15,28,5,8,North,11.25,West
367,369,372,False,False,True,True,0,0,17,29,4,8,West,11.5,South
366,368,371,False,False,True,True,0,0,17,22,4,7,South,9.75,South
365,367,370,False,False,True,True,0,0,15,24,4,6,South,9.75,East
364,366,369,False,False,True,True,0,0,17,22,5,6,East,9.75,East
363,365,368,False,False,True,True,0,0,16,20,6,6,East,9,East
362,364,367,False,False,True,True,0,0,11,21,7,6,East,8,East
361,363,366,False,False,True,True,0,0,12,22,8,6,East,8.5,North
360,362,365,False,False,True,True,0,0,13,22,8,7,North,8.75,North
359,361,364,False,False,True,True,0,0,17,23,8,8,North,10,North
358,360,363,False,False,True,True,0,0,15,22,8,9,North,9.25,North
357,359,362,False,False,True,True,0,0,17,27,8,10,North,11,North
356,358,361,False,False,True,True,0,0,17,25,8,11,North,10.5,East
355,357,360,False,False,True,True,0,0,12,22,9,11,East,8.5,North
354,356,359,False,False,True,True,0,0,18,27,9,12,North,11.25,East
353,355,358,False,False,True,True,0,0,18,24,10,12,East,10.5,East
352,354,357,False,False,True,True,0,0,17,20,11,12,East,9.25,East
351,353,356,False,False,True,True,0,0,19,17,12,12,East,9,East
350,352,355,False,False,True,True,0,0,17,17,13,12,East,8.5,East
349,351,354,False,False,True,True,0,0,17,14,14,12,East,7.75,South
348,350,353,False,False,True,True,0,0,17,12,14,11,South,7.25,South
347,349,352,False,False,True,True,0,0,13,14,14,10,South,6.75,South
346,348,351,False,False,True,True,0,0,14,12,14,9,South,6.5,South
345,347,350,False,False,True,True,0,0,13,13,14,8,South,6.5,East
344,346,349,False,False,True,True,0,0,12,14,15,8,East,6.5,East
343,345,348,False,False,True,True,0,0,13,9,16,8,East,5.5,East
342,344,347,False,False,True,True,0,0,14,12,17,8,East,6.5,East
341,343,346,False,False,True,True,0,0,9,10,18,8,East,4.75,East
340,342,345,False,False,True,True,0,0,9,13,19,8,East,5.5,East
339,341,344,False,False,True,True,0,0,8,4,20,8,East,3,East
338,340,343,False,False,True,True,0,0,7,12,21,8,East,4.75,East
337,339,342,False,False,True,True,0,0,5,5,22,8,East,2.5,East
536,338,341,False,False,True,True,0,0,4,7,23,8,East,2.75,South
535,337,340,False,False,True,True,0,0,5,3,23,7,South,2,South
534,536,339,False,False,True,True,0,0,4,7,23,6,South,2.75,South
533,535,338,False,False,True,True,0,0,3,3,23,5,South,1.5,South
532,534,337,False,False,True,True,0,0,2,3,23,4,South,1.25,South
-5,-3,0,True,True,True,True,16,25,28,30,1,18,Stop,24.75,Stop
-6,-4,-1,True,True,True,True,13,24,30,35,1,18,Stop,25.5,Stop
-7,-5,-2,True,True,True,True,17,24,28,35,1,18,Stop,26,Stop
-8,-6,-3,True,True,True,True,6,21,30,35,1,18,Stop,23,South
-9,-7,-4,True,True,True,True,11,24,28,33,1,17,South,24,South
-10,-8,-5,True,True,True,True,10,19,26,31,1,16,South,21.5,South
-11,-9,-6,True,True,True,True,9,19,25,31,1,15,South,21,South
-12,-10,-7,True,True,True,True,4,16,24,27,1,14,South,17.75,South
-13,-11,-8,True,True,True,True,6,16,23,26,1,13,South,17.75,South
-14,-12,-9,True,True,True,True,5,16,23,24,1,12,South,17,South
-15,-13,-10,True,True,True,True,5,13,25,26,1,11,South,17.25,South
-16,-14,-11,True,True,True,True,5,6,21,27,1,10,South,14.75,South
-17,-15,-12,True,True,True,True,1,7,22,25,1,9,South,13.75,South
-18,-16,-13,True,True,True,True,2,11,19,22,1,8,South,13.5,South
-19,-17,-14,True,True,True,True,4,11,15,26,1,7,South,14,South
-20,-18,-15,True,True,True,True,5,9,17,26,1,6,South,14.25,East
-21,-19,-16,True,True,True,True,0,7,17,26,2,6,East,12.5,East
178,-20,-17,True,True,True,True,1,6,16,22,3,6,East,11.25,North
177,-21,-18,True,True,True,True,2,5,15,20,3,7,North,10.5,North
176,178,-19,True,True,True,True,4,6,18,16,3,8,North,11,East
175,177,-20,True,True,True,True,3,8,22,17,4,8,East,12.5,South
174,176,-21,True,True,True,True,4,6,13,18,4,7,South,10.25,West
173,175,178,False,True,True,True,0,10,18,17,3,7,West,11.25,South
172,174,177,False,True,True,True,0,10,19,18,3,6,South,11.75,East
171,173,176,False,True,True,True,0,7,17,15,4,6,East,9.75,East
170,172,175,False,True,True,True,0,6,19,16,5,6,East,10.25,East
169,171,174,False,True,True,True,0,7,15,15,6,6,East,9.25,East
168,170,173,False,True,True,True,0,5,17,15,7,6,East,9.25,East
167,169,172,False,True,True,True,0,4,17,11,8,6,East,8,East
166,168,171,False,True,True,True,0,4,14,13,9,6,East,7.75,North
165,167,170,False,True,True,True,0,1,14,11,9,7,North,6.5,North
164,166,169,False,True,True,True,0,5,14,11,9,8,North,7.5,North
163,165,168,False,True,True,True,0,1,13,13,9,9,North,6.75,West
162,164,167,False,True,True,True,0,2,18,9,8,9,West,7.25,South
161,163,166,False,True,True,True,0,1,14,13,8,8,South,7,South
160,162,165,False,True,True,True,0,3,18,12,8,7,South,8.25,South
159,161,164,False,True,True,True,0,2,13,17,8,6,South,8,East
358,160,163,False,True,True,True,0,2,12,13,9,6,East,6.75,North
357,159,162,False,True,True,True,0,4,15,6,9,7,North,6.25,North
356,358,161,False,True,True,True,0,0,11,10,9,8,North,5.25,South
355,357,160,False,True,True,True,0,0,14,11,9,7,South,6.25,South
354,356,159,False,True,True,True,0,0,6,14,9,6,South,5,East
353,355,358,False,False,True,True,0,0,8,18,10,6,East,6.5,North
352,354,357,False,False,True,True,0,0,12,12,10,7,North,6,North
351,353,356,False,False,True,True,0,0,15,13,10,8,North,7,North
350,352,355,False,False,True,True,0,0,12,20,10,9,North,8,North
349,351,354,False,False,True,True,0,0,10,16,10,10,North,6.5,North
348,350,353,False,False,True,True,0,0,11,15,10,11,North,6.5,North
347,349,352,False,False,True,True,0,0,12,16,10,12,North,7,East
346,348,351,False,False,True,True,0,0,12,16,11,12,East,7,East
345,347,350,False,False,True,True,0,0,15,13,12,12,East,7,East
344,346,349,False,False,True,True,0,0,12,11,13,12,East,5.75,South
343,345,348,False,False,True,True,0,0,8,11,13,11,South,4.75,South
342,344,347,False,False,True,True,0,0,11,10,13,10,South,5.25,South
341,343,346,False,False,True,True,0,0,8,14,13,9,South,5.5,South
340,342,345,False,False,True,True,0,0,8,6,13,8,South,3.5,East
339,341,344,False,False,True,True,0,0,6,8,14,8,East,3.5,East
338,340,343,False,False,True,True,0,0,8,10,15,8,East,4.5,East
537,339,342,False,False,True,True,0,0,5,3,16,8,East,2,East
536,338,341,False,False,True,True,0,0,8,5,17,8,East,3.25,East
535,537,340,False,False,True,True,0,0,7,4,18,8,East,2.75,East
534,536,339,False,False,True,True,0,0,2,1,19,8,East,0.75,East
533,535,338,False,False,True,True,0,0,1,4,20,8,East,1.25,East
532,534,537,False,False,True,False,0,0,3,0,21,8,East,0.75,East
531,533,536,False,False,True,False,0,0,1,0,22,8,East,0.25,East
530,532,535,False,False,True,False,0,0,7,0,23,8,East,1.75,South
529,531,534,False,False,True,False,0,0,5,0,23,7,South,1.25,South
528,530,533,False,False,True,False,0,0,7,0,23,6,South,1.75,West
527,529,532,False,False,True,False,0,0,5,0,22,6,West,1.25,West
-5,-3,0,True,True,True,True,4,0,0,12,4,3,Stop,4,Stop
-6,-4,-1,True,True,True,True,0,0,0,9,4,3,Stop,2.25,Stop
193,-5,-2,True,True,True,True,0,0,0,0,4,3,Stop,0,West
192,-6,-3,True,True,True,True,0,0,0,0,3,3,West,0,West
591,193,-4,True,True,True,True,0,0,0,0,2,3,West,0,West
590,192,-5,True,True,True,True,0,0,0,0,1,3,West,0,South
789,591,-6,True,True,True,True,0,0,0,0,1,2,South,0,South
788,590,193,True,False,True,True,0,0,0,0,1,1,South,0,East
787,789,192,True,False,True,True,0,0,0,0,2,1,East,0,East
786,788,591,False,False,True,True,0,0,0,0,3,1,East,0,East
785,787,590,False,False,True,True,0,0,0,0,4,1,East,0,East
784,786,789,False,False,False,True,0,0,0,0,5,1,East,0,East
783,785,788,False,False,False,True,0,0,0,0,6,1,East,0,East
782,784,787,False,False,False,True,0,0,0,0,7,1,East,0,East
781,783,786,False,False,False,True,0,0,0,0,8,1,East,0,East
780,782,785,False,False,False,True,0,0,0,0,9,1,East,0,North
779,781,784,False,False,False,True,0,0,0,0,9,2,North,0,North
778,780,783,False,False,False,True,0,0,0,0,9,3,North,0,East
777,779,782,False,False,False,True,0,0,0,0,10,3,East,0,East
776,778,781,False,False,False,True,0,0,0,0,11,3,East,0,East
-5,-3,0,True,True,True,True,3,0,0,10,4,3,Stop,3.25,Stop
194,-4,-1,True,True,True,True,0,0,0,10,4,3,Stop,2.5,Stop
193,-5,-2,True,True,True,True,0,0,0,14,4,3,Stop,3.5,West
192,194,-3,True,True,True,True,0,0,0,11,3,3,West,2.75,West
591,193,-4,True,True,True,True,3,0,0,12,2,3,West,3.75,West
590,192,-5,True,True,True,True,1,0,0,18,1,3,West,4.75,South
589,591,194,False,True,True,True,0,0,0,15,1,2,South,3.75,South
788,590,193,False,True,True,True,0,0,0,17,1,1,South,4.25,East
787,589,192,False,True,True,True,0,0,0,11,2,1,East,2.75,East
786,788,591,False,False,True,True,0,0,0,13,3,1,East,3.25,East
785,787,590,False,False,True,True,0,0,0,11,4,1,East,2.75,East
784,786,589,False,False,True,True,0,0,0,11,5,1,East,2.75,East
783,785,788,False,False,False,True,0,0,0,9,6,1,East,2.25,East
782,784,787,False,False,False,True,0,0,0,10,7,1,East,2.5,East
781,783,786,False,False,False,True,0,11,0,8,8,1,East,4.75,East
780,782,785,False,False,False,True,0,8,0,6,9,1,East,3.5,North
