@relation manual-filter-data

@attribute score5 numeric
@attribute score2 numeric
@attribute score numeric
@attribute ghost1-living {True,False}
@attribute ghost2-living {True,False}
@attribute ghost3-living {True,False}
@attribute ghost4-living {True,False}
@attribute distance-ghost1 numeric
@attribute distance-ghost2 numeric
@attribute distance-ghost3 numeric
@attribute distance-ghost4 numeric
@attribute posX numeric
@attribute posY numeric
@attribute direction {North,South,East,West,Stop}
@attribute distancia-media numeric
@attribute move {North,South,East,West,Stop}

@data
-14,-12,-9,True,True,True,True,6,7,11,9,1,10,South,8.25,South
185,-13,-10,True,True,True,True,1,8,7,8,1,9,South,6,South
384,-14,-11,True,True,True,True,8,6,5,7,1,8,South,6.5,South
383,185,-12,True,True,True,True,4,0,3,5,1,7,South,3,South
382,384,-13,True,True,True,True,5,5,4,3,1,6,South,4.25,East
381,383,-14,True,True,True,True,5,0,2,8,2,6,East,3.75,East
580,382,185,True,True,False,True,4,5,0,2,3,6,East,2.75,East
579,381,384,True,True,False,False,4,2,0,0,4,6,East,1.5,South
578,580,383,True,True,False,False,3,3,0,0,4,5,South,1.5,South
577,579,382,True,True,False,False,3,3,0,0,4,4,South,1.5,South
-6,-4,-1,True,True,True,True,15,15,11,18,1,18,Stop,14.75,South
-7,-5,-2,True,True,True,True,14,16,13,16,1,17,South,14.75,South
-8,-6,-3,True,True,True,True,14,13,9,17,1,16,South,13.25,South
-9,-7,-4,True,True,True,True,12,13,12,15,1,15,South,13,South
-10,-8,-5,True,True,True,True,11,10,12,11,1,14,South,11,South
-11,-9,-6,True,True,True,True,12,9,9,13,1,13,South,10.75,South
-12,-10,-7,True,True,True,True,7,11,9,14,1,12,South,10.25,South
-13,-11,-8,True,True,True,True,5,8,7,12,1,11,South,8,South
186,-12,-9,True,True,True,True,8,9,8,13,1,10,South,9.5,South
185,-13,-10,True,True,True,True,6,3,8,12,1,9,South,7.25,South
184,186,-11,True,True,True,True,7,7,10,13,1,8,South,9.25,South
183,185,-12,True,True,True,True,3,3,7,9,1,7,South,5.5,South
382,184,-13,True,True,True,True,5,2,7,8,1,6,South,5.5,South
381,183,186,True,False,True,True,2,0,8,10,1,5,South,5,East
380,382,185,True,False,True,True,2,0,7,8,2,5,East,4.25,East
579,381,184,True,False,True,True,3,0,10,9,3,5,East,5.5,East
578,380,183,True,False,True,True,2,0,3,7,4,5,East,3,North
577,579,382,False,False,True,True,0,0,5,6,4,6,North,2.75,North
576,578,381,False,False,True,True,0,0,3,8,4,7,North,2.75,North
575,577,380,False,False,True,True,0,0,0,0,4,8,North,0,North
574,576,579,False,False,False,True,0,0,0,4,4,9,North,1,South
573,575,578,False,False,False,True,0,0,0,6,4,8,South,1.5,South
572,574,577,False,False,False,True,0,0,0,8,4,7,South,2,South
571,573,576,False,False,False,True,0,0,0,6,4,6,South,1.5,East
570,572,575,False,False,False,True,0,0,0,5,5,6,East,1.25,East
-6,-4,-1,True,True,True,True,16,16,15,16,1,18,Stop,15.75,South
-7,-5,-2,True,True,True,True,14,14,15,21,1,17,South,16,South
-8,-6,-3,True,True,True,True,13,13,13,15,1,16,South,13.5,South
-9,-7,-4,True,True,True,True,11,11,11,11,1,15,South,11,South
-10,-8,-5,True,True,True,True,10,7,10,11,1,14,South,9.5,South
-11,-9,-6,True,True,True,True,10,8,8,12,1,13,South,9.5,South
188,-10,-7,True,True,True,True,8,9,5,12,1,12,South,8.5,South
187,-11,-8,True,True,True,True,5,7,5,9,1,11,South,6.5,South
386,188,-9,True,True,True,True,6,7,4,6,1,10,South,5.75,South
385,187,-10,True,True,True,True,5,6,6,9,1,9,South,6.5,South
384,386,-11,True,True,True,True,6,8,2,7,1,8,South,5.75,South
383,385,188,False,True,True,True,0,5,3,8,1,7,South,4,South
382,384,187,False,True,True,True,0,2,8,8,1,6,South,4.5,South
381,383,386,False,False,True,True,0,0,5,9,1,5,South,3.5,South
380,382,385,False,False,True,True,0,0,7,10,1,4,South,4.25,East
579,381,384,False,False,True,True,0,0,7,7,2,4,East,3.5,East
578,380,383,False,False,True,True,0,0,0,9,3,4,East,2.25,North
577,579,382,False,False,True,True,0,0,3,7,3,5,North,2.5,North
576,578,381,False,False,True,True,0,0,7,3,3,6,North,2.5,North
575,577,380,False,False,True,True,0,0,0,6,3,7,North,1.5,North
574,576,579,False,False,False,True,0,0,0,6,3,8,North,1.5,South
573,575,578,False,False,False,True,0,0,0,3,3,7,South,0.75,South
572,574,577,False,False,False,True,0,0,0,6,3,6,South,1.5,East
571,573,576,False,False,False,True,0,0,0,7,4,6,East,1.75,East
-6,-4,-1,True,True,True,True,12,14,18,21,4,12,Stop,16.25,East
-7,-5,-2,True,True,True,True,11,13,16,20,5,12,East,15,East
-8,-6,-3,True,True,True,True,10,16,15,20,6,12,East,15.25,East
-9,-7,-4,True,True,True,True,10,12,15,19,7,12,East,14,South
-10,-8,-5,True,True,True,True,13,14,17,17,7,11,South,15.25,South
-11,-9,-6,True,True,True,True,2,11,15,17,7,10,South,11.25,East
-12,-10,-7,True,True,True,True,5,11,13,17,8,10,East,11.5,South
-13,-11,-8,True,True,True,True,8,11,11,16,8,9,South,11.5,East
-14,-12,-9,True,True,True,True,4,10,13,12,9,9,East,9.75,South
-15,-13,-10,True,True,True,True,7,8,13,14,9,8,South,10.5,South
-16,-14,-11,True,True,True,True,2,9,18,17,9,7,South,11.5,South
183,-15,-12,True,True,True,True,3,9,14,16,9,6,South,10.5,South
182,-16,-13,True,True,True,True,3,6,12,14,9,5,South,8.75,West
181,183,-14,True,True,True,True,2,5,16,21,8,5,West,11,West
180,182,-15,True,True,True,True,2,9,17,20,7,5,West,12,South
179,181,-16,True,True,True,True,1,8,15,22,7,4,South,11.5,East
178,180,183,False,True,True,True,0,7,13,20,8,4,East,10,South
177,179,182,False,True,True,True,0,4,15,24,8,3,South,10.75,East
176,178,181,False,True,True,True,0,6,14,23,9,3,East,10.75,East
175,177,180,False,True,True,True,0,6,16,25,10,3,East,11.75,East
174,176,179,False,True,True,True,0,6,11,19,11,3,East,9,North
173,175,178,False,True,True,True,0,8,10,16,11,4,North,8.5,North
172,174,177,False,True,True,True,0,7,7,18,11,5,North,8,North
171,173,176,False,True,True,True,0,9,14,15,11,6,North,9.5,North
370,172,175,False,True,True,True,0,9,5,16,11,7,North,7.5,East
369,171,174,False,True,True,True,0,7,5,21,12,7,East,8.25,North
368,370,173,False,True,True,True,0,8,2,11,12,8,North,5.25,East
367,369,172,False,True,True,True,0,6,1,11,13,8,East,4.5,East
366,368,171,False,True,True,True,0,6,1,12,14,8,East,4.75,East
365,367,370,False,True,False,True,0,5,0,9,15,8,East,3.5,South
364,366,369,False,True,False,True,0,5,0,9,15,7,South,3.5,South
563,365,368,False,True,False,True,0,2,0,10,15,6,South,3,South
562,364,367,False,True,False,True,0,3,0,11,15,5,South,3.5,South
561,563,366,False,True,False,True,0,2,0,10,15,4,South,3,West
560,562,365,False,True,False,True,0,0,0,17,14,4,West,4.25,West
559,561,364,False,True,False,True,0,1,0,17,13,4,West,4.5,South
558,560,563,False,False,False,True,0,0,0,8,13,3,South,2,West
557,559,562,False,False,False,True,0,0,0,11,12,3,West,2.75,North
556,558,561,False,False,False,True,0,0,0,14,12,4,North,3.5,East
555,557,560,False,False,False,True,0,0,0,12,13,4,East,3,East
554,556,559,False,False,False,True,0,0,0,14,14,4,East,3.5,East
553,555,558,False,False,False,True,0,0,0,12,15,4,East,3,East
552,554,557,False,False,False,True,0,0,0,11,16,4,East,2.75,East
551,553,556,False,False,False,True,0,0,0,8,17,4,East,2,East
550,552,555,False,False,False,True,0,0,0,14,18,4,East,3.5,North
549,551,554,False,False,False,True,0,0,0,11,18,5,North,2.75,North
548,550,553,False,False,False,True,0,0,0,7,18,6,North,1.75,North
-6,-4,-1,True,True,True,True,13,12,11,21,4,12,Stop,14.25,South
-7,-5,-2,True,True,True,True,12,11,16,17,4,11,South,14,South
-8,-6,-3,True,True,True,True,13,8,15,19,4,10,South,13.75,South
-9,-7,-4,True,True,True,True,4,8,16,19,4,9,South,11.75,East
-10,-8,-5,True,True,True,True,9,8,15,19,5,9,East,12.75,South
-11,-9,-6,True,True,True,True,7,5,17,17,5,8,South,11.5,South
-12,-10,-7,True,True,True,True,2,4,16,21,5,7,South,10.75,South
-13,-11,-8,True,True,True,True,6,9,19,19,5,6,South,13.25,South
-14,-12,-9,True,True,True,True,4,6,18,18,5,5,South,11.5,South
-15,-13,-10,True,True,True,True,5,6,20,17,5,4,South,12,East
184,-14,-11,True,True,True,True,4,2,17,18,6,4,East,10.25,South
183,-15,-12,True,True,True,True,2,5,22,17,6,3,South,11.5,North
182,184,-13,True,True,True,True,1,4,15,18,6,4,North,9.5,East
181,183,-14,True,True,True,True,4,1,15,13,7,4,East,8.25,North
380,182,-15,True,True,True,True,1,3,13,18,7,5,North,8.75,East
379,181,184,False,True,True,True,0,2,13,12,8,5,East,6.75,North
378,380,183,False,True,True,True,0,3,13,15,8,6,North,7.75,North
377,379,182,False,True,True,True,0,3,10,15,8,7,North,7,East
376,378,181,False,True,True,True,0,2,9,15,9,7,East,6.5,East
375,377,380,False,False,True,True,0,0,11,11,10,7,East,5.5,East
374,376,379,False,False,True,True,0,0,9,11,11,7,East,5,East
373,375,378,False,False,True,True,0,0,6,11,12,7,East,4.25,East
572,374,377,False,False,True,True,0,0,5,8,13,7,East,3.25,North
571,373,376,False,False,True,True,0,0,4,12,13,8,North,4,North
570,572,375,False,False,True,True,0,0,2,15,13,9,North,4.25,North
569,571,374,False,False,True,True,0,0,1,12,13,10,North,3.25,East
568,570,373,False,False,True,True,0,0,0,10,14,10,East,2.5,North
567,569,572,False,False,False,True,0,0,0,12,14,11,North,3,East
566,568,571,False,False,False,True,0,0,0,12,15,11,East,3,South
565,567,570,False,False,False,True,0,0,0,9,15,10,South,2.25,South
564,566,569,False,False,False,True,0,0,0,11,15,9,South,2.75,South
563,565,568,False,False,False,True,0,0,0,11,15,8,South,2.75,East
562,564,567,False,False,False,True,0,0,0,9,16,8,East,2.25,East
561,563,566,False,False,False,True,0,0,0,7,17,8,East,1.75,East
560,562,565,False,False,False,True,0,0,0,7,18,8,East,1.75,East
-6,-4,-1,True,True,True,True,16,13,17,20,4,12,Stop,16.5,South
-7,-5,-2,True,True,True,True,11,13,18,20,4,11,South,15.5,East
-8,-6,-3,True,True,True,True,11,10,13,20,5,11,East,13.5,East
-9,-7,-4,True,True,True,True,16,17,12,21,6,11,East,16.5,South
-10,-8,-5,True,True,True,True,10,10,14,17,6,10,South,12.75,South
-11,-9,-6,True,True,True,True,5,10,15,17,6,9,South,11.75,East
188,-10,-7,True,True,True,True,2,8,14,16,7,9,East,10,South
187,-11,-8,True,True,True,True,5,7,15,18,7,8,South,11.25,South
186,188,-9,True,True,True,True,3,11,17,12,7,7,South,10.75,East
185,187,-10,True,True,True,True,2,5,15,17,8,7,East,9.75,South
184,186,-11,True,True,True,True,1,10,16,18,8,6,South,11.25,South
183,185,188,False,True,True,True,0,7,19,17,8,5,South,10.75,East
182,184,187,False,True,True,True,0,7,21,11,9,5,East,9.75,East
181,183,186,False,True,True,True,0,6,20,12,10,5,East,9.5,East
180,182,185,False,True,True,True,0,4,17,10,11,5,East,7.75,East
179,181,184,False,True,True,True,0,4,13,7,12,5,East,6,East
378,180,183,False,True,True,True,0,3,14,8,13,5,East,6.25,North
377,179,182,False,True,True,True,0,1,13,4,13,6,North,4.5,East
376,378,181,False,True,True,True,0,2,12,7,14,6,East,5.25,East
575,377,180,False,True,True,True,0,4,17,5,15,6,East,6.5,East
574,376,179,False,True,True,True,0,3,13,2,16,6,East,4.5,South
573,575,378,False,False,True,True,0,0,12,5,16,5,South,4.25,East
572,574,377,False,False,True,True,0,0,13,2,17,5,East,3.75,East
571,573,376,False,False,True,True,0,0,9,1,18,5,East,2.5,North
570,572,575,False,False,True,False,0,0,9,0,18,6,North,2.25,North
569,571,574,False,False,True,False,0,0,10,0,18,7,North,2.5,North
568,570,573,False,False,True,False,0,0,10,0,18,8,North,2.5,North
567,569,572,False,False,True,False,0,0,7,0,18,9,North,1.75,East
566,568,571,False,False,True,False,0,0,7,0,19,9,East,1.75,East
565,567,570,False,False,True,False,0,0,4,0,20,9,East,1,East
-6,-4,-1,True,True,True,True,15,9,18,17,4,12,Stop,14.75,South
-7,-5,-2,True,True,True,True,17,14,8,20,4,11,South,14.75,East
-8,-6,-3,True,True,True,True,14,11,12,17,5,11,East,13.5,South
-9,-7,-4,True,True,True,True,11,12,13,19,5,10,South,13.75,East
-10,-8,-5,True,True,True,True,11,12,12,19,6,10,East,13.5,South
-11,-9,-6,True,True,True,True,9,6,12,16,6,9,South,10.75,East
-12,-10,-7,True,True,True,True,9,8,11,13,7,9,East,10.25,South
-13,-11,-8,True,True,True,True,9,0,10,14,7,8,South,8.25,East
-14,-12,-9,True,True,True,True,5,2,12,14,8,8,East,8.25,East
185,-13,-10,True,True,True,True,4,2,11,15,9,8,East,8,East
184,-14,-11,True,True,True,True,1,0,5,18,10,8,East,6,South
183,185,-12,True,True,True,True,3,3,9,13,10,7,South,7,West
182,184,-13,True,True,True,True,2,5,7,17,9,7,West,7.75,South
181,183,-14,True,True,True,True,1,5,11,19,9,6,South,9,West
180,182,185,False,True,True,True,0,1,11,20,8,6,West,8,East
179,181,184,False,True,True,True,0,8,12,20,9,6,East,10,East
178,180,183,False,True,True,True,0,5,9,15,10,6,East,7.25,East
377,179,182,False,True,True,True,0,6,15,16,11,6,East,9.25,East
376,178,181,False,True,True,True,0,3,12,17,12,6,East,8,East
375,377,180,False,True,True,True,0,2,6,14,13,6,East,5.5,North
374,376,179,False,True,True,True,0,2,9,13,13,7,North,6,East
373,375,178,False,True,True,True,0,0,9,14,14,7,East,5.75,South
372,374,377,False,False,True,True,0,0,14,12,14,6,South,6.5,South
371,373,376,False,False,True,True,0,0,11,15,14,5,South,6.5,South
370,372,375,False,False,True,True,0,0,13,15,14,4,South,7,South
369,371,374,False,False,True,True,0,0,13,12,14,3,South,6.25,North
368,370,373,False,False,True,True,0,0,15,14,14,4,North,7.25,North
367,369,372,False,False,True,True,0,0,13,10,14,5,North,5.75,North
366,368,371,False,False,True,True,0,0,9,11,14,6,North,5,East
365,367,370,False,False,True,True,0,0,10,9,15,6,East,4.75,North
364,366,369,False,False,True,True,0,0,8,9,15,7,North,4.25,North
363,365,368,False,False,True,True,0,0,7,9,15,8,North,4,North
562,364,367,False,False,True,True,0,0,9,9,15,9,North,4.5,North
561,363,366,False,False,True,True,0,0,1,9,15,10,North,2.5,North
560,562,365,False,False,True,True,0,0,3,8,15,11,North,2.75,East
559,561,364,False,False,True,True,0,0,2,9,16,11,East,2.75,East
558,560,363,False,False,True,True,0,0,1,8,17,11,East,2.25,East
557,559,562,False,False,False,True,0,0,0,7,18,11,East,1.75,South
556,558,561,False,False,False,True,0,0,0,5,18,10,South,1.25,East
555,557,560,False,False,False,True,0,0,0,3,19,10,East,0.75,South
554,556,559,False,False,False,True,0,0,0,4,19,9,South,1,East
-6,-4,-1,True,True,True,True,13,14,14,22,4,12,Stop,15.75,South
-7,-5,-2,True,True,True,True,10,11,17,20,4,11,South,14.5,East
-8,-6,-3,True,True,True,True,12,11,9,13,5,11,East,11.25,South
-9,-7,-4,True,True,True,True,10,11,15,19,5,10,South,13.75,East
190,-8,-5,True,True,True,True,10,7,9,21,6,10,East,11.75,South
189,-9,-6,True,True,True,True,7,10,12,19,6,9,South,12,East
188,190,-7,True,True,True,True,9,6,12,16,7,9,East,10.75,South
187,189,-8,True,True,True,True,2,8,12,15,7,8,South,9.25,East
386,188,-9,True,True,True,True,2,3,13,13,8,8,East,7.75,South
385,187,190,False,True,True,True,0,6,15,13,8,7,South,8.5,East
384,386,189,False,True,True,True,0,4,13,13,9,7,East,7.5,East
383,385,188,False,True,True,True,0,1,11,13,10,7,East,6.25,East
382,384,187,False,True,True,True,0,1,10,13,11,7,East,6,North
381,383,386,False,False,True,True,0,0,11,13,11,8,North,6,East
380,382,385,False,False,True,True,0,0,9,13,12,8,East,5.5,North
379,381,384,False,False,True,True,0,0,10,12,12,9,North,5.5,East
378,380,383,False,False,True,True,0,0,13,9,13,9,East,5.5,East
377,379,382,False,False,True,True,0,0,13,5,14,9,East,4.5,North
376,378,381,False,False,True,True,0,0,11,11,14,10,North,5.5,East
375,377,380,False,False,True,True,0,0,9,6,15,10,East,3.75,East
374,376,379,False,False,True,True,0,0,5,7,16,10,East,3,East
373,375,378,False,False,True,True,0,0,6,6,17,10,East,3,East
372,374,377,False,False,True,True,0,0,3,8,18,10,East,2.75,East
371,373,376,False,False,True,True,0,0,2,4,19,10,East,1.5,North
370,372,375,False,False,True,True,0,0,0,7,19,11,North,1.75,South
369,371,374,False,False,True,True,0,0,3,0,19,10,South,0.75,East
368,370,373,False,False,True,True,0,0,8,6,20,10,East,3.5,East
367,369,372,False,False,True,True,0,0,4,5,21,10,East,2.25,East
566,368,371,False,False,True,True,0,0,2,2,22,10,East,1,North
565,367,370,False,False,True,True,0,0,5,4,22,11,North,2.25,West
564,566,369,False,False,True,True,0,0,3,1,21,11,West,1,West
563,565,368,False,False,True,True,0,0,2,6,20,11,West,2,West
562,564,367,False,False,True,True,0,0,2,5,19,11,West,1.75,North
194,-4,-1,True,True,True,True,12,7,8,18,1,11,Stop,11.25,South
193,-5,-2,True,True,True,True,10,4,6,16,1,10,South,9,South
192,194,-3,True,True,True,True,14,3,7,13,1,9,South,9.25,East
191,193,-4,True,True,True,True,8,4,1,15,2,9,East,7,East
190,192,-5,True,True,True,True,9,2,3,13,3,9,East,6.75,East
389,191,194,True,False,True,True,8,0,3,15,4,9,East,6.5,East
388,190,193,True,False,True,True,7,0,3,12,5,9,East,5.5,North
387,389,192,True,False,True,True,8,0,4,14,5,10,North,6.5,East
386,388,191,True,False,True,True,9,0,2,13,6,10,East,6,North
385,387,190,True,False,True,True,8,0,2,14,6,11,North,6,East
384,386,389,True,False,False,True,7,0,0,11,7,11,East,4.5,East
383,385,388,True,False,False,True,7,0,0,14,8,11,East,5.25,West
382,384,387,True,False,False,True,8,0,0,15,7,11,West,5.75,West
381,383,386,True,False,False,True,7,0,0,12,6,11,West,4.75,South
380,382,385,True,False,False,True,5,0,0,12,6,10,South,4.25,South
379,381,384,True,False,False,True,4,0,0,10,6,9,South,3.5,South
378,380,383,True,False,False,True,0,0,0,11,6,8,South,2.75,South
377,379,382,True,False,False,True,1,0,0,11,6,7,South,3,East
376,378,381,True,False,False,True,5,0,0,13,7,7,East,4.5,East
375,377,380,True,False,False,True,6,0,0,10,8,7,East,4,South
374,376,379,True,False,False,True,6,0,0,9,8,6,South,3.75,South
373,375,378,True,False,False,True,5,0,0,13,8,5,South,4.5,West
572,374,377,True,False,False,True,4,0,0,14,7,5,West,4.5,South
571,373,376,True,False,False,True,3,0,0,16,7,4,South,4.75,West
570,572,375,True,False,False,True,4,0,0,15,6,4,West,4.75,West
569,571,374,True,False,False,True,3,0,0,20,5,4,West,5.75,West
568,570,373,True,False,False,True,3,0,0,19,4,4,West,5.5,West
567,569,572,False,False,False,True,0,0,0,19,3,4,West,4.75,East
566,568,571,False,False,False,True,0,0,0,17,4,4,East,4.25,East
565,567,570,False,False,False,True,0,0,0,16,5,4,East,4,East
564,566,569,False,False,False,True,0,0,0,16,6,4,East,4,East
563,565,568,False,False,False,True,0,0,0,16,7,4,East,4,East
562,564,567,False,False,False,True,0,0,0,18,8,4,East,4.5,East
561,563,566,False,False,False,True,0,0,0,12,9,4,East,3,East
560,562,565,False,False,False,True,0,0,0,10,10,4,East,2.5,North
559,561,564,False,False,False,True,0,0,0,11,10,5,North,2.75,East
558,560,563,False,False,False,True,0,0,0,6,11,5,East,1.5,East
-7,-5,-2,True,True,True,True,12,10,9,16,1,11,Stop,11.75,South
-8,-6,-3,True,True,True,True,9,9,6,16,1,10,South,10,South
191,-7,-4,True,True,True,True,9,5,9,16,1,9,South,9.75,East
190,-8,-5,True,True,True,True,8,8,3,14,2,9,East,8.25,East
189,191,-6,True,True,True,True,4,1,8,14,3,9,East,6.75,East
388,190,-7,True,True,True,True,7,4,4,11,4,9,East,6.5,East
387,189,-8,True,True,True,True,5,3,2,17,5,9,East,6.75,South
386,388,191,True,False,True,True,3,0,4,11,5,8,South,4.5,North
385,387,190,True,False,True,True,7,0,1,14,5,9,North,5.5,North
384,386,189,True,False,True,True,9,0,3,10,5,10,North,5.5,East
383,385,388,True,False,False,True,5,0,0,9,6,10,East,3.5,South
382,384,387,True,False,False,True,4,0,0,7,6,9,South,2.75,South
381,383,386,True,False,False,True,5,0,0,11,6,8,South,4,East
380,382,385,True,False,False,True,5,0,0,12,7,8,East,4.25,South
579,381,384,True,False,False,True,4,0,0,9,7,7,South,3.25,East
578,380,383,True,False,False,True,11,0,0,10,8,7,East,5.25,South
577,579,382,True,False,False,True,3,0,0,12,8,6,South,3.75,South
576,578,381,True,False,False,True,2,0,0,18,8,5,South,5,West
575,577,380,True,False,False,True,3,0,0,16,7,5,West,4.75,West
574,576,579,False,False,False,True,0,0,0,15,6,5,West,3.75,East
573,575,578,False,False,False,True,0,0,0,16,7,5,East,4,East
572,574,577,False,False,False,True,0,0,0,11,8,5,East,2.75,North
571,573,576,False,False,False,True,0,0,0,7,8,6,North,1.75,North
570,572,575,False,False,False,True,0,0,0,10,8,7,North,2.5,North
569,571,574,False,False,False,True,0,0,0,8,8,8,North,2,North
568,570,573,False,False,False,True,0,0,0,7,8,9,North,1.75,East
567,569,572,False,False,False,True,0,0,0,10,9,9,East,2.5,East
566,568,571,False,False,False,True,0,0,0,8,10,9,East,2,East
565,567,570,False,False,False,True,0,0,0,8,11,9,East,2,East
564,566,569,False,False,False,True,0,0,0,3,12,9,East,0.75,East
-6,-4,-1,True,True,True,True,12,5,5,19,1,11,Stop,10.25,East
193,-5,-2,True,True,True,True,15,6,7,17,2,11,East,11.25,East
192,-6,-3,True,True,True,True,9,3,5,16,3,11,East,8.25,East
191,193,-4,True,True,True,True,5,2,3,7,4,11,East,4.25,East
190,192,-5,True,True,True,True,6,0,4,13,5,11,East,5.75,East
189,191,-6,True,True,True,True,7,2,1,13,6,11,East,5.75,South
188,190,193,True,False,True,True,5,0,4,13,6,10,South,5.5,North
187,189,192,True,False,True,True,8,0,0,11,6,11,North,4.75,East
186,188,191,True,False,True,True,10,0,0,8,7,11,East,4.5,East
185,187,190,True,False,True,True,11,0,10,11,8,11,East,8,East
184,186,189,True,False,True,True,15,0,8,8,9,11,East,7.75,East
183,185,188,True,False,True,True,13,0,3,7,10,11,East,5.75,South
182,184,187,True,False,True,True,12,0,1,7,10,10,South,5,South
181,183,186,True,False,True,True,9,0,6,5,10,9,South,5,South
380,182,185,True,False,True,True,7,0,1,8,10,8,South,4,West
379,181,184,True,False,True,True,6,0,5,11,9,8,West,5.5,South
378,380,183,True,False,True,True,3,0,4,10,9,7,South,4.25,South
377,379,182,True,False,True,True,3,0,0,9,9,6,South,3,South
376,378,181,True,False,True,True,3,0,0,10,9,5,South,3.25,West
575,377,380,True,False,False,True,7,0,0,13,8,5,West,5,West
574,376,379,True,False,False,True,0,0,0,13,7,5,West,3.25,West
573,575,378,True,False,False,True,5,0,0,13,6,5,West,4.5,West
572,574,377,True,False,False,True,4,0,0,17,5,5,West,5.25,South
571,573,376,True,False,False,True,3,0,0,17,5,4,South,5,South
570,572,575,False,False,False,True,0,0,0,15,5,3,South,3.75,East
569,571,574,False,False,False,True,0,0,0,19,6,3,East,4.75,East
568,570,573,False,False,False,True,0,0,0,16,7,3,East,4,East
567,569,572,False,False,False,True,0,0,0,15,8,3,East,3.75,North
566,568,571,False,False,False,True,0,0,0,12,8,4,North,3,North
565,567,570,False,False,False,True,0,0,0,16,8,5,North,4,North
564,566,569,False,False,False,True,0,0,0,10,8,6,North,2.5,East
563,565,568,False,False,False,True,0,0,0,7,9,6,East,1.75,East
562,564,567,False,False,False,True,0,0,0,5,10,6,East,1.25,North
561,563,566,False,False,False,True,0,0,0,5,10,7,North,1.25,North
-6,-4,-1,True,True,True,True,14,8,8,19,1,11,Stop,12.25,South
-7,-5,-2,True,True,True,True,10,8,7,13,1,10,South,9.5,South
192,-6,-3,True,True,True,True,2,8,9,21,1,9,South,10,East
191,-7,-4,True,True,True,True,4,7,1,15,2,9,East,6.75,East
190,192,-5,True,True,True,True,10,4,5,13,3,9,East,8,East
189,191,-6,True,True,True,True,7,5,3,12,4,9,East,6.75,East
188,190,-7,True,True,True,True,9,9,2,12,5,9,East,8,North
387,189,192,True,True,False,True,10,4,0,13,5,10,North,6.75,North
386,188,191,True,True,False,True,10,4,0,16,5,11,North,7.5,South
385,387,190,True,True,False,True,9,2,0,11,5,10,South,5.5,South
384,386,189,True,True,False,True,14,3,0,9,5,9,South,6.5,East
383,385,188,True,True,False,True,11,1,0,8,6,9,East,5,East
382,384,387,True,False,False,True,13,0,0,10,7,9,East,5.75,West
381,383,386,True,False,False,True,10,0,0,15,6,9,West,6.25,West
380,382,385,True,False,False,True,9,0,0,17,5,9,West,6.5,West
379,381,384,True,False,False,True,9,0,0,17,4,9,West,6.5,West
378,380,383,True,False,False,True,9,0,0,17,3,9,West,6.5,West
377,379,382,True,False,False,True,6,0,0,14,2,9,West,5,West
576,378,381,True,False,False,True,4,0,0,18,1,9,West,5.5,South
575,377,380,True,False,False,True,5,0,0,15,1,8,South,5,South
574,576,379,True,False,False,True,8,0,0,13,1,7,South,5.25,South
573,575,378,True,False,False,True,3,0,0,14,1,6,South,4.25,South
572,574,377,True,False,False,True,2,0,0,15,1,5,South,4.25,East
571,573,576,False,False,False,True,0,0,0,13,2,5,East,3.25,South
570,572,575,False,False,False,True,0,0,0,11,2,4,South,2.75,East
569,571,574,False,False,False,True,0,0,0,13,3,4,East,3.25,East
568,570,573,False,False,False,True,0,0,0,12,4,4,East,3,East
567,569,572,False,False,False,True,0,0,0,9,5,4,East,2.25,East
566,568,571,False,False,False,True,0,0,0,10,6,4,East,2.5,East
565,567,570,False,False,False,True,0,0,0,8,7,4,East,2,East
564,566,569,False,False,False,True,0,0,0,9,8,4,East,2.25,East
563,565,568,False,False,False,True,0,0,0,8,9,4,East,2,East
562,564,567,False,False,False,True,0,0,0,6,10,4,East,1.5,North
561,563,566,False,False,False,True,0,0,0,2,10,5,North,0.5,East
194,-4,-1,True,True,True,True,11,7,10,24,1,11,Stop,13,East
193,195,-2,True,True,True,True,9,8,4,17,2,11,East,9.5,East
192,194,-3,True,True,True,True,6,6,2,16,3,11,East,7.5,East
191,193,-4,True,True,True,True,6,3,0,16,4,11,East,6.25,East
390,192,195,True,True,False,True,7,4,0,9,5,11,East,5,South
389,191,194,True,True,False,True,4,4,0,10,5,10,South,4.5,East
388,390,193,True,True,False,True,7,0,0,12,6,10,East,4.75,South
387,389,192,True,True,False,True,4,1,0,14,6,9,South,4.75,East
386,388,191,True,True,False,True,10,8,0,11,7,9,East,7.25,East
385,387,390,True,False,False,True,9,0,0,7,8,9,East,4,South
384,386,389,True,False,False,True,9,0,0,5,8,8,South,3.5,South
383,385,388,True,False,False,True,5,0,0,7,8,7,South,3,South
382,384,387,True,False,False,True,6,0,0,7,8,6,South,3.25,South
581,383,386,True,False,False,True,3,0,0,7,8,5,South,2.5,West
580,382,385,True,False,False,True,4,0,0,7,7,5,West,2.75,West
579,581,384,True,False,False,True,5,0,0,8,6,5,West,3.25,West
578,580,383,True,False,False,True,2,0,0,9,5,5,West,2.75,West
577,579,382,True,False,False,True,3,0,0,11,4,5,West,3.5,West
576,578,581,False,False,False,True,0,0,0,15,3,5,West,3.75,East
575,577,580,False,False,False,True,0,0,0,11,4,5,East,2.75,East
574,576,579,False,False,False,True,0,0,0,10,5,5,East,2.5,East
