@relation 'prueba-weka.filters.unsupervised.attribute.Remove-R19-37-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 10 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 4'

@attribute score numeric
@attribute ghosts-living numeric
@attribute distance-ghost1 numeric
@attribute distance-ghost2 numeric
@attribute distance-ghost3 numeric
@attribute distance-ghost4 numeric
@attribute prev-distance-ghost1 numeric
@attribute prev-distance-ghost2 numeric
@attribute prev-distance-ghost3 numeric
@attribute prev-distance-ghost4 numeric
@attribute posX numeric
@attribute posY numeric
@attribute direction {North,South,East,West,Stop}
@attribute wall-east {True,False}
@attribute wall-south {True,False}
@attribute wall-west {True,False}
@attribute wall-north {True,False}
@attribute move {North,South,East,West,Stop}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10}

@data
570,4,0,0,0,13,0,0,0,12,13,4,South,True,False,False,False,North,cluster8
569,4,0,0,0,13,0,0,0,13,13,5,North,False,False,False,True,West,cluster8
568,4,0,0,0,12,0,0,0,13,12,5,West,False,True,False,True,West,cluster1
567,4,0,0,0,12,0,0,0,12,11,5,West,False,False,False,True,West,cluster6
566,4,0,0,0,12,0,0,0,12,10,5,West,False,False,False,False,North,cluster8
565,4,0,0,0,11,0,0,0,12,10,6,North,False,False,True,False,North,cluster8
563,4,0,0,0,7,0,0,0,9,10,8,North,False,False,True,False,North,cluster8
562,4,0,0,0,5,0,0,0,7,10,9,North,False,False,False,False,West,cluster8
561,4,0,0,0,6,0,0,0,5,9,9,West,False,False,False,True,West,cluster6
560,4,0,0,0,5,0,0,0,6,8,9,West,False,False,False,True,West,cluster6
559,4,0,0,0,5,0,0,0,5,7,9,West,False,False,False,True,West,cluster6
558,4,0,0,0,4,0,0,0,5,6,9,West,False,False,False,False,North,cluster8
-3,4,0,12,6,9,0,12,7,9,1,11,Stop,True,False,False,True,South,cluster7
-4,4,0,12,6,10,0,12,6,9,1,10,South,True,False,True,False,South,cluster5
-5,4,0,10,4,11,0,12,6,10,1,9,South,True,False,False,False,South,cluster3
-8,4,0,10,1,12,0,8,2,12,3,8,East,False,False,False,False,East,cluster10
191,4,0,11,0,12,0,10,1,12,4,8,East,False,False,False,False,West,cluster10
190,4,0,11,0,14,0,11,0,12,3,8,West,False,False,False,False,West,cluster6
189,4,0,10,0,14,0,11,0,14,2,8,West,False,False,False,False,West,cluster6
188,4,0,10,0,14,0,10,0,14,1,8,West,True,False,False,False,South,cluster3
187,4,0,8,0,16,0,10,0,14,1,7,South,True,False,False,False,South,cluster3
185,4,0,4,0,18,0,6,0,16,1,5,South,True,False,False,False,South,cluster3
184,4,0,2,0,18,0,4,0,18,1,4,South,True,False,False,False,South,cluster3
383,4,0,0,0,18,0,2,0,18,1,3,South,True,True,False,False,East,cluster10
382,4,0,0,0,16,0,0,0,18,2,3,East,False,True,False,False,East,cluster10
381,4,0,0,0,16,0,0,0,16,3,3,East,False,True,False,False,East,cluster10
380,4,0,0,0,15,0,0,0,16,4,3,East,False,True,False,False,East,cluster10
379,4,0,0,0,15,0,0,0,15,5,3,East,False,True,False,False,East,cluster10
378,4,0,0,0,14,0,0,0,15,6,3,East,False,True,False,False,East,cluster10
377,4,0,0,0,12,0,0,0,14,7,3,East,False,True,False,False,East,cluster10
376,4,0,0,0,10,0,0,0,12,8,3,East,False,True,False,False,East,cluster10
375,4,0,0,0,10,0,0,0,10,9,3,East,False,True,False,False,East,cluster10
374,4,0,0,0,10,0,0,0,10,10,3,East,False,True,False,False,North,cluster8
373,4,0,0,0,8,0,0,0,10,10,4,North,False,False,False,False,North,cluster8
372,4,0,0,0,8,0,0,0,8,10,5,North,False,False,False,False,East,cluster8
371,4,0,0,0,8,0,0,0,8,11,5,East,False,False,False,True,East,cluster7
370,4,0,0,0,6,0,0,0,8,12,5,East,False,True,False,True,East,cluster4
369,4,0,0,0,5,0,0,0,6,13,5,East,False,False,False,True,East,cluster7
368,4,0,0,0,3,0,0,0,5,14,5,East,False,False,False,False,East,cluster10
-1,4,0,11,7,7,0,11,7,7,1,11,Stop,True,False,False,True,East,cluster7
-2,4,0,13,6,6,0,11,7,7,2,11,East,False,True,False,True,East,cluster4
-4,4,0,11,2,3,0,13,4,5,4,11,East,False,True,False,True,East,cluster4
194,4,0,11,2,0,0,11,2,1,6,11,East,False,False,False,True,South,cluster7
193,4,0,9,2,0,0,11,2,0,6,10,South,False,False,True,False,West,cluster3
192,4,0,11,2,0,0,9,2,0,5,10,West,True,False,False,False,South,cluster3
191,4,0,10,2,0,0,11,2,0,5,9,South,False,False,False,False,East,cluster3
189,4,0,6,2,0,0,8,2,0,6,8,South,False,False,False,False,South,cluster3
187,4,0,6,2,0,0,4,2,0,5,7,West,False,True,False,False,North,cluster6
186,4,0,8,1,0,0,6,2,0,5,8,North,False,False,False,False,North,cluster8
385,4,0,9,0,0,0,8,1,0,5,9,North,False,False,False,False,South,cluster3
384,4,0,9,0,0,0,9,0,0,5,8,South,False,False,False,False,East,cluster3
383,4,0,9,0,0,0,9,0,0,6,8,East,False,False,False,False,East,cluster10
382,4,0,8,0,0,0,9,0,0,7,8,East,False,False,False,False,East,cluster10
381,4,0,7,0,0,0,8,0,0,8,8,East,False,False,False,False,South,cluster3
380,4,0,5,0,0,0,7,0,0,8,7,South,False,False,False,False,South,cluster3
379,4,0,5,0,0,0,5,0,0,8,6,South,True,False,False,False,South,cluster3
378,4,0,4,0,0,0,5,0,0,8,5,South,False,False,False,False,West,cluster3
-2,4,0,12,7,5,0,12,6,6,1,11,Stop,True,False,False,True,East,cluster7
-3,4,0,13,7,5,0,12,7,5,2,11,East,False,True,False,True,East,cluster4
-4,4,0,12,6,5,0,13,7,5,3,11,East,False,True,False,True,East,cluster4
-6,4,0,9,4,4,0,11,6,5,5,11,East,False,False,False,True,East,cluster7
-8,4,0,10,3,2,0,9,2,3,7,11,East,False,True,False,True,East,cluster4
-9,4,0,10,3,1,0,10,3,2,8,11,East,False,True,False,True,East,cluster4
190,4,0,8,5,0,0,10,3,1,9,11,East,False,True,False,True,West,cluster4
189,4,0,10,3,0,0,8,5,0,8,11,West,False,True,False,True,West,cluster1
185,4,0,5,2,0,0,7,1,0,6,9,South,False,False,False,False,West,cluster3
384,4,0,5,0,0,0,5,2,0,5,9,West,False,False,False,False,North,cluster8
383,4,0,7,0,0,0,5,0,0,5,10,North,True,False,False,False,South,cluster3
-2,4,0,11,8,7,0,12,8,6,1,11,Stop,True,False,False,True,South,cluster7
-3,4,0,9,7,7,0,11,8,7,1,10,South,True,False,True,False,South,cluster5
-4,4,0,9,7,7,0,9,7,7,1,9,South,True,False,False,False,East,cluster10
-5,4,0,9,7,6,0,9,7,7,2,9,East,False,False,False,True,East,cluster7
-10,4,0,8,4,2,0,6,2,3,6,10,North,False,False,True,False,West,cluster6
189,4,0,10,4,0,0,8,4,2,5,10,West,True,False,False,False,North,cluster6
188,4,0,10,6,0,0,10,4,0,5,11,North,False,False,False,True,South,cluster7
187,4,0,8,6,0,0,10,6,0,5,10,South,True,False,False,False,South,cluster3
186,4,0,6,6,0,0,8,6,0,5,9,South,False,False,False,False,East,cluster3
185,4,0,6,4,0,0,6,6,0,6,9,East,False,False,False,False,East,cluster10
183,4,0,5,3,0,0,5,4,0,8,9,East,False,False,False,True,East,cluster7
182,4,0,3,1,0,0,5,3,0,9,9,East,False,False,False,True,East,cluster7
381,4,0,4,0,0,0,3,1,0,10,9,East,False,False,False,False,South,cluster3
379,4,0,2,0,0,0,4,0,0,10,7,South,False,False,True,False,West,cluster3
378,4,0,1,0,0,0,2,0,0,9,7,West,False,False,False,False,South,cluster3
577,4,0,0,0,0,0,1,0,0,9,6,South,False,False,False,False,South,cluster3
576,4,0,0,0,0,0,0,0,0,9,5,South,False,False,False,False,East,cluster3
575,4,0,0,0,0,0,0,0,0,10,5,East,False,False,False,False,East,cluster10
574,4,0,0,0,0,0,0,0,0,11,5,East,False,False,False,True,East,cluster7
573,4,0,0,0,0,0,0,0,0,12,5,East,False,True,False,True,East,cluster4
-2,4,0,12,12,14,0,11,13,13,9,3,Stop,False,True,False,True,West,cluster1
-3,4,0,12,12,12,0,12,12,14,8,3,West,False,True,False,True,West,cluster1
-4,4,0,10,10,10,0,12,12,12,7,3,West,False,True,False,True,West,cluster1
-5,4,0,8,9,10,0,10,10,10,6,3,West,True,True,False,False,North,cluster9
-6,4,0,7,8,10,0,8,9,10,6,4,North,True,False,True,False,North,cluster5
-7,4,0,5,6,10,0,7,8,10,6,5,North,False,False,False,False,North,cluster8
-8,4,0,5,6,10,0,5,6,10,6,6,North,False,False,True,False,North,cluster5
-9,4,0,3,6,9,0,5,6,10,6,7,North,False,False,True,False,North,cluster5
-10,4,0,3,6,9,0,3,6,9,6,8,North,False,False,True,False,North,cluster5
-11,4,0,3,5,8,0,3,6,9,6,9,North,False,False,False,False,East,cluster10
187,4,0,2,3,8,0,2,4,8,8,9,East,False,True,False,True,East,cluster4
385,4,0,2,0,6,0,2,1,8,10,9,East,False,True,False,False,North,cluster8
384,4,0,1,0,6,0,2,0,6,10,10,North,False,False,True,False,North,cluster8
583,4,0,0,0,6,0,1,0,6,10,11,North,False,False,True,False,North,cluster8
582,4,0,0,0,5,0,0,0,6,10,12,North,False,False,True,False,North,cluster8
581,4,0,0,0,4,0,0,0,5,10,13,North,False,False,False,True,East,cluster7
-2,4,0,13,12,14,0,12,11,14,9,3,Stop,False,True,False,True,West,cluster1
-3,4,0,12,11,12,0,13,12,14,8,3,West,False,True,False,True,West,cluster1
-4,4,0,10,10,12,0,12,11,12,7,3,West,False,True,False,True,West,cluster1
-5,4,0,8,8,12,0,10,10,12,6,3,West,True,True,False,False,North,cluster9
-6,4,0,6,6,11,0,8,8,12,6,4,North,True,False,True,False,North,cluster5
-8,4,0,4,6,9,0,4,6,9,6,6,North,False,False,True,False,North,cluster5
-9,4,0,2,5,9,0,4,6,9,6,7,North,False,False,True,False,North,cluster5
189,4,0,0,2,7,0,0,3,8,6,9,North,False,False,False,False,East,cluster10
188,4,0,0,1,5,0,0,2,7,7,9,East,False,True,False,True,East,cluster4
387,4,0,0,0,5,0,0,1,5,8,9,East,False,True,False,True,East,cluster4
586,4,0,0,0,3,0,0,0,5,9,9,East,False,True,False,False,North,cluster8
585,4,0,0,0,2,0,0,0,3,9,10,North,True,False,False,False,East,cluster8
584,4,0,0,0,2,0,0,0,2,10,10,East,False,False,True,False,North,cluster8
-2,4,0,28,26,22,0,27,25,21,17,13,Stop,False,True,False,True,West,cluster1
-3,4,0,27,24,22,0,28,26,22,16,13,West,False,True,False,True,West,cluster1
-4,4,0,25,22,21,0,27,24,22,15,13,West,True,False,False,True,South,cluster2
-5,4,0,23,21,20,0,25,22,21,15,12,South,True,False,True,False,South,cluster2
-6,4,0,22,20,18,0,23,21,20,15,11,South,False,True,False,False,West,cluster2
-7,4,0,20,18,18,0,22,20,18,14,11,West,False,True,False,True,West,cluster1
-8,4,0,19,18,16,0,20,18,18,13,11,West,False,False,False,False,South,cluster2
-9,4,0,19,18,16,0,19,18,16,13,10,South,True,False,True,False,South,cluster2
-10,4,0,18,18,14,0,19,18,16,13,9,South,True,False,True,False,South,cluster2
-11,4,0,18,18,13,0,18,18,14,13,8,South,True,False,True,False,South,cluster5
-12,4,0,16,18,13,0,18,18,13,13,7,South,True,False,True,False,South,cluster5
-13,4,0,15,16,13,0,16,18,13,13,6,South,True,False,True,False,South,cluster5
-14,4,0,15,15,11,0,15,16,13,13,5,South,False,False,True,False,West,cluster2
-15,4,0,15,13,9,0,15,15,11,12,5,West,False,True,False,True,West,cluster1
-16,4,0,14,11,8,0,15,13,9,11,5,West,False,True,False,True,West,cluster1
-17,4,0,14,9,8,0,14,11,8,10,5,West,False,True,False,True,West,cluster1
-18,4,0,14,7,8,0,14,9,8,9,5,West,False,True,False,True,West,cluster1
-19,4,0,13,5,8,0,14,7,8,8,5,West,False,True,False,False,West,cluster1
-20,4,0,12,5,6,0,13,5,8,7,5,West,False,True,False,True,West,cluster1
-21,4,0,10,5,6,0,12,5,6,6,5,West,False,False,False,False,West,cluster6
175,4,0,2,0,6,0,4,1,4,4,3,South,False,True,True,False,West,cluster3
174,4,0,2,0,7,0,2,0,6,3,3,West,False,True,False,True,West,cluster1
373,4,0,0,0,8,0,2,0,7,2,3,West,False,True,False,True,East,cluster4
372,4,0,0,0,8,0,0,0,8,3,3,East,False,True,False,True,East,cluster4
371,4,0,0,0,8,0,0,0,8,4,3,East,False,True,True,False,North,cluster8
370,4,0,0,0,8,0,0,0,8,4,4,North,True,False,True,False,North,cluster5
369,4,0,0,0,8,0,0,0,8,4,5,North,False,False,False,False,North,cluster8
568,4,0,0,0,8,0,0,0,8,4,6,North,False,False,False,False,North,cluster8
567,4,0,0,0,6,0,0,0,8,4,7,North,False,False,False,False,North,cluster8
566,4,0,0,0,6,0,0,0,6,4,8,North,False,False,False,False,North,cluster8
565,4,0,0,0,4,0,0,0,6,4,9,North,False,False,False,True,East,cluster7
564,4,0,0,0,4,0,0,0,4,5,9,East,False,False,False,True,East,cluster7
563,4,0,0,0,2,0,0,0,4,6,9,East,False,False,False,False,North,cluster8
-1,4,0,28,26,21,0,28,25,20,17,13,Stop,False,True,False,True,West,cluster1
-2,4,0,26,24,21,0,28,26,21,16,13,West,False,True,False,True,West,cluster1
-3,4,0,24,23,20,0,26,24,21,15,13,West,True,False,False,True,South,cluster2
-4,4,0,22,22,18,0,24,23,20,15,12,South,True,False,True,False,South,cluster2
-5,4,0,21,20,18,0,22,22,18,15,11,South,False,True,False,False,West,cluster2
-6,4,0,20,20,17,0,21,20,18,14,11,West,False,True,False,True,West,cluster1
-7,4,0,18,18,15,0,20,20,17,13,11,West,False,False,False,False,South,cluster2
-8,4,0,20,16,15,0,18,18,15,13,10,South,True,False,True,False,South,cluster2
-9,4,0,21,15,14,0,20,16,15,13,9,South,True,False,True,False,South,cluster2
-10,4,0,21,13,14,0,21,15,14,13,8,South,True,False,True,False,South,cluster5
-11,4,0,20,13,12,0,21,13,14,13,7,South,True,False,True,False,South,cluster5
-12,4,0,18,12,11,0,20,13,12,13,6,South,True,False,True,False,South,cluster5
-13,4,0,17,11,9,0,18,12,11,13,5,South,False,False,True,False,West,cluster2
-14,4,0,17,9,7,0,17,11,9,12,5,West,False,True,False,True,West,cluster1
-15,4,0,15,7,6,0,17,9,7,11,5,West,False,True,False,True,West,cluster1
-16,4,0,15,6,6,0,15,7,6,10,5,West,False,True,False,True,West,cluster1
-17,4,0,14,4,5,0,15,6,6,9,5,West,False,True,False,True,West,cluster1
-18,4,0,12,4,4,0,14,4,5,8,5,West,False,True,False,False,West,cluster1
-20,4,0,10,4,4,0,12,4,4,6,5,West,False,False,False,False,North,cluster6
-21,4,0,9,2,2,0,10,4,4,6,6,North,False,False,True,False,West,cluster6
377,4,0,5,0,2,0,7,0,2,4,6,West,False,False,False,False,North,cluster8
376,4,0,4,0,1,0,5,0,2,4,7,North,False,False,False,False,North,cluster8
575,4,0,3,0,0,0,4,0,1,4,8,North,False,False,False,False,North,cluster8
574,4,0,3,0,0,0,3,0,0,4,9,North,False,False,False,True,West,cluster8
-1,4,0,28,24,21,0,28,25,20,17,13,Stop,False,True,False,True,West,cluster1
-2,4,0,26,23,20,0,28,24,21,16,13,West,False,True,False,True,West,cluster1
-3,4,0,25,23,18,0,26,23,20,15,13,West,True,False,False,True,South,cluster2
-4,4,0,23,23,18,0,25,23,18,15,12,South,True,False,True,False,South,cluster2
-5,4,0,21,21,18,0,23,23,18,15,11,South,False,True,False,False,West,cluster2
-6,4,0,20,19,18,0,21,21,18,14,11,West,False,True,False,True,West,cluster1
-7,4,0,20,17,16,0,20,19,18,13,11,West,False,False,False,False,South,cluster2
-8,4,0,20,17,14,0,20,17,16,13,10,South,True,False,True,False,South,cluster2
-9,4,0,19,17,14,0,20,17,14,13,9,South,True,False,True,False,South,cluster2
-10,4,0,18,15,14,0,19,17,14,13,8,South,True,False,True,False,South,cluster5
-11,4,0,18,15,12,0,18,15,14,13,7,South,True,False,True,False,South,cluster5
-12,4,0,18,15,12,0,18,15,12,13,6,South,True,False,True,False,South,cluster5
-13,4,0,16,14,11,0,18,15,12,13,5,South,False,False,True,False,West,cluster2
-14,4,0,15,12,9,0,16,14,11,12,5,West,False,True,False,True,West,cluster1
-15,4,0,15,10,7,0,15,12,9,11,5,West,False,True,False,True,West,cluster1
-16,4,0,15,8,7,0,15,10,7,10,5,West,False,True,False,True,West,cluster1
-17,4,0,13,7,6,0,15,8,7,9,5,West,False,True,False,True,West,cluster1
-19,4,0,11,7,4,0,13,7,6,7,5,West,False,True,False,True,West,cluster1
-20,4,0,11,5,4,0,11,7,4,6,5,West,False,False,False,False,South,cluster6
178,4,0,11,5,4,0,11,7,6,6,5,North,False,False,False,False,North,cluster8
177,4,0,10,7,2,0,11,5,4,6,6,North,False,False,True,False,West,cluster6
375,4,0,9,4,0,0,9,5,0,5,5,South,False,True,False,False,West,cluster6
374,4,0,9,2,0,0,9,4,0,4,5,West,False,False,False,False,South,cluster3
573,4,0,9,0,0,0,9,2,0,4,4,South,True,False,True,False,South,cluster3
572,4,0,7,0,0,0,9,0,0,4,3,South,False,True,True,False,West,cluster3
571,4,0,5,0,0,0,7,0,0,3,3,West,False,True,False,True,West,cluster1
-1,4,0,27,26,21,0,28,25,20,17,13,Stop,False,True,False,True,West,cluster1
-2,4,0,27,26,21,0,27,26,21,16,13,West,False,True,False,True,West,cluster1
-3,4,0,25,25,21,0,27,26,21,15,13,West,True,False,False,True,South,cluster2
-4,4,0,23,24,19,0,25,25,21,15,12,South,True,False,True,False,South,cluster2
-6,4,0,19,22,16,0,21,23,18,14,11,West,False,True,False,True,West,cluster1
-7,4,0,19,21,14,0,19,22,16,13,11,West,False,False,False,False,South,cluster2
-8,4,0,17,21,15,0,19,21,14,13,10,South,True,False,True,False,South,cluster2
-9,4,0,16,19,13,0,17,21,15,13,9,South,True,False,True,False,South,cluster2
-10,4,0,15,18,12,0,16,19,13,13,8,South,True,False,True,False,South,cluster5
-13,4,0,14,16,11,0,14,18,11,13,5,South,False,False,True,False,South,cluster2
-14,4,0,14,17,12,0,14,16,11,13,4,South,True,False,True,False,South,cluster5
-15,4,0,16,19,13,0,14,17,12,13,3,South,False,True,True,False,West,cluster1
-16,4,0,16,18,11,0,16,19,13,12,3,West,False,True,False,True,West,cluster1
-17,4,0,16,16,11,0,16,18,11,11,3,West,False,True,False,True,West,cluster1
182,4,0,14,14,9,0,16,16,11,10,3,West,False,True,False,True,West,cluster1
181,4,0,14,13,7,0,14,14,9,9,3,West,False,True,False,True,West,cluster1
180,4,0,13,13,5,0,14,13,7,8,3,West,False,True,False,True,West,cluster1
179,4,0,12,13,5,0,13,13,5,7,3,West,False,True,False,True,West,cluster1
177,4,0,11,10,3,0,11,11,5,6,4,North,True,False,True,False,North,cluster5
176,4,0,11,9,3,0,11,10,3,6,5,North,False,False,False,False,North,cluster8
175,4,0,11,11,3,0,11,9,3,6,6,North,False,False,True,False,North,cluster5
173,4,0,10,9,3,0,10,11,3,6,8,North,False,False,True,False,North,cluster5
171,4,0,10,9,2,0,8,8,2,6,10,North,True,False,True,False,North,cluster5
170,4,0,11,11,1,0,10,9,2,6,11,North,False,False,False,False,North,cluster8
369,4,0,13,12,0,0,11,11,1,6,12,North,True,False,True,False,South,cluster5
368,4,0,12,10,0,0,13,12,0,6,11,South,False,False,False,False,South,cluster3
367,4,0,12,9,0,0,12,10,0,6,10,South,True,False,True,False,South,cluster3
366,4,0,10,7,0,0,12,9,0,6,9,South,False,False,False,False,West,cluster6
365,4,0,9,7,0,0,10,7,0,5,9,West,False,False,False,True,West,cluster6
364,4,0,7,7,0,0,9,7,0,4,9,West,False,False,False,True,West,cluster6
362,4,0,5,4,0,0,7,5,0,2,9,West,False,True,False,True,West,cluster1
361,4,0,5,2,0,0,5,4,0,1,9,West,True,False,False,False,South,cluster3
560,4,0,3,0,0,0,5,2,0,1,8,South,True,False,True,False,South,cluster3
559,4,0,3,0,0,0,3,0,0,1,7,South,True,False,True,False,South,cluster3
-1,4,0,19,24,30,0,20,25,31,2,13,Stop,False,True,False,True,East,cluster4
-2,4,0,19,23,29,0,19,24,30,3,13,East,False,True,False,True,East,cluster4
-3,4,0,19,21,27,0,19,23,29,4,13,East,False,False,True,True,South,cluster2
-4,4,0,17,21,25,0,19,21,27,4,12,South,True,False,True,False,South,cluster2
-6,4,0,13,20,23,0,15,20,24,5,11,East,False,True,False,True,East,cluster4
-8,4,0,13,19,24,0,13,19,23,6,10,South,True,False,True,False,South,cluster2
-9,4,0,12,21,24,0,13,19,24,6,9,South,False,False,False,False,South,cluster2
-10,4,0,12,22,25,0,12,21,24,6,8,South,False,False,True,False,South,cluster2
-11,4,0,11,23,25,0,12,22,25,6,7,South,False,False,True,False,South,cluster2
-12,4,0,10,23,25,0,11,23,25,6,6,South,False,False,True,False,South,cluster2
-13,4,0,8,22,24,0,10,23,25,6,5,South,False,False,False,False,East,cluster2
-14,4,0,8,20,23,0,8,22,24,7,5,East,False,True,False,True,East,cluster4
-15,4,0,7,18,21,0,8,20,23,8,5,East,False,True,False,False,East,cluster4
-16,4,0,5,18,19,0,7,18,21,9,5,East,False,True,False,True,East,cluster4
-17,4,0,4,17,18,0,5,18,19,10,5,East,False,True,False,True,East,cluster4
-19,4,0,2,15,18,0,2,15,18,12,5,East,False,True,False,True,East,cluster4
-20,4,0,2,15,17,0,2,15,18,13,5,East,False,False,True,False,North,cluster5
179,4,0,0,14,16,0,2,15,17,13,6,North,True,False,True,False,North,cluster5
178,4,0,0,14,15,0,0,14,16,13,7,North,True,False,True,False,North,cluster5
177,4,0,0,12,15,0,0,14,15,13,8,North,True,False,True,False,North,cluster5
176,4,0,0,11,15,0,0,12,15,13,9,North,True,False,True,False,North,cluster5
175,4,0,0,11,13,0,0,11,15,13,10,North,True,False,True,False,North,cluster5
174,4,0,0,9,11,0,0,11,13,13,11,North,False,False,False,False,East,cluster10
173,4,0,0,7,10,0,0,9,11,14,11,East,False,True,False,True,East,cluster4
172,4,0,0,7,10,0,0,7,10,15,11,East,False,True,False,False,East,cluster10
171,4,0,0,6,9,0,0,7,10,16,11,East,False,False,True,True,South,cluster7
170,4,0,0,5,7,0,0,6,9,16,10,South,True,False,True,False,South,cluster3
168,4,0,0,2,5,0,0,3,7,16,8,South,False,False,True,False,South,cluster3
167,4,0,0,1,5,0,0,2,5,16,7,South,False,False,True,False,South,cluster3
366,4,0,0,0,5,0,0,1,5,16,6,South,False,False,True,False,West,cluster3
365,4,0,0,0,3,0,0,0,5,15,6,West,True,False,False,False,South,cluster3
363,4,0,0,0,2,0,0,0,2,15,4,South,True,False,True,False,South,cluster3
362,4,0,0,0,1,0,0,0,2,15,3,South,True,True,False,False,East,cluster3
561,4,0,0,0,0,0,0,0,1,16,3,East,False,True,False,True,East,cluster4
560,4,0,0,0,0,0,0,0,0,17,3,East,False,True,False,True,East,cluster4
559,4,0,0,0,0,0,0,0,0,18,3,East,False,True,True,False,North,cluster8
558,4,0,0,0,0,0,0,0,0,18,4,North,True,False,True,False,North,cluster5
557,4,0,0,0,0,0,0,0,0,18,5,North,True,False,True,False,North,cluster5
556,4,0,0,0,0,0,0,0,0,18,6,North,True,False,True,False,North,cluster5
555,4,0,0,0,0,0,0,0,0,18,7,North,True,False,True,False,North,cluster5
554,4,0,0,0,0,0,0,0,0,18,8,North,True,False,True,False,North,cluster5
553,4,0,0,0,0,0,0,0,0,18,9,North,False,False,True,False,West,cluster8
552,4,0,0,0,0,0,0,0,0,17,9,West,False,True,False,True,West,cluster1
551,4,0,0,0,0,0,0,0,0,16,9,West,False,False,False,False,North,cluster8
550,4,0,0,0,0,0,0,0,0,16,10,North,True,False,True,False,North,cluster5
549,4,0,0,0,0,0,0,0,0,16,11,North,False,False,True,True,West,cluster8
-1,4,0,19,26,30,0,20,25,31,2,13,Stop,False,True,False,True,East,cluster4
-2,4,0,19,25,28,0,19,26,30,3,13,East,False,True,False,True,East,cluster4
-3,4,0,19,23,26,0,19,25,28,4,13,East,False,False,True,True,South,cluster2
-4,4,0,17,23,26,0,19,23,26,4,12,South,True,False,True,False,South,cluster2
-5,4,0,17,23,24,0,17,23,26,4,11,South,False,True,False,False,East,cluster2
-6,4,0,15,22,22,0,17,23,24,5,11,East,False,True,False,True,East,cluster4
-7,4,0,13,20,22,0,15,22,22,6,11,East,False,False,False,False,South,cluster2
-8,4,0,11,20,23,0,13,20,22,6,10,South,True,False,True,False,South,cluster2
-9,4,0,10,21,23,0,11,20,23,6,9,South,False,False,False,False,South,cluster2
-10,4,0,9,23,23,0,10,21,23,6,8,South,False,False,True,False,South,cluster2
-11,4,0,9,23,23,0,9,23,23,6,7,South,False,False,True,False,South,cluster2
-12,4,0,8,22,22,0,9,23,23,6,6,South,False,False,True,False,South,cluster2
-13,4,0,7,22,20,0,8,22,22,6,5,South,False,False,False,False,South,cluster2
-14,4,0,5,22,20,0,7,22,20,6,4,South,True,False,True,False,South,cluster2
-15,4,0,4,22,22,0,5,22,20,6,3,South,True,True,False,False,East,cluster9
-16,4,0,3,22,20,0,4,22,22,7,3,East,False,True,False,True,East,cluster4
-17,4,0,3,20,19,0,3,22,20,8,3,East,False,True,False,True,East,cluster4
-18,4,0,3,19,17,0,3,20,19,9,3,East,False,True,False,True,East,cluster4
-20,4,0,3,17,16,0,3,19,16,11,3,East,False,True,False,True,East,cluster4
-21,4,0,1,15,15,0,3,17,16,12,3,East,False,True,False,True,East,cluster4
178,4,0,0,15,14,0,1,15,15,13,3,East,False,True,True,False,North,cluster4
177,4,0,0,13,13,0,0,15,14,13,4,North,True,False,True,False,North,cluster5
176,4,0,0,13,12,0,0,13,13,13,5,North,False,False,True,False,North,cluster5
175,4,0,0,12,10,0,0,13,12,13,6,North,True,False,True,False,North,cluster5
174,4,0,0,10,9,0,0,12,10,13,7,North,True,False,True,False,North,cluster5
173,4,0,0,9,7,0,0,10,9,13,8,North,True,False,True,False,North,cluster5
172,4,0,0,7,7,0,0,9,7,13,9,North,True,False,True,False,North,cluster5
171,4,0,0,5,5,0,0,7,7,13,10,North,True,False,True,False,North,cluster5
169,4,0,0,2,1,0,0,3,3,14,11,East,False,True,False,True,East,cluster4
368,4,0,0,1,0,0,0,2,1,15,11,East,False,True,False,False,East,cluster10
567,4,0,0,0,0,0,0,1,0,16,11,East,False,False,True,True,South,cluster7
566,4,0,0,0,0,0,0,0,0,16,10,South,True,False,True,False,South,cluster3
-2,4,0,33,30,25,0,32,30,24,18,3,Stop,False,True,True,False,West,cluster9
-3,4,0,33,31,26,0,33,30,25,17,3,West,False,True,False,True,West,cluster1
-4,4,0,33,30,25,0,33,31,26,16,3,West,False,True,False,True,West,cluster1
-5,4,0,31,30,24,0,33,30,25,15,3,West,True,True,False,False,North,cluster9
-6,4,0,29,28,24,0,31,30,24,15,4,North,True,False,True,False,North,cluster5
-7,4,0,28,27,24,0,29,28,24,15,5,North,True,False,False,False,North,cluster5
-8,4,0,28,27,23,0,28,27,24,15,6,North,True,False,False,False,North,cluster5
-9,4,0,28,26,23,0,28,27,23,15,7,North,True,False,False,False,North,cluster5
-10,4,0,26,25,21,0,28,26,23,15,8,North,True,False,False,False,North,cluster5
-11,4,0,25,23,21,0,26,25,21,15,9,North,True,False,False,True,East,cluster5
-12,4,0,23,21,19,0,25,23,21,16,9,East,False,False,False,False,North,cluster2
-13,4,0,21,21,19,0,23,21,19,16,10,North,True,False,True,False,North,cluster5
