@relation prueba-weka.filters.unsupervised.attribute.Remove-R19-37

@attribute score numeric
@attribute ghosts-living numeric
@attribute distance-ghost1 numeric
@attribute distance-ghost2 numeric
@attribute distance-ghost3 numeric
@attribute distance-ghost4 numeric
@attribute prev-distance-ghost1 numeric
@attribute prev-distance-ghost2 numeric
@attribute prev-distance-ghost3 numeric
@attribute prev-distance-ghost4 numeric
@attribute posX numeric
@attribute posY numeric
@attribute direction {North,South,East,West,Stop}
@attribute wall-east {True,False}
@attribute wall-south {True,False}
@attribute wall-west {True,False}
@attribute wall-north {True,False}
@attribute move {North,South,East,West,Stop}

@data
372,4,0,0,0,8,0,0,0,8,10,5,North,False,False,False,False,East
371,4,0,0,0,8,0,0,0,8,11,5,East,False,False,False,True,East
370,4,0,0,0,6,0,0,0,8,12,5,East,False,True,False,True,East
369,4,0,0,0,5,0,0,0,6,13,5,East,False,False,False,True,East
368,4,0,0,0,3,0,0,0,5,14,5,East,False,False,False,False,East
0,4,0,11,7,7,0,0,0,0,1,11,Stop,True,False,False,True,Stop
-1,4,0,11,7,7,0,11,7,7,1,11,Stop,True,False,False,True,East
-2,4,0,13,6,6,0,11,7,7,2,11,East,False,True,False,True,East
-4,4,0,11,2,3,0,13,4,5,4,11,East,False,True,False,True,East
194,4,0,11,2,0,0,11,2,1,6,11,East,False,False,False,True,South
193,4,0,9,2,0,0,11,2,0,6,10,South,False,False,True,False,West
192,4,0,11,2,0,0,9,2,0,5,10,West,True,False,False,False,South
191,4,0,10,2,0,0,11,2,0,5,9,South,False,False,False,False,East
189,4,0,6,2,0,0,8,2,0,6,8,South,False,False,False,False,South
187,4,0,6,2,0,0,4,2,0,5,7,West,False,True,False,False,North
186,4,0,8,1,0,0,6,2,0,5,8,North,False,False,False,False,North
385,4,0,9,0,0,0,8,1,0,5,9,North,False,False,False,False,South
384,4,0,9,0,0,0,9,0,0,5,8,South,False,False,False,False,East
383,4,0,9,0,0,0,9,0,0,6,8,East,False,False,False,False,East
382,4,0,8,0,0,0,9,0,0,7,8,East,False,False,False,False,East
381,4,0,7,0,0,0,8,0,0,8,8,East,False,False,False,False,South
380,4,0,5,0,0,0,7,0,0,8,7,South,False,False,False,False,South
379,4,0,5,0,0,0,5,0,0,8,6,South,True,False,False,False,South
378,4,0,4,0,0,0,5,0,0,8,5,South,False,False,False,False,West
0,4,0,11,7,7,0,0,0,0,1,11,Stop,True,False,False,True,Stop
-1,4,0,12,6,6,0,11,7,7,1,11,Stop,True,False,False,True,Stop
-2,4,0,12,7,5,0,12,6,6,1,11,Stop,True,False,False,True,East
-3,4,0,13,7,5,0,12,7,5,2,11,East,False,True,False,True,East
-4,4,0,12,6,5,0,13,7,5,3,11,East,False,True,False,True,East
-6,4,0,9,4,4,0,11,6,5,5,11,East,False,False,False,True,East
-8,4,0,10,3,2,0,9,2,3,7,11,East,False,True,False,True,East
-9,4,0,10,3,1,0,10,3,2,8,11,East,False,True,False,True,East
190,4,0,8,5,0,0,10,3,1,9,11,East,False,True,False,True,West
189,4,0,10,3,0,0,8,5,0,8,11,West,False,True,False,True,West
185,4,0,5,2,0,0,7,1,0,6,9,South,False,False,False,False,West
384,4,0,5,0,0,0,5,2,0,5,9,West,False,False,False,False,North
383,4,0,7,0,0,0,5,0,0,5,10,North,True,False,False,False,South
0,4,0,11,7,7,0,0,0,0,1,11,Stop,True,False,False,True,Stop
-1,4,0,12,8,6,0,11,7,7,1,11,Stop,True,False,False,True,Stop
-2,4,0,11,8,7,0,12,8,6,1,11,Stop,True,False,False,True,South
-3,4,0,9,7,7,0,11,8,7,1,10,South,True,False,True,False,South
-4,4,0,9,7,7,0,9,7,7,1,9,South,True,False,False,False,East
-5,4,0,9,7,6,0,9,7,7,2,9,East,False,False,False,True,East
-10,4,0,8,4,2,0,6,2,3,6,10,North,False,False,True,False,West
189,4,0,10,4,0,0,8,4,2,5,10,West,True,False,False,False,North
188,4,0,10,6,0,0,10,4,0,5,11,North,False,False,False,True,South
187,4,0,8,6,0,0,10,6,0,5,10,South,True,False,False,False,South
186,4,0,6,6,0,0,8,6,0,5,9,South,False,False,False,False,East
185,4,0,6,4,0,0,6,6,0,6,9,East,False,False,False,False,East
183,4,0,5,3,0,0,5,4,0,8,9,East,False,False,False,True,East
182,4,0,3,1,0,0,5,3,0,9,9,East,False,False,False,True,East
381,4,0,4,0,0,0,3,1,0,10,9,East,False,False,False,False,South
379,4,0,2,0,0,0,4,0,0,10,7,South,False,False,True,False,West
378,4,0,1,0,0,0,2,0,0,9,7,West,False,False,False,False,South
577,4,0,0,0,0,0,1,0,0,9,6,South,False,False,False,False,South
576,4,0,0,0,0,0,0,0,0,9,5,South,False,False,False,False,East
575,4,0,0,0,0,0,0,0,0,10,5,East,False,False,False,False,East
574,4,0,0,0,0,0,0,0,0,11,5,East,False,False,False,True,East
573,4,0,0,0,0,0,0,0,0,12,5,East,False,True,False,True,East
0,4,0,11,12,13,0,0,0,0,9,3,Stop,False,True,False,True,Stop
-1,4,0,11,13,13,0,11,12,13,9,3,Stop,False,True,False,True,Stop
-2,4,0,12,12,14,0,11,13,13,9,3,Stop,False,True,False,True,West
-3,4,0,12,12,12,0,12,12,14,8,3,West,False,True,False,True,West
-4,4,0,10,10,10,0,12,12,12,7,3,West,False,True,False,True,West
-5,4,0,8,9,10,0,10,10,10,6,3,West,True,True,False,False,North
-6,4,0,7,8,10,0,8,9,10,6,4,North,True,False,True,False,North
-7,4,0,5,6,10,0,7,8,10,6,5,North,False,False,False,False,North
-8,4,0,5,6,10,0,5,6,10,6,6,North,False,False,True,False,North
-9,4,0,3,6,9,0,5,6,10,6,7,North,False,False,True,False,North
-10,4,0,3,6,9,0,3,6,9,6,8,North,False,False,True,False,North
-11,4,0,3,5,8,0,3,6,9,6,9,North,False,False,False,False,East
187,4,0,2,3,8,0,2,4,8,8,9,East,False,True,False,True,East
385,4,0,2,0,6,0,2,1,8,10,9,East,False,True,False,False,North
384,4,0,1,0,6,0,2,0,6,10,10,North,False,False,True,False,North
583,4,0,0,0,6,0,1,0,6,10,11,North,False,False,True,False,North
582,4,0,0,0,5,0,0,0,6,10,12,North,False,False,True,False,North
581,4,0,0,0,4,0,0,0,5,10,13,North,False,False,False,True,East
0,4,0,11,12,13,0,0,0,0,9,3,Stop,False,True,False,True,Stop
-1,4,0,12,11,14,0,11,12,13,9,3,Stop,False,True,False,True,Stop
-2,4,0,13,12,14,0,12,11,14,9,3,Stop,False,True,False,True,West
-3,4,0,12,11,12,0,13,12,14,8,3,West,False,True,False,True,West
-4,4,0,10,10,12,0,12,11,12,7,3,West,False,True,False,True,West
-5,4,0,8,8,12,0,10,10,12,6,3,West,True,True,False,False,North
-6,4,0,6,6,11,0,8,8,12,6,4,North,True,False,True,False,North
-8,4,0,4,6,9,0,4,6,9,6,6,North,False,False,True,False,North
-9,4,0,2,5,9,0,4,6,9,6,7,North,False,False,True,False,North
189,4,0,0,2,7,0,0,3,8,6,9,North,False,False,False,False,East
188,4,0,0,1,5,0,0,2,7,7,9,East,False,True,False,True,East
387,4,0,0,0,5,0,0,1,5,8,9,East,False,True,False,True,East
586,4,0,0,0,3,0,0,0,5,9,9,East,False,True,False,False,North
585,4,0,0,0,2,0,0,0,3,9,10,North,True,False,False,False,East
584,4,0,0,0,2,0,0,0,2,10,10,East,False,False,True,False,North
0,4,0,28,25,20,0,0,0,0,17,13,Stop,False,True,False,True,Stop
-1,4,0,27,25,21,0,28,25,20,17,13,Stop,False,True,False,True,Stop
-2,4,0,28,26,22,0,27,25,21,17,13,Stop,False,True,False,True,West
-3,4,0,27,24,22,0,28,26,22,16,13,West,False,True,False,True,West
-4,4,0,25,22,21,0,27,24,22,15,13,West,True,False,False,True,South
-5,4,0,23,21,20,0,25,22,21,15,12,South,True,False,True,False,South
-6,4,0,22,20,18,0,23,21,20,15,11,South,False,True,False,False,West
-7,4,0,20,18,18,0,22,20,18,14,11,West,False,True,False,True,West
-8,4,0,19,18,16,0,20,18,18,13,11,West,False,False,False,False,South
-9,4,0,19,18,16,0,19,18,16,13,10,South,True,False,True,False,South
-10,4,0,18,18,14,0,19,18,16,13,9,South,True,False,True,False,South
-11,4,0,18,18,13,0,18,18,14,13,8,South,True,False,True,False,South
-12,4,0,16,18,13,0,18,18,13,13,7,South,True,False,True,False,South
-13,4,0,15,16,13,0,16,18,13,13,6,South,True,False,True,False,South
-14,4,0,15,15,11,0,15,16,13,13,5,South,False,False,True,False,West
-15,4,0,15,13,9,0,15,15,11,12,5,West,False,True,False,True,West
-16,4,0,14,11,8,0,15,13,9,11,5,West,False,True,False,True,West
-17,4,0,14,9,8,0,14,11,8,10,5,West,False,True,False,True,West
-18,4,0,14,7,8,0,14,9,8,9,5,West,False,True,False,True,West
-19,4,0,13,5,8,0,14,7,8,8,5,West,False,True,False,False,West
-20,4,0,12,5,6,0,13,5,8,7,5,West,False,True,False,True,West
-21,4,0,10,5,6,0,12,5,6,6,5,West,False,False,False,False,West
175,4,0,2,0,6,0,4,1,4,4,3,South,False,True,True,False,West
174,4,0,2,0,7,0,2,0,6,3,3,West,False,True,False,True,West
373,4,0,0,0,8,0,2,0,7,2,3,West,False,True,False,True,East
372,4,0,0,0,8,0,0,0,8,3,3,East,False,True,False,True,East
371,4,0,0,0,8,0,0,0,8,4,3,East,False,True,True,False,North
370,4,0,0,0,8,0,0,0,8,4,4,North,True,False,True,False,North
369,4,0,0,0,8,0,0,0,8,4,5,North,False,False,False,False,North
568,4,0,0,0,8,0,0,0,8,4,6,North,False,False,False,False,North
567,4,0,0,0,6,0,0,0,8,4,7,North,False,False,False,False,North
566,4,0,0,0,6,0,0,0,6,4,8,North,False,False,False,False,North
565,4,0,0,0,4,0,0,0,6,4,9,North,False,False,False,True,East
564,4,0,0,0,4,0,0,0,4,5,9,East,False,False,False,True,East
563,4,0,0,0,2,0,0,0,4,6,9,East,False,False,False,False,North
0,4,0,28,25,20,0,0,0,0,17,13,Stop,False,True,False,True,Stop
-1,4,0,28,26,21,0,28,25,20,17,13,Stop,False,True,False,True,West
-2,4,0,26,24,21,0,28,26,21,16,13,West,False,True,False,True,West
-3,4,0,24,23,20,0,26,24,21,15,13,West,True,False,False,True,South
-4,4,0,22,22,18,0,24,23,20,15,12,South,True,False,True,False,South
-5,4,0,21,20,18,0,22,22,18,15,11,South,False,True,False,False,West
-6,4,0,20,20,17,0,21,20,18,14,11,West,False,True,False,True,West
-7,4,0,18,18,15,0,20,20,17,13,11,West,False,False,False,False,South
-8,4,0,20,16,15,0,18,18,15,13,10,South,True,False,True,False,South
-9,4,0,21,15,14,0,20,16,15,13,9,South,True,False,True,False,South
-10,4,0,21,13,14,0,21,15,14,13,8,South,True,False,True,False,South
-11,4,0,20,13,12,0,21,13,14,13,7,South,True,False,True,False,South
-12,4,0,18,12,11,0,20,13,12,13,6,South,True,False,True,False,South
-13,4,0,17,11,9,0,18,12,11,13,5,South,False,False,True,False,West
-14,4,0,17,9,7,0,17,11,9,12,5,West,False,True,False,True,West
-15,4,0,15,7,6,0,17,9,7,11,5,West,False,True,False,True,West
-16,4,0,15,6,6,0,15,7,6,10,5,West,False,True,False,True,West
-17,4,0,14,4,5,0,15,6,6,9,5,West,False,True,False,True,West
-18,4,0,12,4,4,0,14,4,5,8,5,West,False,True,False,False,West
-20,4,0,10,4,4,0,12,4,4,6,5,West,False,False,False,False,North
-21,4,0,9,2,2,0,10,4,4,6,6,North,False,False,True,False,West
377,4,0,5,0,2,0,7,0,2,4,6,West,False,False,False,False,North
376,4,0,4,0,1,0,5,0,2,4,7,North,False,False,False,False,North
575,4,0,3,0,0,0,4,0,1,4,8,North,False,False,False,False,North
574,4,0,3,0,0,0,3,0,0,4,9,North,False,False,False,True,West
0,4,0,28,25,20,0,0,0,0,17,13,Stop,False,True,False,True,Stop
-1,4,0,28,24,21,0,28,25,20,17,13,Stop,False,True,False,True,West
-2,4,0,26,23,20,0,28,24,21,16,13,West,False,True,False,True,West
-3,4,0,25,23,18,0,26,23,20,15,13,West,True,False,False,True,South
-4,4,0,23,23,18,0,25,23,18,15,12,South,True,False,True,False,South
-5,4,0,21,21,18,0,23,23,18,15,11,South,False,True,False,False,West
-6,4,0,20,19,18,0,21,21,18,14,11,West,False,True,False,True,West
-7,4,0,20,17,16,0,20,19,18,13,11,West,False,False,False,False,South
-8,4,0,20,17,14,0,20,17,16,13,10,South,True,False,True,False,South
-9,4,0,19,17,14,0,20,17,14,13,9,South,True,False,True,False,South
-10,4,0,18,15,14,0,19,17,14,13,8,South,True,False,True,False,South
-11,4,0,18,15,12,0,18,15,14,13,7,South,True,False,True,False,South
-12,4,0,18,15,12,0,18,15,12,13,6,South,True,False,True,False,South
-13,4,0,16,14,11,0,18,15,12,13,5,South,False,False,True,False,West
-14,4,0,15,12,9,0,16,14,11,12,5,West,False,True,False,True,West
-15,4,0,15,10,7,0,15,12,9,11,5,West,False,True,False,True,West
-16,4,0,15,8,7,0,15,10,7,10,5,West,False,True,False,True,West
-17,4,0,13,7,6,0,15,8,7,9,5,West,False,True,False,True,West
-19,4,0,11,7,4,0,13,7,6,7,5,West,False,True,False,True,West
-20,4,0,11,5,4,0,11,7,4,6,5,West,False,False,False,False,South
178,4,0,11,5,4,0,11,7,6,6,5,North,False,False,False,False,North
177,4,0,10,7,2,0,11,5,4,6,6,North,False,False,True,False,West
375,4,0,9,4,0,0,9,5,0,5,5,South,False,True,False,False,West
374,4,0,9,2,0,0,9,4,0,4,5,West,False,False,False,False,South
573,4,0,9,0,0,0,9,2,0,4,4,South,True,False,True,False,South
572,4,0,7,0,0,0,9,0,0,4,3,South,False,True,True,False,West
571,4,0,5,0,0,0,7,0,0,3,3,West,False,True,False,True,West
0,4,0,28,25,20,0,0,0,0,17,13,Stop,False,True,False,True,Stop
-1,4,0,27,26,21,0,28,25,20,17,13,Stop,False,True,False,True,West
-2,4,0,27,26,21,0,27,26,21,16,13,West,False,True,False,True,West
-3,4,0,25,25,21,0,27,26,21,15,13,West,True,False,False,True,South
-4,4,0,23,24,19,0,25,25,21,15,12,South,True,False,True,False,South
-6,4,0,19,22,16,0,21,23,18,14,11,West,False,True,False,True,West
-7,4,0,19,21,14,0,19,22,16,13,11,West,False,False,False,False,South
-8,4,0,17,21,15,0,19,21,14,13,10,South,True,False,True,False,South
-9,4,0,16,19,13,0,17,21,15,13,9,South,True,False,True,False,South
-10,4,0,15,18,12,0,16,19,13,13,8,South,True,False,True,False,South
-13,4,0,14,16,11,0,14,18,11,13,5,South,False,False,True,False,South
-14,4,0,14,17,12,0,14,16,11,13,4,South,True,False,True,False,South
-15,4,0,16,19,13,0,14,17,12,13,3,South,False,True,True,False,West
-16,4,0,16,18,11,0,16,19,13,12,3,West,False,True,False,True,West
-17,4,0,16,16,11,0,16,18,11,11,3,West,False,True,False,True,West
182,4,0,14,14,9,0,16,16,11,10,3,West,False,True,False,True,West
181,4,0,14,13,7,0,14,14,9,9,3,West,False,True,False,True,West
180,4,0,13,13,5,0,14,13,7,8,3,West,False,True,False,True,West
179,4,0,12,13,5,0,13,13,5,7,3,West,False,True,False,True,West
177,4,0,11,10,3,0,11,11,5,6,4,North,True,False,True,False,North
176,4,0,11,9,3,0,11,10,3,6,5,North,False,False,False,False,North
175,4,0,11,11,3,0,11,9,3,6,6,North,False,False,True,False,North
173,4,0,10,9,3,0,10,11,3,6,8,North,False,False,True,False,North
171,4,0,10,9,2,0,8,8,2,6,10,North,True,False,True,False,North
170,4,0,11,11,1,0,10,9,2,6,11,North,False,False,False,False,North
369,4,0,13,12,0,0,11,11,1,6,12,North,True,False,True,False,South
368,4,0,12,10,0,0,13,12,0,6,11,South,False,False,False,False,South
367,4,0,12,9,0,0,12,10,0,6,10,South,True,False,True,False,South
366,4,0,10,7,0,0,12,9,0,6,9,South,False,False,False,False,West
365,4,0,9,7,0,0,10,7,0,5,9,West,False,False,False,True,West
364,4,0,7,7,0,0,9,7,0,4,9,West,False,False,False,True,West
362,4,0,5,4,0,0,7,5,0,2,9,West,False,True,False,True,West
361,4,0,5,2,0,0,5,4,0,1,9,West,True,False,False,False,South
560,4,0,3,0,0,0,5,2,0,1,8,South,True,False,True,False,South
559,4,0,3,0,0,0,3,0,0,1,7,South,True,False,True,False,South
0,4,0,20,25,31,0,0,0,0,2,13,Stop,False,True,False,True,Stop
-1,4,0,19,24,30,0,20,25,31,2,13,Stop,False,True,False,True,East
-2,4,0,19,23,29,0,19,24,30,3,13,East,False,True,False,True,East
-3,4,0,19,21,27,0,19,23,29,4,13,East,False,False,True,True,South
-4,4,0,17,21,25,0,19,21,27,4,12,South,True,False,True,False,South
-6,4,0,13,20,23,0,15,20,24,5,11,East,False,True,False,True,East
-8,4,0,13,19,24,0,13,19,23,6,10,South,True,False,True,False,South
-9,4,0,12,21,24,0,13,19,24,6,9,South,False,False,False,False,South
-10,4,0,12,22,25,0,12,21,24,6,8,South,False,False,True,False,South
-11,4,0,11,23,25,0,12,22,25,6,7,South,False,False,True,False,South
-12,4,0,10,23,25,0,11,23,25,6,6,South,False,False,True,False,South
-13,4,0,8,22,24,0,10,23,25,6,5,South,False,False,False,False,East
-14,4,0,8,20,23,0,8,22,24,7,5,East,False,True,False,True,East
-15,4,0,7,18,21,0,8,20,23,8,5,East,False,True,False,False,East
-16,4,0,5,18,19,0,7,18,21,9,5,East,False,True,False,True,East
-17,4,0,4,17,18,0,5,18,19,10,5,East,False,True,False,True,East
-19,4,0,2,15,18,0,2,15,18,12,5,East,False,True,False,True,East
-20,4,0,2,15,17,0,2,15,18,13,5,East,False,False,True,False,North
179,4,0,0,14,16,0,2,15,17,13,6,North,True,False,True,False,North
178,4,0,0,14,15,0,0,14,16,13,7,North,True,False,True,False,North
177,4,0,0,12,15,0,0,14,15,13,8,North,True,False,True,False,North
176,4,0,0,11,15,0,0,12,15,13,9,North,True,False,True,False,North
175,4,0,0,11,13,0,0,11,15,13,10,North,True,False,True,False,North
174,4,0,0,9,11,0,0,11,13,13,11,North,False,False,False,False,East
173,4,0,0,7,10,0,0,9,11,14,11,East,False,True,False,True,East
172,4,0,0,7,10,0,0,7,10,15,11,East,False,True,False,False,East
171,4,0,0,6,9,0,0,7,10,16,11,East,False,False,True,True,South
170,4,0,0,5,7,0,0,6,9,16,10,South,True,False,True,False,South
168,4,0,0,2,5,0,0,3,7,16,8,South,False,False,True,False,South
167,4,0,0,1,5,0,0,2,5,16,7,South,False,False,True,False,South
366,4,0,0,0,5,0,0,1,5,16,6,South,False,False,True,False,West
365,4,0,0,0,3,0,0,0,5,15,6,West,True,False,False,False,South
363,4,0,0,0,2,0,0,0,2,15,4,South,True,False,True,False,South
362,4,0,0,0,1,0,0,0,2,15,3,South,True,True,False,False,East
561,4,0,0,0,0,0,0,0,1,16,3,East,False,True,False,True,East
560,4,0,0,0,0,0,0,0,0,17,3,East,False,True,False,True,East
559,4,0,0,0,0,0,0,0,0,18,3,East,False,True,True,False,North
558,4,0,0,0,0,0,0,0,0,18,4,North,True,False,True,False,North
557,4,0,0,0,0,0,0,0,0,18,5,North,True,False,True,False,North
556,4,0,0,0,0,0,0,0,0,18,6,North,True,False,True,False,North
555,4,0,0,0,0,0,0,0,0,18,7,North,True,False,True,False,North
554,4,0,0,0,0,0,0,0,0,18,8,North,True,False,True,False,North
553,4,0,0,0,0,0,0,0,0,18,9,North,False,False,True,False,West
552,4,0,0,0,0,0,0,0,0,17,9,West,False,True,False,True,West
551,4,0,0,0,0,0,0,0,0,16,9,West,False,False,False,False,North
550,4,0,0,0,0,0,0,0,0,16,10,North,True,False,True,False,North
549,4,0,0,0,0,0,0,0,0,16,11,North,False,False,True,True,West
0,4,0,20,25,31,0,0,0,0,2,13,Stop,False,True,False,True,Stop
-1,4,0,19,26,30,0,20,25,31,2,13,Stop,False,True,False,True,East
-2,4,0,19,25,28,0,19,26,30,3,13,East,False,True,False,True,East
-3,4,0,19,23,26,0,19,25,28,4,13,East,False,False,True,True,South
-4,4,0,17,23,26,0,19,23,26,4,12,South,True,False,True,False,South
-5,4,0,17,23,24,0,17,23,26,4,11,South,False,True,False,False,East
-6,4,0,15,22,22,0,17,23,24,5,11,East,False,True,False,True,East
-7,4,0,13,20,22,0,15,22,22,6,11,East,False,False,False,False,South
-8,4,0,11,20,23,0,13,20,22,6,10,South,True,False,True,False,South
-9,4,0,10,21,23,0,11,20,23,6,9,South,False,False,False,False,South
-10,4,0,9,23,23,0,10,21,23,6,8,South,False,False,True,False,South
-11,4,0,9,23,23,0,9,23,23,6,7,South,False,False,True,False,South
-12,4,0,8,22,22,0,9,23,23,6,6,South,False,False,True,False,South
-13,4,0,7,22,20,0,8,22,22,6,5,South,False,False,False,False,South
-14,4,0,5,22,20,0,7,22,20,6,4,South,True,False,True,False,South
-15,4,0,4,22,22,0,5,22,20,6,3,South,True,True,False,False,East
-16,4,0,3,22,20,0,4,22,22,7,3,East,False,True,False,True,East
-17,4,0,3,20,19,0,3,22,20,8,3,East,False,True,False,True,East
-18,4,0,3,19,17,0,3,20,19,9,3,East,False,True,False,True,East
-20,4,0,3,17,16,0,3,19,16,11,3,East,False,True,False,True,East
-21,4,0,1,15,15,0,3,17,16,12,3,East,False,True,False,True,East
178,4,0,0,15,14,0,1,15,15,13,3,East,False,True,True,False,North
177,4,0,0,13,13,0,0,15,14,13,4,North,True,False,True,False,North
176,4,0,0,13,12,0,0,13,13,13,5,North,False,False,True,False,North
175,4,0,0,12,10,0,0,13,12,13,6,North,True,False,True,False,North
174,4,0,0,10,9,0,0,12,10,13,7,North,True,False,True,False,North
173,4,0,0,9,7,0,0,10,9,13,8,North,True,False,True,False,North
172,4,0,0,7,7,0,0,9,7,13,9,North,True,False,True,False,North
171,4,0,0,5,5,0,0,7,7,13,10,North,True,False,True,False,North
169,4,0,0,2,1,0,0,3,3,14,11,East,False,True,False,True,East
368,4,0,0,1,0,0,0,2,1,15,11,East,False,True,False,False,East
567,4,0,0,0,0,0,0,1,0,16,11,East,False,False,True,True,South
566,4,0,0,0,0,0,0,0,0,16,10,South,True,False,True,False,South
0,4,0,31,30,24,0,0,0,0,18,3,Stop,False,True,True,False,Stop
-1,4,0,32,30,24,0,31,30,24,18,3,Stop,False,True,True,False,Stop
-2,4,0,33,30,25,0,32,30,24,18,3,Stop,False,True,True,False,West
-3,4,0,33,31,26,0,33,30,25,17,3,West,False,True,False,True,West
-4,4,0,33,30,25,0,33,31,26,16,3,West,False,True,False,True,West
-5,4,0,31,30,24,0,33,30,25,15,3,West,True,True,False,False,North
-6,4,0,29,28,24,0,31,30,24,15,4,North,True,False,True,False,North
-7,4,0,28,27,24,0,29,28,24,15,5,North,True,False,False,False,North
-8,4,0,28,27,23,0,28,27,24,15,6,North,True,False,False,False,North
-9,4,0,28,26,23,0,28,27,23,15,7,North,True,False,False,False,North
-10,4,0,26,25,21,0,28,26,23,15,8,North,True,False,False,False,North
-11,4,0,25,23,21,0,26,25,21,15,9,North,True,False,False,True,East
-12,4,0,23,21,19,0,25,23,21,16,9,East,False,False,False,False,North
-13,4,0,21,21,19,0,23,21,19,16,10,North,True,False,True,False,North
-14,4,0,19,20,19,0,21,21,19,16,11,North,False,False,True,True,West
-15,4,0,17,18,17,0,19,20,19,15,11,West,False,True,False,False,West
-16,4,0,15,16,16,0,17,18,17,14,11,West,False,True,False,True,West
-17,4,0,15,14,14,0,15,16,16,13,11,West,False,False,False,False,North
-18,4,0,14,14,12,0,15,14,14,13,12,North,True,False,True,False,North
-19,4,0,13,14,10,0,14,14,12,13,13,North,False,False,True,True,West
-20,4,0,13,14,9,0,13,14,10,12,13,West,False,True,False,True,West
-21,4,0,11,14,9,0,13,14,9,11,13,West,False,True,False,True,West
178,4,0,9,12,9,0,11,14,9,10,13,West,False,False,False,True,South
177,4,0,9,11,9,0,9,12,9,10,12,South,False,False,True,False,South
176,4,0,8,9,8,0,9,11,9,10,11,South,False,False,True,False,South
175,4,0,7,9,6,0,8,9,8,10,10,South,False,False,True,False,South
174,4,0,6,9,6,0,7,9,6,10,9,South,False,True,False,False,West
173,4,0,6,9,6,0,6,9,6,9,9,West,False,True,False,False,West
171,4,0,3,8,6,0,4,9,6,7,9,West,False,True,False,True,West
170,4,0,2,6,6,0,3,8,6,6,9,West,False,False,False,False,West
369,4,0,0,4,6,0,2,6,6,5,9,West,False,False,False,True,South
0,4,0,31,30,24,0,0,0,0,18,3,Stop,False,True,True,False,Stop
-1,4,0,32,29,25,0,31,30,24,18,3,Stop,False,True,True,False,West
-2,4,0,34,29,27,0,32,29,25,17,3,West,False,True,False,True,East
-3,4,0,33,29,27,0,34,29,27,18,3,East,False,True,True,False,North
-4,4,0,31,29,25,0,33,29,27,18,4,North,True,False,True,False,North
-5,4,0,31,27,23,0,31,29,25,18,5,North,True,False,True,False,North
-6,4,0,30,25,22,0,31,27,23,18,6,North,True,False,True,False,North
-7,4,0,28,25,22,0,30,25,22,18,7,North,True,False,True,False,North
-8,4,0,27,23,22,0,28,25,22,18,8,North,True,False,True,False,North
-9,4,0,27,22,22,0,27,23,22,18,9,North,False,False,True,False,West
-10,4,0,25,22,21,0,27,22,22,17,9,West,False,True,False,True,West
-11,4,0,24,20,20,0,25,22,21,16,9,West,False,False,False,False,North
-12,4,0,22,20,18,0,24,20,20,16,10,North,True,False,True,False,North
-13,4,0,20,19,18,0,22,20,18,16,11,North,False,False,True,True,West
-14,4,0,18,19,16,0,20,19,18,15,11,West,False,True,False,False,West
-15,4,0,16,17,14,0,18,19,16,14,11,West,False,True,False,True,West
-16,4,0,14,17,13,0,16,17,14,13,11,West,False,False,False,False,North
-17,4,0,14,17,13,0,14,17,13,13,12,North,True,False,True,False,North
-18,4,0,13,17,12,0,14,17,13,13,13,North,False,False,True,True,West
-19,4,0,11,15,11,0,13,17,12,12,13,West,False,True,False,True,West
-20,4,0,11,15,9,0,11,15,11,11,13,West,False,True,False,True,West
-21,4,0,10,13,9,0,11,15,9,10,13,West,False,False,False,True,West
178,4,0,8,11,9,0,10,13,9,9,13,West,False,False,False,True,West
177,4,0,6,9,9,0,8,11,9,8,13,West,False,True,False,True,West
176,4,0,4,9,8,0,6,9,9,7,13,West,False,True,False,True,West
175,4,0,3,9,7,0,4,9,8,6,13,West,True,False,False,True,South
174,4,0,2,8,5,0,3,9,7,6,12,South,True,False,True,False,South
172,4,0,2,6,3,0,2,6,3,5,11,West,False,True,False,True,West
171,4,0,1,6,2,0,2,6,3,4,11,West,False,True,False,False,North
570,4,0,0,8,0,0,1,6,2,4,12,North,True,False,True,False,North
569,4,0,0,8,0,0,0,8,0,4,13,North,False,False,True,True,South
568,4,0,0,8,0,0,0,8,0,4,12,South,True,False,True,False,South
567,4,0,0,7,0,0,0,8,0,4,11,South,False,True,False,False,West
0,4,0,31,30,24,0,0,0,0,18,3,Stop,False,True,True,False,Stop
-1,4,0,31,29,24,0,31,30,24,18,3,Stop,False,True,True,False,Stop
-2,4,0,30,30,25,0,31,29,24,18,3,Stop,False,True,True,False,North
-3,4,0,29,30,24,0,30,30,25,18,4,North,True,False,True,False,North
-4,4,0,29,29,23,0,29,30,24,18,5,North,True,False,True,False,North
-5,4,0,28,27,21,0,29,29,23,18,6,North,True,False,True,False,North
-6,4,0,28,25,21,0,28,27,21,18,7,North,True,False,True,False,North
-7,4,0,26,23,21,0,28,25,21,18,8,North,True,False,True,False,North
-8,4,0,25,23,21,0,26,23,21,18,9,North,False,False,True,False,West
-9,4,0,25,22,20,0,25,23,21,17,9,West,False,True,False,True,West
-10,4,0,24,21,20,0,25,22,20,16,9,West,False,False,False,False,North
-11,4,0,24,20,18,0,24,21,20,16,10,North,True,False,True,False,North
-12,4,0,23,20,16,0,24,20,18,16,11,North,False,False,True,True,West
