@relation 'prueba-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-Llast-weka.filters.unsupervised.attribute.Remove-R22-43-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -N 10 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -S 4-I21-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -N 10 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -S 4-I21'

@attribute score numeric
@attribute ghost1-living {True,False}
@attribute ghost2-living {True,False}
@attribute ghost3-living {True,False}
@attribute ghost4-living {True,False}
@attribute distance-ghost1 numeric
@attribute distance-ghost2 numeric
@attribute distance-ghost3 numeric
@attribute distance-ghost4 numeric
@attribute prev-distance-ghost1 numeric
@attribute prev-distance-ghost2 numeric
@attribute prev-distance-ghost3 numeric
@attribute prev-distance-ghost4 numeric
@attribute posX numeric
@attribute posY numeric
@attribute direction {North,South,East,West,Stop}
@attribute wall-east {True,False}
@attribute wall-south {True,False}
@attribute wall-west {True,False}
@attribute wall-north {True,False}
@attribute move {North,South,East,West,Stop}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10}

@data
0.070288,True,True,True,True,0.309524,0.173913,0.204545,0.166667,0.214286,0.130435,0.181818,0.166667,0.32,0,Stop,False,True,False,True,West,cluster4
0.06869,True,True,True,True,0.238095,0.195652,0.204545,0.190476,0.309524,0.173913,0.204545,0.166667,0.28,0,West,False,True,False,True,West,cluster4
0.067093,True,True,True,True,0.190476,0.23913,0.181818,0.214286,0.238095,0.195652,0.204545,0.190476,0.24,0,West,False,True,False,True,West,cluster4
0.065495,True,True,True,True,0.166667,0.26087,0.25,0.214286,0.190476,0.23913,0.181818,0.214286,0.2,0,West,True,True,False,False,North,cluster4
0.063898,True,True,True,True,0.214286,0.26087,0.295455,0.166667,0.166667,0.26087,0.25,0.214286,0.2,0.041667,North,True,False,True,False,North,cluster5
0.0623,True,True,True,True,0.142857,0.173913,0.159091,0.238095,0.214286,0.26087,0.295455,0.166667,0.2,0.083333,North,False,False,False,False,North,cluster6
0.059105,True,True,True,True,0.119048,0.304348,0.181818,0.214286,0.166667,0.23913,0.136364,0.071429,0.2,0.166667,North,False,False,True,False,North,cluster5
0.055911,True,True,True,True,0.02381,0.217391,0.227273,0.190476,0.095238,0.282609,0.136364,0.071429,0.16,0.208333,West,False,False,False,False,North,cluster6
0.054313,True,True,True,True,0.071429,0.217391,0.045455,0.166667,0.02381,0.217391,0.227273,0.190476,0.16,0.25,North,False,False,False,True,West,cluster10
0.370607,False,True,True,True,0,0.26087,0,0.142857,0,0.217391,0.068182,0.142857,0.16,0.25,East,False,False,False,True,East,cluster10
0.36901,False,True,True,True,0,0.304348,0.045455,0.095238,0,0.26087,0,0.142857,0.2,0.25,East,False,False,False,False,East,cluster2
0.686901,False,True,False,True,0,0.23913,0,0,0,0.304348,0.045455,0.095238,0.24,0.25,East,False,True,False,True,East,cluster1
0.683706,False,True,False,True,0,0.130435,0,0,0,0.26087,0,0.047619,0.32,0.25,East,False,True,False,False,North,cluster2
0.682109,False,True,False,True,0,0.152174,0,0.02381,0,0.130435,0,0,0.32,0.291667,North,True,False,False,False,South,cluster9
1,False,True,False,False,0,0.173913,0,0,0,0.152174,0,0.02381,0.32,0.25,South,False,True,False,False,East,cluster9
0.998403,False,True,False,False,0,0.195652,0,0,0,0.173913,0,0,0.36,0.25,East,False,True,False,False,North,cluster9
0.996805,False,True,False,False,0,0.108696,0,0,0,0.195652,0,0,0.36,0.291667,North,False,False,True,False,North,cluster9
0.995208,False,True,False,False,0,0.130435,0,0,0,0.108696,0,0,0.36,0.333333,North,False,False,True,False,North,cluster9
0.99361,False,True,False,False,0,0.152174,0,0,0,0.130435,0,0,0.36,0.375,North,False,False,True,False,North,cluster9
0.992013,False,True,False,False,0,0.173913,0,0,0,0.152174,0,0,0.36,0.416667,North,False,False,False,True,East,cluster9
0.990415,False,True,False,False,0,0.173913,0,0,0,0.173913,0,0,0.4,0.416667,East,False,True,False,True,East,cluster1
0.070288,True,True,True,True,0.547619,0.586957,0.590909,0.52381,0.47619,0.521739,0.613636,0.666667,0,0,Stop,True,True,False,False,East,cluster8
0.06869,True,True,True,True,0.571429,0.565217,0.545455,0.547619,0.547619,0.586957,0.590909,0.52381,0.04,0,East,False,True,False,True,East,cluster10
0.067093,True,True,True,True,0.52381,0.543478,0.522727,0.52381,0.571429,0.565217,0.545455,0.547619,0.08,0,East,False,True,False,True,East,cluster10
0.065495,True,True,True,True,0.5,0.5,0.545455,0.52381,0.52381,0.543478,0.522727,0.52381,0.12,0,East,False,True,True,False,North,cluster3
0.063898,True,True,True,True,0.452381,0.5,0.477273,0.47619,0.5,0.5,0.545455,0.52381,0.12,0.041667,North,True,False,True,False,North,cluster5
0.0623,True,True,True,True,0.309524,0.478261,0.477273,0.47619,0.452381,0.5,0.477273,0.47619,0.12,0.083333,North,False,False,False,False,East,cluster3
0.060703,True,True,True,True,0.404762,0.413043,0.431818,0.404762,0.309524,0.478261,0.477273,0.47619,0.16,0.083333,East,False,True,False,False,East,cluster3
0.059105,True,True,True,True,0.380952,0.391304,0.386364,0.309524,0.404762,0.413043,0.431818,0.404762,0.2,0.083333,East,False,False,False,False,East,cluster3
0.057508,True,True,True,True,0.238095,0.434783,0.409091,0.357143,0.380952,0.391304,0.386364,0.309524,0.24,0.083333,East,False,True,False,True,East,cluster4
0.055911,True,True,True,True,0.404762,0.347826,0.386364,0.333333,0.238095,0.434783,0.409091,0.357143,0.28,0.083333,East,False,True,False,False,East,cluster3
0.054313,True,True,True,True,0.357143,0.282609,0.409091,0.285714,0.404762,0.347826,0.386364,0.333333,0.32,0.083333,East,False,True,False,True,East,cluster4
0.052716,True,True,True,True,0.380952,0.347826,0.363636,0.261905,0.357143,0.282609,0.409091,0.285714,0.36,0.083333,East,False,True,False,True,East,cluster4
0.051118,True,True,True,True,0.309524,0.304348,0.318182,0.261905,0.380952,0.347826,0.363636,0.261905,0.4,0.083333,East,False,True,False,True,East,cluster4
0.049521,True,True,True,True,0.238095,0.173913,0.25,0.214286,0.309524,0.304348,0.318182,0.261905,0.44,0.083333,East,False,True,False,True,East,cluster4
0.047923,True,True,True,True,0.214286,0.173913,0.340909,0.214286,0.238095,0.173913,0.25,0.214286,0.48,0.083333,East,False,False,True,False,North,cluster3
0.046326,True,True,True,True,0.166667,0.217391,0.295455,0.166667,0.214286,0.173913,0.340909,0.214286,0.48,0.125,North,True,False,True,False,North,cluster5
0.044728,True,True,True,True,0.142857,0.130435,0.272727,0.166667,0.166667,0.217391,0.295455,0.166667,0.48,0.166667,North,True,False,True,False,North,cluster5
0.043131,True,True,True,True,0.071429,0.217391,0.204545,0.214286,0.142857,0.130435,0.272727,0.166667,0.48,0.208333,North,True,False,True,False,North,cluster5
0.041534,True,True,True,True,0.142857,0.108696,0.181818,0.119048,0.071429,0.217391,0.204545,0.214286,0.48,0.25,North,True,False,True,False,North,cluster5
0.357827,True,False,True,True,0.02381,0,0.136364,0.142857,0.02381,0.043478,0.090909,0.166667,0.48,0.333333,North,False,False,False,False,East,cluster2
0.35623,True,False,True,True,0.02381,0,0.090909,0.119048,0.02381,0,0.136364,0.142857,0.52,0.333333,East,False,True,False,True,East,cluster4
0.674121,False,False,True,True,0,0,0.090909,0.047619,0.02381,0,0.090909,0.119048,0.56,0.333333,East,False,True,False,False,North,cluster2
0.672524,False,False,True,True,0,0,0.068182,0.119048,0,0,0.090909,0.047619,0.56,0.375,North,True,False,True,False,North,cluster5
0.990415,False,False,True,False,0,0,0.068182,0,0,0,0.068182,0.119048,0.56,0.416667,North,True,False,False,True,East,cluster2
0.071885,True,True,True,True,0.52381,0.630435,0.5,0.595238,0.547619,0.630435,0.590909,0.642857,0,0,Stop,True,True,False,False,East,cluster8
0.070288,True,True,True,True,0.571429,0.565217,0.613636,0.642857,0.52381,0.630435,0.5,0.595238,0.04,0,East,False,True,False,True,East,cluster10
0.06869,True,True,True,True,0.5,0.369565,0.522727,0.547619,0.571429,0.565217,0.613636,0.642857,0.08,0,East,False,True,False,True,East,cluster10
0.067093,True,True,True,True,0.52381,0.5,0.5,0.547619,0.5,0.369565,0.522727,0.547619,0.12,0,East,False,True,True,False,North,cluster3
0.065495,True,True,True,True,0.404762,0.434783,0.5,0.547619,0.52381,0.5,0.5,0.547619,0.12,0.041667,North,True,False,True,False,North,cluster5
0.063898,True,True,True,True,0.333333,0.456522,0.409091,0.47619,0.404762,0.434783,0.5,0.547619,0.12,0.083333,North,False,False,False,False,East,cluster3
0.0623,True,True,True,True,0.380952,0.5,0.363636,0.47619,0.333333,0.456522,0.409091,0.47619,0.16,0.083333,East,False,True,False,False,East,cluster3
0.060703,True,True,True,True,0.357143,0.434783,0.386364,0.47619,0.380952,0.5,0.363636,0.47619,0.2,0.083333,East,False,False,False,False,East,cluster3
0.059105,True,True,True,True,0.285714,0.434783,0.363636,0.47619,0.357143,0.434783,0.386364,0.47619,0.24,0.083333,East,False,True,False,True,East,cluster10
0.057508,True,True,True,True,0.333333,0.413043,0.363636,0.428571,0.285714,0.434783,0.363636,0.47619,0.28,0.083333,East,False,True,False,False,East,cluster3
0.055911,True,True,True,True,0.309524,0.326087,0.363636,0.404762,0.333333,0.413043,0.363636,0.428571,0.32,0.083333,East,False,True,False,True,East,cluster4
0.054313,True,True,True,True,0.190476,0.369565,0.318182,0.333333,0.309524,0.326087,0.363636,0.404762,0.36,0.083333,East,False,True,False,True,East,cluster4
0.052716,True,True,True,True,0.214286,0.304348,0.386364,0.357143,0.190476,0.369565,0.318182,0.333333,0.4,0.083333,East,False,True,False,True,East,cluster4
0.051118,True,True,True,True,0.214286,0.304348,0.25,0.309524,0.214286,0.304348,0.386364,0.357143,0.44,0.083333,East,False,True,False,True,East,cluster4
0.049521,True,True,True,True,0.142857,0.304348,0.227273,0.285714,0.214286,0.304348,0.25,0.309524,0.48,0.083333,East,False,False,True,False,North,cluster3
0.047923,True,True,True,True,0.166667,0.217391,0.25,0.238095,0.142857,0.304348,0.227273,0.285714,0.48,0.125,North,True,False,True,False,North,cluster5
0.046326,True,True,True,True,0.095238,0.195652,0.136364,0.238095,0.166667,0.217391,0.25,0.238095,0.48,0.166667,North,True,False,True,False,North,cluster5
0.044728,True,True,True,True,0.071429,0.23913,0.204545,0.238095,0.095238,0.195652,0.136364,0.238095,0.48,0.208333,North,True,False,True,False,North,cluster5
0.043131,True,True,True,True,0,0.173913,0.181818,0.261905,0.071429,0.23913,0.204545,0.238095,0.48,0.25,North,True,False,True,False,North,cluster5
0.041534,True,True,True,True,0.095238,0.173913,0.136364,0.142857,0,0.173913,0.181818,0.261905,0.48,0.291667,North,True,False,True,False,North,cluster5
0.038339,True,True,True,True,0.166667,0.065217,0.090909,0.119048,0.142857,0.086957,0.136364,0.119048,0.52,0.333333,East,False,True,False,True,East,cluster4
0.036741,True,True,True,True,0.142857,0.021739,0.090909,0.071429,0.166667,0.065217,0.090909,0.119048,0.56,0.333333,East,False,True,False,False,North,cluster3
0.354633,True,False,True,True,0.047619,0,0.113636,0.095238,0.142857,0.021739,0.090909,0.071429,0.56,0.375,North,True,False,True,False,North,cluster5
0.353035,True,False,True,True,0.142857,0,0.136364,0.166667,0.047619,0,0.113636,0.095238,0.56,0.416667,North,True,False,False,True,East,cluster5
0.351438,True,False,True,True,0.166667,0,0.159091,0.238095,0.142857,0,0.136364,0.166667,0.6,0.416667,East,False,True,False,True,East,cluster4
0.34984,True,False,True,True,0.142857,0,0.136364,0.166667,0.166667,0,0.159091,0.238095,0.64,0.416667,East,False,True,False,True,East,cluster4
0.348243,True,False,True,True,0.166667,0,0.136364,0.095238,0.142857,0,0.136364,0.166667,0.68,0.416667,East,False,False,True,True,South,cluster10
0.346645,True,False,True,True,0.02381,0,0.113636,0.095238,0.166667,0,0.136364,0.095238,0.68,0.375,South,True,False,True,False,South,cluster8
0.662939,True,False,True,False,0.142857,0,0.090909,0,0.095238,0,0.068182,0,0.68,0.291667,South,True,False,True,False,South,cluster5
0.976038,True,False,False,False,0.02381,0,0,0,0,0,0,0,0.68,0.125,South,True,False,True,False,South,cluster9
0.972843,True,False,False,False,0.095238,0,0,0,0.166667,0,0,0,0.68,0.041667,South,True,False,True,False,South,cluster9
0.963259,True,False,False,False,0.119048,0,0,0,0.190476,0,0,0,0.68,0,South,False,True,True,False,West,cluster1
0.961661,True,False,False,False,0.166667,0,0,0,0.119048,0,0,0,0.64,0,West,False,True,False,True,West,cluster1
0.960064,True,False,False,False,0.166667,0,0,0,0.166667,0,0,0,0.6,0,West,False,True,False,True,West,cluster1
0.071885,True,True,True,True,0.571429,0.456522,0.568182,0.571429,0.452381,0.521739,0.636364,0.404762,0.04,0.416667,Stop,False,True,False,True,East,cluster4
0.070288,True,True,True,True,0.5,0.26087,0.545455,0.47619,0.571429,0.456522,0.568182,0.571429,0.08,0.416667,East,False,True,False,True,East,cluster10
0.06869,True,True,True,True,0.428571,0.369565,0.545455,0.452381,0.5,0.26087,0.545455,0.47619,0.12,0.416667,East,False,False,True,True,South,cluster10
0.067093,True,True,True,True,0.5,0.413043,0.454545,0.47619,0.428571,0.369565,0.545455,0.452381,0.12,0.375,South,True,False,True,False,South,cluster8
0.065495,True,True,True,True,0.380952,0.347826,0.545455,0.333333,0.5,0.413043,0.454545,0.47619,0.12,0.333333,South,False,True,False,False,East,cluster7
0.063898,True,True,True,True,0.380952,0.347826,0.454545,0.380952,0.380952,0.347826,0.545455,0.333333,0.16,0.333333,East,False,True,False,True,East,cluster10
0.059105,True,True,True,True,0.261905,0.26087,0.340909,0.333333,0.285714,0.304348,0.340909,0.380952,0.2,0.25,South,False,False,False,False,South,cluster7
0.057508,True,True,True,True,0.190476,0.282609,0.295455,0.285714,0.261905,0.26087,0.340909,0.333333,0.2,0.208333,South,False,False,True,False,South,cluster7
0.055911,True,True,True,True,0.214286,0.26087,0.318182,0.47619,0.190476,0.282609,0.295455,0.285714,0.2,0.166667,South,False,False,True,False,South,cluster7
0.054313,True,True,True,True,0.238095,0.23913,0.272727,0.285714,0.214286,0.26087,0.318182,0.47619,0.2,0.125,South,False,False,True,False,South,cluster7
0.052716,True,True,True,True,0.190476,0.23913,0.227273,0.285714,0.238095,0.23913,0.272727,0.285714,0.2,0.083333,South,False,False,False,False,East,cluster7
0.051118,True,True,True,True,0.142857,0.217391,0.272727,0.309524,0.190476,0.23913,0.227273,0.285714,0.24,0.083333,East,False,True,False,True,East,cluster4
0.049521,True,True,True,True,0.166667,0.304348,0.204545,0.309524,0.142857,0.217391,0.272727,0.309524,0.28,0.083333,East,False,True,False,False,East,cluster3
0.047923,True,True,True,True,0.285714,0.195652,0.25,0.142857,0.166667,0.304348,0.204545,0.309524,0.32,0.083333,East,False,True,False,True,East,cluster4
0.046326,True,True,True,True,0.095238,0.108696,0.25,0.190476,0.285714,0.195652,0.25,0.142857,0.36,0.083333,East,False,True,False,True,East,cluster4
0.043131,True,True,True,True,0.166667,0.086957,0.090909,0.214286,0.119048,0.130435,0.227273,0.190476,0.44,0.083333,East,False,True,False,True,East,cluster4
0.041534,True,True,True,True,0.071429,0.130435,0.113636,0.214286,0.166667,0.086957,0.090909,0.214286,0.48,0.083333,East,False,False,True,False,South,cluster3
0.038339,True,True,True,True,0.02381,0.130435,0.181818,0.142857,0.071429,0.065217,0.136364,0.238095,0.48,0,South,False,True,True,False,West,cluster7
0.036741,True,True,True,True,0.047619,0.108696,0.25,0.261905,0.02381,0.130435,0.181818,0.142857,0.44,0,West,False,True,False,True,West,cluster4
0.354633,False,True,True,True,0,0.065217,0.272727,0.238095,0.047619,0.108696,0.25,0.261905,0.4,0,West,False,True,False,True,East,cluster4
0.353035,False,True,True,True,0,0.130435,0.136364,0.309524,0,0.065217,0.272727,0.238095,0.44,0,East,False,True,False,True,East,cluster4
0.351438,False,True,True,True,0,0.086957,0.181818,0.190476,0,0.130435,0.136364,0.309524,0.48,0,East,False,True,True,False,North,cluster2
0.34984,False,True,True,True,0,0.108696,0.204545,0.095238,0,0.086957,0.181818,0.190476,0.48,0.041667,North,True,False,True,False,North,cluster5
0.348243,False,True,True,True,0,0.043478,0.136364,0.02381,0,0.108696,0.204545,0.095238,0.48,0.083333,North,False,False,True,False,North,cluster5
0.346645,False,True,True,True,0,0.065217,0.136364,0.071429,0,0.043478,0.136364,0.02381,0.48,0.125,North,True,False,True,False,North,cluster5
0.345048,False,True,True,True,0,0.021739,0.136364,0,0,0.065217,0.136364,0.071429,0.48,0.166667,North,True,False,True,False,North,cluster5
0.34345,False,True,True,True,0,0.23913,0.204545,0.071429,0,0.021739,0.136364,0,0.48,0.208333,North,True,False,True,False,North,cluster5
0.341853,False,True,True,True,0,0.108696,0.204545,0.119048,0,0.23913,0.204545,0.071429,0.48,0.25,North,True,False,True,False,North,cluster5
0.340256,False,True,True,True,0,0.152174,0.227273,0.166667,0,0.108696,0.204545,0.119048,0.48,0.291667,North,True,False,True,False,North,cluster5
0.338658,False,True,True,True,0,0.065217,0.318182,0.166667,0,0.152174,0.227273,0.166667,0.48,0.333333,North,False,False,False,False,East,cluster2
0.337061,False,True,True,True,0,0.130435,0.159091,0.142857,0,0.065217,0.318182,0.166667,0.52,0.333333,East,False,True,False,True,East,cluster4
0.335463,False,True,True,True,0,0.086957,0.204545,0.142857,0,0.130435,0.159091,0.142857,0.56,0.333333,East,False,True,False,False,East,cluster2
0.332268,False,True,True,True,0,0.043478,0.159091,0.071429,0,0.130435,0.181818,0.238095,0.6,0.291667,South,True,False,True,False,South,cluster8
0.330671,False,True,True,True,0,0.086957,0.113636,0.142857,0,0.043478,0.159091,0.071429,0.6,0.25,South,False,False,False,False,West,cluster7
0.648562,False,True,True,False,0,0.086957,0.159091,0,0,0.086957,0.113636,0.142857,0.56,0.25,West,True,False,False,True,South,cluster1
0.646965,False,True,True,False,0,0.065217,0.090909,0,0,0.086957,0.159091,0,0.56,0.208333,South,True,False,False,False,South,cluster7
0.64377,False,True,True,False,0,0,0.090909,0,0,0,0.136364,0,0.56,0.125,South,True,False,False,False,South,cluster7
0.640575,False,True,True,False,0,0.065217,0.068182,0,0,0.043478,0.022727,0,0.56,0.041667,South,True,False,True,False,North,cluster5
0.638978,False,True,True,False,0,0.043478,0.068182,0,0,0.065217,0.068182,0,0.56,0.083333,North,True,False,False,False,North,cluster9
0.956869,False,False,True,False,0,0,0.090909,0,0,0.043478,0.068182,0,0.56,0.125,North,True,False,False,False,South,cluster2
0.067093,True,True,True,True,0.285714,0.108696,0.022727,0.071429,0.261905,0.23913,0.090909,0,0.52,0.291667,East,False,False,False,False,North,cluster3
0.065495,True,True,True,True,0.380952,0.26087,0.159091,0,0.285714,0.108696,0.022727,0.071429,0.52,0.333333,North,False,False,False,False,North,cluster6
0.383387,True,True,True,False,0.357143,0.23913,0.181818,0,0.380952,0.26087,0.159091,0,0.52,0.375,North,False,False,False,False,South,cluster9
0.381789,True,True,True,False,0.380952,0.195652,0.227273,0,0.357143,0.23913,0.181818,0,0.52,0.333333,South,False,False,False,False,South,cluster7
0.380192,True,True,True,False,0.380952,0.326087,0.113636,0,0.380952,0.195652,0.227273,0,0.52,0.291667,South,False,False,False,False,South,cluster7
0.378594,True,True,True,False,0.357143,0.217391,0.113636,0,0.380952,0.326087,0.113636,0,0.52,0.25,South,False,False,False,False,South,cluster7
0.376997,True,True,True,False,0.285714,0.23913,0.090909,0,0.357143,0.217391,0.113636,0,0.52,0.208333,South,False,False,False,False,South,cluster7
0.375399,True,True,True,False,0.238095,0.130435,0.022727,0,0.285714,0.23913,0.090909,0,0.52,0.166667,South,False,False,False,False,South,cluster7
0.373802,True,True,True,False,0.214286,0.173913,0.068182,0,0.238095,0.130435,0.022727,0,0.52,0.125,South,False,False,False,False,West,cluster7
0.372204,True,True,True,False,0.142857,0.130435,0.022727,0,0.214286,0.173913,0.068182,0,0.48,0.125,West,False,False,False,False,West,cluster6
0.370607,True,True,True,False,0.142857,0.130435,0.068182,0,0.142857,0.130435,0.022727,0,0.44,0.125,West,False,False,False,False,North,cluster6
0.365815,True,True,True,False,0.166667,0,0,0,0.142857,0.108696,0.090909,0,0.36,0.166667,West,False,False,False,False,West,cluster6
0.682109,True,True,False,False,0.095238,0.065217,0,0,0.119048,0.021739,0,0,0.32,0.208333,North,False,False,False,False,West,cluster9
0.680511,True,True,False,False,0.190476,0.086957,0,0,0.095238,0.065217,0,0,0.28,0.208333,West,False,False,False,False,South,cluster9
0.677316,True,True,False,False,0.166667,0.065217,0,0,0.214286,0.108696,0,0,0.28,0.125,South,False,False,False,False,South,cluster9
0.675719,True,True,False,False,0.214286,0.043478,0,0,0.166667,0.065217,0,0,0.28,0.083333,South,False,False,False,False,West,cluster9
0.99361,True,False,False,False,0.214286,0,0,0,0.214286,0.043478,0,0,0.24,0.083333,West,False,False,False,False,West,cluster9
0.992013,True,False,False,False,0.166667,0,0,0,0.214286,0,0,0,0.2,0.083333,West,False,False,False,False,West,cluster9
0.990415,True,False,False,False,0.119048,0,0,0,0.166667,0,0,0,0.16,0.083333,West,False,False,False,False,North,cluster9
0.988818,True,False,False,False,0.047619,0,0,0,0.119048,0,0,0,0.16,0.125,North,False,False,False,False,North,cluster9
0.98722,True,False,False,False,0.119048,0,0,0,0.047619,0,0,0,0.16,0.166667,North,False,False,False,False,West,cluster9
0.985623,True,False,False,False,0.071429,0,0,0,0.119048,0,0,0,0.12,0.166667,West,False,False,False,False,North,cluster9
0.980831,True,False,False,False,0,0,0,0,0.071429,0,0,0,0.08,0.25,North,False,False,False,False,North,cluster9
0.979233,True,False,False,False,0.047619,0,0,0,0,0,0,0,0.08,0.291667,North,False,False,False,False,North,cluster9
0.977636,True,False,False,False,0.119048,0,0,0,0.047619,0,0,0,0.08,0.333333,North,False,False,False,False,West,cluster9
0.976038,True,False,False,False,0.095238,0,0,0,0.119048,0,0,0,0.04,0.333333,West,False,False,False,False,South,cluster9
0.071885,True,True,True,True,0.285714,0.26087,0.136364,0.095238,0.261905,0.108696,0.090909,0.071429,0.44,0.291667,Stop,False,False,False,False,East,cluster6
0.06869,True,True,True,True,0.428571,0.217391,0.090909,0,0.309524,0.26087,0.068182,0.071429,0.52,0.291667,East,False,False,False,False,North,cluster3
0.067093,True,True,True,True,0.261905,0.217391,0.045455,0.02381,0.428571,0.217391,0.090909,0,0.52,0.333333,North,False,False,False,False,North,cluster6
0.065495,True,True,True,True,0.333333,0.217391,0.113636,0.095238,0.261905,0.217391,0.045455,0.02381,0.52,0.375,North,False,False,False,False,West,cluster6
0.060703,True,True,True,True,0.285714,0.26087,0.113636,0,0.428571,0.23913,0.068182,0.071429,0.48,0.291667,South,False,False,False,False,East,cluster7
0.378594,True,True,True,False,0.380952,0.326087,0.022727,0,0.285714,0.26087,0.113636,0,0.52,0.291667,East,False,False,False,False,East,cluster3
0.376997,True,True,True,False,0.428571,0.413043,0.090909,0,0.380952,0.326087,0.022727,0,0.56,0.291667,East,False,False,False,False,South,cluster3
0.373802,True,True,True,False,0.357143,0.304348,0.045455,0,0.333333,0.304348,0.022727,0,0.56,0.208333,South,False,False,False,False,South,cluster7
0.370607,True,True,True,False,0.357143,0.282609,0.022727,0,0.333333,0.326087,0.136364,0,0.6,0.166667,East,False,False,False,False,North,cluster3
0.36901,True,True,True,False,0.380952,0.282609,0.045455,0,0.357143,0.282609,0.022727,0,0.6,0.208333,North,False,False,False,False,North,cluster9
0.686901,True,True,False,False,0.261905,0.347826,0,0,0.380952,0.282609,0.045455,0,0.6,0.25,North,False,False,False,False,West,cluster9
0.685304,True,True,False,False,0.309524,0.282609,0,0,0.261905,0.347826,0,0,0.56,0.25,West,False,False,False,False,West,cluster9
0.683706,True,True,False,False,0.357143,0.347826,0,0,0.309524,0.282609,0,0,0.52,0.25,West,False,False,False,False,West,cluster9
0.682109,True,True,False,False,0.285714,0.217391,0,0,0.357143,0.347826,0,0,0.48,0.25,West,False,False,False,False,West,cluster9
0.680511,True,True,False,False,0.238095,0.217391,0,0,0.285714,0.217391,0,0,0.44,0.25,West,False,False,False,False,West,cluster9
0.678914,True,True,False,False,0.238095,0.173913,0,0,0.238095,0.217391,0,0,0.4,0.25,West,False,False,False,False,West,cluster9
0.677316,True,True,False,False,0.214286,0.152174,0,0,0.238095,0.173913,0,0,0.36,0.25,West,False,False,False,False,West,cluster9
0.675719,True,True,False,False,0.190476,0.130435,0,0,0.214286,0.152174,0,0,0.32,0.25,West,False,False,False,False,West,cluster9
0.674121,True,True,False,False,0.166667,0.130435,0,0,0.190476,0.130435,0,0,0.28,0.25,West,False,False,False,False,West,cluster9
0.672524,True,True,False,False,0.190476,0.130435,0,0,0.166667,0.130435,0,0,0.24,0.25,West,False,False,False,False,North,cluster9
0.670927,True,True,False,False,0.166667,0.086957,0,0,0.190476,0.130435,0,0,0.24,0.291667,North,False,False,False,False,West,cluster9
0.666134,True,True,False,False,0.071429,0,0,0,0.166667,0,0,0,0.2,0.375,North,False,False,False,False,North,cluster9
0.984026,True,False,False,False,0.071429,0,0,0,0.071429,0,0,0,0.2,0.416667,North,False,False,False,False,West,cluster9
0.982428,True,False,False,False,0.238095,0,0,0,0.071429,0,0,0,0.16,0.416667,West,False,False,False,False,South,cluster9
0.980831,True,False,False,False,0.166667,0,0,0,0.238095,0,0,0,0.16,0.375,South,False,False,False,False,South,cluster9
0.979233,True,False,False,False,0.119048,0,0,0,0.166667,0,0,0,0.16,0.333333,South,False,False,False,False,South,cluster9
0.977636,True,False,False,False,0.190476,0,0,0,0.119048,0,0,0,0.16,0.291667,South,False,False,False,False,South,cluster9
0.976038,True,False,False,False,0.119048,0,0,0,0.190476,0,0,0,0.16,0.25,South,False,False,False,False,East,cluster9
0.974441,True,False,False,False,0.119048,0,0,0,0.119048,0,0,0,0.2,0.25,East,False,False,False,False,East,cluster9
0.071885,True,True,True,True,0.095238,0.195652,0.090909,0.333333,0.142857,0.152174,0.159091,0.190476,0.44,0.291667,Stop,True,False,True,False,South,cluster5
0.070288,True,True,True,True,0.238095,0.304348,0.068182,0.285714,0.095238,0.195652,0.090909,0.333333,0.44,0.25,South,True,False,True,False,North,cluster8
0.06869,True,True,True,True,0.119048,0.173913,0.136364,0.214286,0.238095,0.304348,0.068182,0.285714,0.44,0.291667,North,True,False,True,False,North,cluster5
0.067093,True,True,True,True,0.095238,0.173913,0.090909,0.309524,0.119048,0.173913,0.136364,0.214286,0.44,0.333333,North,False,False,True,True,West,cluster5
0.065495,True,True,True,True,0.190476,0.130435,0.181818,0.238095,0.095238,0.173913,0.090909,0.309524,0.4,0.333333,West,False,True,False,True,West,cluster4
0.063898,True,True,True,True,0.166667,0.23913,0.181818,0.238095,0.190476,0.130435,0.181818,0.238095,0.36,0.333333,West,False,True,False,True,West,cluster4
0.0623,True,True,True,True,0.380952,0.217391,0.136364,0.261905,0.166667,0.23913,0.181818,0.238095,0.32,0.333333,West,False,True,False,True,West,cluster4
0.060703,True,True,True,True,0.261905,0.282609,0.272727,0.285714,0.380952,0.217391,0.136364,0.261905,0.28,0.333333,West,False,True,False,False,North,cluster4
0.059105,True,True,True,True,0.238095,0.173913,0.204545,0.261905,0.261905,0.282609,0.272727,0.285714,0.28,0.375,North,True,False,True,False,North,cluster5
0.057508,True,True,True,True,0.285714,0.304348,0.204545,0.285714,0.238095,0.173913,0.204545,0.261905,0.28,0.416667,North,True,False,False,False,North,cluster5
0.055911,True,True,True,True,0.071429,0.152174,0.25,0.190476,0.285714,0.304348,0.204545,0.285714,0.28,0.458333,North,True,False,True,False,North,cluster5
